timestamp,elapsed_s,actuator,cycle,position,code,channel,tap,bank_uv,physical_error_mv,pp_bank_uv,valid
2026-09-10T09:09:56.146,148.671,IDAC1,1,A1,140,0,PGAgain,1000442,-21.071,2613,1
2026-09-10T09:09:56.748,149.273,IDAC1,1,A1,140,0,PGAgain,1000423,-21.449,3414,1
2026-09-10T09:09:57.333,149.859,IDAC1,1,A1,140,0,PGAgain,1000900,-11.949,2803,1
2026-09-10T09:09:57.920,150.446,IDAC1,1,A1,140,1,BPo,994968,-130.089,2918,1
2026-09-10T09:09:58.525,151.051,IDAC1,1,A1,140,1,BPo,995979,-109.955,3433,1
2026-09-10T09:09:59.108,151.633,IDAC1,1,A1,140,1,BPo,995311,-123.258,3261,1
2026-09-10T09:09:59.694,152.22,IDAC1,1,A1,140,2,OPA_SUMo,946540,-1094.567,972,1
2026-09-10T09:10:00.281,152.807,IDAC1,1,A1,140,2,OPA_SUMo,946083,-1103.668,934,1
2026-09-10T09:10:00.880,153.406,IDAC1,1,A1,140,2,OPA_SUMo,945796,-1109.384,1335,1
2026-09-10T09:10:01.477,154.003,IDAC1,1,A1,140,3,SUMo,946311,-1099.128,1029,1
2026-09-10T09:10:02.062,154.588,IDAC1,1,A1,140,3,SUMo,945930,-1106.715,724,1
2026-09-10T09:10:02.665,155.19,IDAC1,1,A1,140,3,SUMo,945777,-1109.763,782,1
2026-09-10T09:10:03.271,155.797,IDAC1,1,A1,140,4,LPo,1106090,2082.983,133,1
2026-09-10T09:10:03.858,156.384,IDAC1,1,A1,140,4,LPo,1106071,2082.605,95,1
2026-09-10T09:10:04.445,156.97,IDAC1,1,A1,140,4,LPo,1106109,2083.361,152,1
2026-09-10T09:10:50.086,202.612,IDAC1,1,B1,188,0,PGAgain,1000499,-19.936,1850,1
2026-09-10T09:10:50.670,203.195,IDAC1,1,B1,188,0,PGAgain,1001434,-1.314,1926,1
2026-09-10T09:10:51.256,203.781,IDAC1,1,B1,188,0,PGAgain,1001052,-8.922,2574,1
2026-09-10T09:10:51.860,204.386,IDAC1,1,B1,188,1,BPo,1001834,6.652,2880,1
2026-09-10T09:10:52.444,204.97,IDAC1,1,B1,188,1,BPo,1001529,0.578,3166,1
2026-09-10T09:10:53.030,205.555,IDAC1,1,B1,188,1,BPo,1000614,-17.645,2975,1
2026-09-10T09:10:53.615,206.141,IDAC1,1,B1,188,2,OPA_SUMo,903720,-1947.357,953,1
2026-09-10T09:10:54.200,206.725,IDAC1,1,B1,188,2,OPA_SUMo,902976,-1962.174,1773,1
2026-09-10T09:10:54.783,207.309,IDAC1,1,B1,188,2,OPA_SUMo,902786,-1965.958,1430,1
2026-09-10T09:10:55.366,207.892,IDAC1,1,B1,188,3,SUMo,903911,-1943.553,1430,1
2026-09-10T09:10:55.950,208.476,IDAC1,1,B1,188,3,SUMo,903606,-1949.628,1449,1
2026-09-10T09:10:56.532,209.058,IDAC1,1,B1,188,3,SUMo,903358,-1954.567,1201,1
2026-09-10T09:10:57.136,209.662,IDAC1,1,B1,188,4,LPo,1106052,2082.226,114,1
2026-09-10T09:10:57.721,210.247,IDAC1,1,B1,188,4,LPo,1106090,2082.983,95,1
2026-09-10T09:10:58.328,210.853,IDAC1,1,B1,188,4,LPo,1106033,2081.848,95,1
2026-09-10T09:11:43.969,256.495,IDAC1,1,B2,188,0,PGAgain,1000766,-14.618,2784,1
2026-09-10T09:11:44.556,257.082,IDAC1,1,B2,188,0,PGAgain,1000232,-25.253,2307,1
2026-09-10T09:11:45.143,257.669,IDAC1,1,B2,188,0,PGAgain,1000061,-28.659,2574,1
2026-09-10T09:11:45.729,258.255,IDAC1,1,B2,188,1,BPo,1000156,-26.767,4081,1
2026-09-10T09:11:46.316,258.842,IDAC1,1,B2,188,1,BPo,1001853,7.03,7076,1
2026-09-10T09:11:46.901,259.427,IDAC1,1,B2,188,1,BPo,1000080,-28.28,3108,1
2026-09-10T09:11:47.488,260.014,IDAC1,1,B2,188,2,OPA_SUMo,909366,-1834.913,1411,1
