timestamp,elapsed_s,phase,idac2,channel,tap,bank_mv,pp_bank_mv,adc_ok,usable
2026-09-09T12:23:06.865,15.751,0,0,2,OPA_SUMo,1100.959,0.839,1,1
2026-09-09T12:23:06.979,15.865,0,0,3,SUMo,1100.158,0.762,1,1
2026-09-09T12:23:07.113,15.999,0,0,4,LPo,732.269,0.152,1,0
2026-09-09T12:23:07.866,16.752,0,0,2,OPA_SUMo,1101.112,0.438,1,1
2026-09-09T12:23:07.979,16.866,0,0,3,SUMo,1100.33,0.514,1,1
2026-09-09T12:23:08.113,16.999,0,0,4,LPo,732.288,0.114,1,0
2026-09-09T12:23:08.866,17.752,0,0,2,OPA_SUMo,1101.264,0.667,1,1
2026-09-09T12:23:08.980,17.866,0,0,3,SUMo,1100.482,0.648,1,1
2026-09-09T12:23:09.114,18.0,0,0,4,LPo,732.173,0.171,1,0
2026-09-09T12:23:09.939,18.825,1,-1,2,OPA_SUMo,1101.131,0.61,1,1
2026-09-09T12:23:10.053,18.939,1,-1,3,SUMo,1100.387,0.61,1,1
2026-09-09T12:23:10.187,19.073,1,-1,4,LPo,732.173,0.152,1,0
2026-09-09T12:23:10.921,19.807,1,-1,2,OPA_SUMo,1101.264,0.419,1,1
2026-09-09T12:23:11.035,19.921,1,-1,3,SUMo,1100.482,0.476,1,1
2026-09-09T12:23:11.168,20.054,1,-1,4,LPo,732.212,0.152,1,0
2026-09-09T12:23:11.940,20.826,1,-1,2,OPA_SUMo,1101.417,0.476,1,1
2026-09-09T12:23:12.053,20.939,1,-1,3,SUMo,1100.616,0.629,1,1
2026-09-09T12:23:12.187,21.073,1,-1,4,LPo,732.192,0.133,1,0
2026-09-09T12:23:12.972,21.858,2,-2,2,OPA_SUMo,1101.303,0.629,1,1
2026-09-09T12:23:13.086,21.972,2,-2,3,SUMo,1100.482,0.4,1,1
2026-09-09T12:23:13.221,22.107,2,-2,4,LPo,732.154,0.152,1,0
2026-09-09T12:23:13.972,22.858,2,-2,2,OPA_SUMo,1101.379,0.61,1,1
2026-09-09T12:23:14.087,22.973,2,-2,3,SUMo,1100.616,0.381,1,1
2026-09-09T12:23:14.221,23.107,2,-2,4,LPo,732.135,0.133,1,0
2026-09-09T12:23:14.972,23.859,2,-2,2,OPA_SUMo,1101.531,1.029,1,1
2026-09-09T12:23:15.086,23.972,2,-2,3,SUMo,1100.635,0.705,1,1
2026-09-09T12:23:15.198,24.084,2,-2,4,LPo,732.173,0.133,1,0
2026-09-09T12:23:16.024,24.91,3,-3,2,OPA_SUMo,1101.341,0.591,1,1
2026-09-09T12:23:16.139,25.025,3,-3,3,SUMo,1100.597,0.476,1,1
2026-09-09T12:23:16.272,25.158,3,-3,4,LPo,732.212,0.114,1,0
2026-09-09T12:23:17.046,25.932,3,-3,2,OPA_SUMo,1101.474,0.591,1,1
2026-09-09T12:23:17.159,26.045,3,-3,3,SUMo,1100.711,0.572,1,1
2026-09-09T12:23:17.293,26.179,3,-3,4,LPo,732.116,0.114,1,0
2026-09-09T12:23:18.024,26.91,3,-3,2,OPA_SUMo,1101.608,0.553,1,1
2026-09-09T12:23:21.576,30.462,3,-3,3,SUMo,1103.134,0.419,1,1
2026-09-09T12:23:21.874,30.76,3,-3,4,LPo,732.212,0.114,1,0
2026-09-09T12:23:22.076,30.962,4,-4,2,OPA_SUMo,1103.744,0.648,1,1
2026-09-09T12:23:22.190,31.076,4,-4,3,SUMo,1102.981,0.572,1,1
2026-09-09T12:23:22.324,31.21,4,-4,4,LPo,732.192,0.19,1,0
2026-09-09T12:23:23.078,31.964,4,-4,2,OPA_SUMo,1103.706,0.686,1,1
2026-09-09T12:23:23.192,32.078,4,-4,3,SUMo,1102.962,1.01,1,1
2026-09-09T12:23:23.325,32.211,4,-4,4,LPo,732.212,0.095,1,0
2026-09-09T12:23:24.077,32.963,4,-4,2,OPA_SUMo,1103.744,0.61,1,1
2026-09-09T12:23:24.191,33.077,4,-4,3,SUMo,1102.924,0.553,1,1
2026-09-09T12:23:24.324,33.21,4,-4,4,LPo,732.192,0.133,1,0
2026-09-09T12:23:25.129,34.015,5,-5,2,OPA_SUMo,1103.496,0.801,1,1
2026-09-09T12:23:25.244,34.13,5,-5,3,SUMo,1102.695,0.743,1,1
2026-09-09T12:23:25.377,34.264,5,-5,4,LPo,732.212,0.152,1,0
2026-09-09T12:23:26.150,35.036,5,-5,2,OPA_SUMo,1103.496,0.953,1,1
2026-09-09T12:23:26.263,35.149,5,-5,3,SUMo,1102.752,0.686,1,1
2026-09-09T12:23:26.397,35.283,5,-5,4,LPo,732.212,0.133,1,0
2026-09-09T12:23:27.130,36.016,5,-5,2,OPA_SUMo,1103.534,0.858,1,1
2026-09-09T12:23:27.244,36.13,5,-5,3,SUMo,1102.771,0.858,1,1
2026-09-09T12:23:27.377,36.263,5,-5,4,LPo,732.192,0.133,1,0
2026-09-09T12:23:30.221,39.107,6,-6,2,OPA_SUMo,1103.019,0.629,1,1
2026-09-09T12:23:30.336,39.222,6,-6,3,SUMo,1102.294,0.572,1,1
2026-09-09T12:23:30.470,39.356,6,-6,4,LPo,732.173,0.171,1,0
2026-09-09T12:23:31.225,40.111,6,-6,2,OPA_SUMo,1103.019,0.762,1,1
2026-09-09T12:23:31.340,40.226,6,-6,3,SUMo,1102.333,0.572,1,1
2026-09-09T12:23:31.474,40.36,6,-6,4,LPo,732.212,0.095,1,0
2026-09-09T12:23:32.223,41.109,6,-6,2,OPA_SUMo,1103.076,0.61,1,1
2026-09-09T12:23:32.338,41.224,6,-6,3,SUMo,1102.333,0.648,1,1
2026-09-09T12:23:32.471,41.357,6,-6,4,LPo,732.192,0.133,1,0
2026-09-09T12:23:33.276,42.162,7,-7,2,OPA_SUMo,1102.867,0.629,1,1
2026-09-09T12:23:33.390,42.276,7,-7,3,SUMo,1102.085,0.801,1,1
2026-09-09T12:23:33.524,42.41,7,-7,4,LPo,732.154,0.095,1,0
