t_s,bloque,idac2,ch,tap,media_banco_uv,pp_banco_uv,real_mv,valido
1730.2,2,-210,0,PGAgain,870761,12245,-2603.8,False
1730.8,2,-210,1,BPo,978775,2670,-452.6,True
1731.5,2,-210,2,OPA_SUMo,1089534,820,1753.3,True
1732.1,2,-210,3,SUMo,1094608,133,1854.3,True
1732.8,2,-210,4,LPo,721473,152,-5576.9,False
1833.5,3,-240,0,PGAgain,870075,11959,-2617.4,False
1834.1,3,-240,1,BPo,979118,4386,-445.8,True
1834.8,3,-240,2,OPA_SUMo,1068630,686,1336.9,True
1835.4,3,-240,3,SUMo,1094627,133,1854.7,True
1836.1,3,-240,4,LPo,721378,171,-5578.8,False
1846.7,3,-240,0,PGAgain,870838,12264,-2602.2,False
1847.4,3,-240,1,BPo,977916,4081,-469.7,True
1848.0,3,-240,2,OPA_SUMo,1069297,858,1350.2,True
1848.7,3,-240,3,SUMo,1094627,95,1854.7,True
1849.3,3,-240,4,LPo,721454,190,-5577.3,False
1860.0,3,-240,0,PGAgain,870151,13828,-2615.9,False
1860.6,3,-240,1,BPo,978927,3604,-449.6,True
1861.3,3,-240,2,OPA_SUMo,1069641,839,1357.1,True
1861.9,3,-240,3,SUMo,1094627,114,1854.7,True
1862.6,3,-240,4,LPo,721473,133,-5576.9,False
1873.2,3,-240,0,PGAgain,870094,12950,-2617.0,False
1873.9,3,-240,1,BPo,978775,4196,-452.6,True
1874.5,3,-240,2,OPA_SUMo,1070117,762,1366.6,True
1875.2,3,-240,3,SUMo,1094665,152,1855.4,True
1875.8,3,-240,4,LPo,721435,133,-5577.7,False
1886.5,3,-240,0,PGAgain,871047,13103,-2598.1,False
1887.1,3,-240,1,BPo,977935,3204,-469.3,True
1887.8,3,-240,2,OPA_SUMo,1070156,724,1367.3,True
1888.4,3,-240,3,SUMo,1094646,133,1855.1,True
1889.1,3,-240,4,LPo,721435,171,-5577.7,False
1899.7,3,-240,0,PGAgain,870532,11425,-2608.3,False
1900.4,3,-240,1,BPo,978107,4367,-465.9,True
1901.0,3,-240,2,OPA_SUMo,1070365,782,1371.5,True
1901.7,3,-240,3,SUMo,1094627,114,1854.7,True
1902.3,3,-240,4,LPo,721454,133,-5577.3,False
1912.9,3,-240,0,PGAgain,869312,11844,-2632.6,False
1913.6,3,-240,1,BPo,978469,3414,-458.7,True
1917.3,3,-240,2,OPA_SUMo,1071796,801,1400.0,True
1918.6,3,-240,3,SUMo,1094646,114,1855.1,True
1919.2,3,-240,4,LPo,721473,171,-5576.9,False
1929.8,3,-240,0,PGAgain,869560,11863,-2627.7,False
1930.5,3,-240,1,BPo,978450,3242,-459.1,True
1931.2,3,-240,2,OPA_SUMo,1071395,667,1392.0,True
1931.8,3,-240,3,SUMo,1094627,133,1854.7,True
1932.5,3,-240,4,LPo,721473,152,-5576.9,False
1943.1,3,-240,0,PGAgain,871257,10623,-2593.9,False
1943.8,3,-240,1,BPo,978546,3433,-457.1,True
1944.4,3,-240,2,OPA_SUMo,1070938,762,1382.9,True
1945.1,3,-240,3,SUMo,1094665,95,1855.4,True
1947.2,3,-240,4,LPo,721464,142,-5577.1,False
1957.8,3,-240,0,PGAgain,870647,12588,-2606.0,False
1958.5,3,-240,1,BPo,978088,3128,-466.3,True
1959.1,3,-240,2,OPA_SUMo,1070690,839,1378.0,True
1959.8,3,-240,3,SUMo,1094627,95,1854.7,True
1960.4,3,-240,4,LPo,721492,133,-5576.6,False
1971.1,3,-240,0,PGAgain,870532,12512,-2608.3,False
1971.7,3,-240,1,BPo,978584,4329,-456.4,True
1972.4,3,-240,2,OPA_SUMo,1070728,743,1378.7,True
1973.0,3,-240,3,SUMo,1094646,114,1855.1,True
1973.7,3,-240,4,LPo,721435,209,-5577.7,False
1987.4,3,-240,0,PGAgain,869064,11653,-2637.6,False
1988.7,3,-240,1,BPo,978507,3166,-457.9,True
1989.3,3,-240,2,OPA_SUMo,1070423,724,1372.6,True
1990.0,3,-240,3,SUMo,1094627,133,1854.7,True
1990.6,3,-240,4,LPo,721416,209,-5578.1,False
2004.3,3,-240,0,PGAgain,870895,11520,-2601.1,False
2005.7,3,-240,1,BPo,978221,4272,-463.6,True
2006.3,3,-240,2,OPA_SUMo,1071109,839,1386.3,True
2007.0,3,-240,3,SUMo,1094665,95,1855.4,True
2007.6,3,-240,4,LPo,721454,190,-5577.3,False
2018.3,3,-240,0,PGAgain,870800,12187,-2603.0,False
2018.9,3,-240,1,BPo,978298,3986,-462.1,True
2019.6,3,-240,2,OPA_SUMo,1070919,801,1382.5,True
2020.2,3,-240,3,SUMo,1094627,152,1854.7,True
2020.9,3,-240,4,LPo,721397,190,-5578.4,False
2031.5,3,-240,0,PGAgain,868530,12645,-2648.2,False
2032.2,3,-240,1,BPo,977878,4463,-470.4,True
2032.8,3,-240,2,OPA_SUMo,1070899,762,1382.1,True
2033.5,3,-240,3,SUMo,1094646,152,1855.1,True
2034.1,3,-240,4,LPo,721492,190,-5576.6,False
2044.8,3,-240,0,PGAgain,870342,12035,-2612.1,False
2045.4,3,-240,1,BPo,978240,3013,-463.2,True
2046.1,3,-240,2,OPA_SUMo,1070747,591,1379.1,True
2046.7,3,-240,3,SUMo,1094665,133,1855.4,True
2047.4,3,-240,4,LPo,721454,152,-5577.3,False
2058.0,3,-240,0,PGAgain,871639,11386,-2586.3,False
2058.7,3,-240,1,BPo,978660,4138,-454.9,True
2059.3,3,-240,2,OPA_SUMo,1070671,648,1377.6,True
2060.0,3,-240,3,SUMo,1094646,152,1855.1,True
2060.6,3,-240,4,LPo,721435,190,-5577.7,False
2071.3,3,-240,0,PGAgain,870780,11920,-2603.4,False
2071.9,3,-240,1,BPo,977821,3528,-471.6,True
2072.6,3,-240,2,OPA_SUMo,1070690,686,1378.0,True
2073.2,3,-240,3,SUMo,1094665,95,1855.4,True
2073.9,3,-240,4,LPo,721473,152,-5576.9,False
2084.5,3,-240,0,PGAgain,870456,12149,-2609.8,False
2085.2,3,-240,1,BPo,977745,3490,-473.1,True
2085.8,3,-240,2,OPA_SUMo,1070594,934,1376.1,True
2086.5,3,-240,3,SUMo,1094684,114,1855.8,True
2087.1,3,-240,4,LPo,721397,114,-5578.4,False
2097.8,3,-240,0,PGAgain,870132,12245,-2616.3,False
2098.4,3,-240,1,BPo,978164,3776,-464.8,True
2099.1,3,-240,2,OPA_SUMo,1070747,877,1379.1,True
2099.7,3,-240,3,SUMo,1094646,95,1855.1,True
2100.4,3,-240,4,LPo,721435,171,-5577.7,False
2111.0,3,-240,0,PGAgain,871219,12359,-2594.6,False
2111.7,3,-240,1,BPo,978260,4444,-462.8,True
2112.3,3,-240,2,OPA_SUMo,1070709,991,1378.3,True
2113.0,3,-240,3,SUMo,1094646,114,1855.1,True
2113.6,3,-240,4,LPo,721416,190,-5578.1,False
2124.3,3,-240,0,PGAgain,871028,11940,-2598.4,False
2124.9,3,-240,1,BPo,978546,4348,-457.1,True
2125.6,3,-240,2,OPA_SUMo,1070613,915,1376.4,True
2126.2,3,-240,3,SUMo,1094627,114,1854.7,True
2126.9,3,-240,4,LPo,721397,152,-5578.4,False
2137.5,3,-240,0,PGAgain,869979,11920,-2619.3,False
2138.2,3,-240,1,BPo,978298,3452,-462.1,True
2138.8,3,-240,2,OPA_SUMo,1070671,762,1377.6,True
2139.5,3,-240,3,SUMo,1094646,114,1855.1,True
2140.1,3,-240,4,LPo,721454,152,-5577.3,False
2150.8,3,-240,0,PGAgain,869522,10299,-2628.4,False
2151.4,3,-240,1,BPo,978469,3433,-458.7,True
2155.0,3,-240,2,OPA_SUMo,1070480,1163,1373.8,True
2156.5,3,-240,3,SUMo,1094665,152,1855.4,True
2157.1,3,-240,4,LPo,721473,152,-5576.9,False
2167.8,3,-240,0,PGAgain,870819,12264,-2602.6,False
2168.4,3,-240,1,BPo,977935,3890,-469.3,True
2169.1,3,-240,2,OPA_SUMo,1071643,476,1396.9,True
2172.8,3,-240,3,SUMo,1094665,114,1855.4,True
2174.1,3,-240,4,LPo,721435,114,-5577.7,False
2184.7,3,-240,0,PGAgain,870647,12931,-2606.0,False
2185.4,3,-240,1,BPo,977993,3585,-468.2,True
2186.0,3,-240,2,OPA_SUMo,1072406,743,1412.1,True
2186.7,3,-240,3,SUMo,1094665,114,1855.4,True
2187.3,3,-240,4,LPo,721492,95,-5576.6,False
2198.0,3,-240,0,PGAgain,871944,11272,-2580.2,False
2198.6,3,-240,1,BPo,978431,2899,-459.4,True
2199.3,3,-240,2,OPA_SUMo,1071624,839,1396.6,True
2199.9,3,-240,3,SUMo,1094627,114,1854.7,True
2200.6,3,-240,4,LPo,721397,171,-5578.4,False
2211.2,3,-240,0,PGAgain,871047,12111,-2598.1,False
2211.9,3,-240,1,BPo,978336,3547,-461.3,True
2212.5,3,-240,2,OPA_SUMo,1071224,839,1388.6,True
2213.2,3,-240,3,SUMo,1094646,95,1855.1,True
2213.8,3,-240,4,LPo,721454,133,-5577.3,False
2224.5,3,-240,0,PGAgain,869789,13980,-2623.1,False
2225.1,3,-240,1,BPo,978336,4177,-461.3,True
2225.8,3,-240,2,OPA_SUMo,1071033,953,1384.8,True
2226.4,3,-240,3,SUMo,1094646,114,1855.1,True
2227.1,3,-240,4,LPo,721435,152,-5577.7,False
2237.7,3,-240,0,PGAgain,870723,13465,-2604.5,False
2239.9,3,-240,1,BPo,978450,3652,-459.1,True
2242.4,3,-240,2,OPA_SUMo,1072054,800,1405.1,True
2243.3,3,-240,3,SUMo,1094627,114,1854.7,True
2244.0,3,-240,4,LPo,721473,114,-5576.9,False
