t_s,bloque,pgaout,idac0,idac1,idac2,idac3,ch,tap,media_banco_uv,pp_banco_uv,real_mv,valido,clavado
133.24,vigilancia,1,0,0,0,0,0,PGAgain,952777,3547,-970.4,True,False
133.89,vigilancia,1,0,0,0,0,1,BPo,988845,3280,-252.0,True,False
134.54,vigilancia,1,0,0,0,0,2,OPA_SUMo,1103649,724,2034.4,True,False
135.18,vigilancia,1,0,0,0,0,3,SUMo,1103324,839,2027.9,True,False
135.81,vigilancia,1,0,0,0,0,4,LPo,732250,171,-5362.3,False,True
139.46,vigilancia,1,0,0,0,0,0,PGAgain,952682,3662,-972.2,True,False
140.11,vigilancia,1,0,0,0,0,1,BPo,988826,3814,-252.4,True,False
140.76,vigilancia,1,0,0,0,0,2,OPA_SUMo,1104202,591,2045.4,True,False
141.41,vigilancia,1,0,0,0,0,3,SUMo,1103687,553,2035.1,True,False
142.05,vigilancia,1,0,0,0,0,4,LPo,732192,171,-5363.5,False,True
145.70,vigilancia,1,0,0,0,0,0,PGAgain,953254,3242,-960.9,True,False
146.35,vigilancia,1,0,0,0,0,1,BPo,988750,3128,-253.9,True,False
147.00,vigilancia,1,0,0,0,0,2,OPA_SUMo,1104354,514,2048.4,True,False
147.65,vigilancia,1,0,0,0,0,3,SUMo,1104011,476,2041.6,True,False
148.30,vigilancia,1,0,0,0,0,4,LPo,732212,190,-5363.1,False,True
151.95,vigilancia,1,0,0,0,0,0,PGAgain,953159,4959,-962.7,True,False
152.60,vigilancia,1,0,0,0,0,1,BPo,988712,3166,-254.7,True,False
153.24,vigilancia,1,0,0,0,0,2,OPA_SUMo,1104679,629,2054.9,True,False
155.37,vigilancia,1,0,0,0,0,3,SUMo,1104164,600,2044.6,True,False
157.89,vigilancia,1,0,0,0,0,4,LPo,732222,209,-5362.9,False,True
161.54,vigilancia,1,0,0,0,0,0,PGAgain,952835,3814,-969.2,True,False
162.19,vigilancia,1,0,0,0,0,1,BPo,988330,3719,-262.3,True,False
162.84,vigilancia,1,0,0,0,0,2,OPA_SUMo,1105976,724,2080.7,True,False
163.50,vigilancia,1,0,0,0,0,3,SUMo,1105251,877,2066.3,True,False
164.15,vigilancia,1,0,0,0,0,4,LPo,732250,171,-5362.3,False,True
170.76,vigilancia,1,0,0,0,0,0,PGAgain,952873,3643,-968.4,True,False
172.19,vigilancia,1,0,0,0,0,1,BPo,988082,4024,-267.2,True,False
172.84,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106491,629,2091.0,False,False
173.49,vigilancia,1,0,0,0,0,3,SUMo,1105747,553,2076.2,True,False
174.14,vigilancia,1,0,0,0,0,4,LPo,732231,190,-5362.7,False,True
177.80,vigilancia,1,0,0,0,0,0,PGAgain,953235,4234,-961.2,True,False
178.45,vigilancia,1,0,0,0,0,1,BPo,988082,4444,-267.2,True,False
179.10,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106414,801,2089.4,False,False
182.82,vigilancia,1,0,0,0,0,3,SUMo,1105823,953,2077.7,True,False
184.11,vigilancia,1,0,0,0,0,4,LPo,732250,171,-5362.3,False,True
187.76,vigilancia,1,0,0,0,0,0,PGAgain,952816,3890,-969.6,True,False
188.41,vigilancia,1,0,0,0,0,1,BPo,987720,4386,-274.4,True,False
189.06,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106643,1049,2094.0,False,False
189.71,vigilancia,1,0,0,0,0,3,SUMo,1105632,839,2073.9,True,False
190.37,vigilancia,1,0,0,0,0,4,LPo,732231,133,-5362.7,False,True
194.02,vigilancia,1,0,0,0,0,0,PGAgain,952568,4043,-974.5,True,False
194.67,vigilancia,1,0,0,0,0,1,BPo,988159,4272,-265.7,True,False
195.32,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106719,896,2095.5,False,False
195.97,vigilancia,1,0,0,0,0,3,SUMo,1105747,801,2076.2,True,False
196.61,vigilancia,1,0,0,0,0,4,LPo,732288,152,-5361.5,False,True
200.26,vigilancia,1,0,0,0,0,0,PGAgain,952606,5092,-973.8,True,False
200.91,vigilancia,1,0,0,0,0,1,BPo,987987,4787,-269.1,True,False
201.56,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106796,591,2097.0,False,False
202.20,vigilancia,1,0,0,0,0,3,SUMo,1105918,534,2079.6,True,False
205.81,vigilancia,1,0,0,0,0,4,LPo,732212,114,-5363.1,False,True
209.46,vigilancia,1,0,0,0,0,0,PGAgain,952625,3986,-973.4,True,False
210.11,vigilancia,1,0,0,0,0,1,BPo,988082,3471,-267.2,True,False
210.76,vigilancia,1,0,0,0,0,2,OPA_SUMo,1105957,1049,2080.3,True,False
211.41,vigilancia,1,0,0,0,0,3,SUMo,1105251,1430,2066.3,True,False
212.06,vigilancia,1,0,0,0,0,4,LPo,732250,171,-5362.3,False,True
215.71,vigilancia,1,0,0,0,0,0,PGAgain,952911,3719,-967.7,True,False
217.85,vigilancia,1,0,0,0,0,1,BPo,988226,3128,-264.4,True,False
220.37,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106500,877,2091.2,False,False
221.29,vigilancia,1,0,0,0,0,3,SUMo,1105651,743,2074.2,True,False
221.94,vigilancia,1,0,0,0,0,4,LPo,732231,152,-5362.7,False,True
225.59,vigilancia,1,0,0,0,0,0,PGAgain,952892,4863,-968.1,True,False
226.24,vigilancia,1,0,0,0,0,1,BPo,988063,3566,-267.6,True,False
226.89,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106700,591,2095.1,False,False
227.55,vigilancia,1,0,0,0,0,3,SUMo,1105861,572,2078.4,True,False
228.18,vigilancia,1,0,0,0,0,4,LPo,732250,152,-5362.3,False,True
231.83,vigilancia,1,0,0,0,0,0,PGAgain,953140,3433,-963.1,True,False
232.48,vigilancia,1,0,0,0,0,1,BPo,988140,3719,-266.1,True,False
233.13,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106243,1125,2086.0,False,False
233.78,vigilancia,1,0,0,0,0,3,SUMo,1105594,991,2073.1,True,False
234.41,vigilancia,1,0,0,0,0,4,LPo,732154,152,-5364.2,False,True
238.06,vigilancia,1,0,0,0,0,0,PGAgain,953044,3166,-965.0,True,False
238.71,vigilancia,1,0,0,0,0,1,BPo,988140,3166,-266.1,True,False
239.36,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106109,820,2083.4,False,False
241.50,vigilancia,1,0,0,0,0,3,SUMo,1105356,1430,2068.4,True,False
244.04,vigilancia,1,0,0,0,0,4,LPo,732192,180,-5363.4,False,True
247.68,vigilancia,1,0,0,0,0,0,PGAgain,953140,3166,-963.1,True,False
248.33,vigilancia,1,0,0,0,0,1,BPo,987701,2956,-274.8,True,False
248.98,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106719,1049,2095.5,False,False
249.63,vigilancia,1,0,0,0,0,3,SUMo,1105785,572,2076.9,True,False
250.28,vigilancia,1,0,0,0,0,4,LPo,732231,190,-5362.7,False,True
255.41,vigilancia,1,0,0,0,0,0,PGAgain,953159,3604,-962.7,True,False
257.93,vigilancia,1,0,0,0,0,1,BPo,987892,3538,-271.0,True,False
258.86,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106967,762,2100.4,False,False
259.51,vigilancia,1,0,0,0,0,3,SUMo,1105957,667,2080.3,True,False
260.16,vigilancia,1,0,0,0,0,4,LPo,732250,133,-5362.3,False,True
263.81,vigilancia,1,0,0,0,0,0,PGAgain,953063,4253,-964.7,True,False
264.46,vigilancia,1,0,0,0,0,1,BPo,987930,3681,-270.3,True,False
265.12,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106586,991,2092.9,False,False
267.25,vigilancia,1,0,0,0,0,3,SUMo,1105632,772,2073.9,True,False
269.79,vigilancia,1,0,0,0,0,4,LPo,732231,152,-5362.7,False,True
273.45,vigilancia,1,0,0,0,0,0,PGAgain,953083,3871,-964.3,True,False
274.10,vigilancia,1,0,0,0,0,1,BPo,987663,3871,-275.6,True,False
274.75,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106872,762,2098.6,False,False
275.40,vigilancia,1,0,0,0,0,3,SUMo,1105899,648,2079.2,True,False
276.03,vigilancia,1,0,0,0,0,4,LPo,732192,190,-5363.5,False,True
281.16,vigilancia,1,0,0,0,0,0,PGAgain,952959,2994,-966.7,True,False
283.69,vigilancia,1,0,0,0,0,1,BPo,987615,5035,-276.5,True,False
284.63,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106967,572,2100.4,False,False
285.28,vigilancia,1,0,0,0,0,3,SUMo,1105976,457,2080.7,True,False
285.93,vigilancia,1,0,0,0,0,4,LPo,732212,152,-5363.1,False,True
289.58,vigilancia,1,0,0,0,0,0,PGAgain,952663,14190,-972.6,True,False
290.23,vigilancia,1,0,0,0,0,1,BPo,987892,9899,-271.0,True,False
290.88,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106662,1049,2094.4,False,False
291.53,vigilancia,1,0,0,0,0,3,SUMo,1105709,953,2075.4,True,False
292.16,vigilancia,1,0,0,0,0,4,LPo,732212,171,-5363.1,False,True
295.81,vigilancia,1,0,0,0,0,0,PGAgain,953140,11577,-963.1,True,False
296.46,vigilancia,1,0,0,0,0,1,BPo,988140,13904,-266.1,True,False
297.11,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106548,1106,2092.1,False,False
297.76,vigilancia,1,0,0,0,0,3,SUMo,1105594,915,2073.1,True,False
298.41,vigilancia,1,0,0,0,0,4,LPo,732212,152,-5363.1,False,True
302.06,vigilancia,1,0,0,0,0,0,PGAgain,953063,11672,-964.7,True,False
302.70,vigilancia,1,0,0,0,0,1,BPo,987854,11463,-271.8,True,False
306.44,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106929,801,2099.7,False,False
307.70,vigilancia,1,0,0,0,0,3,SUMo,1105976,419,2080.7,True,False
308.34,vigilancia,1,0,0,0,0,4,LPo,732212,171,-5363.1,False,True
312.00,vigilancia,1,0,0,0,0,0,PGAgain,952911,11978,-967.7,True,False
312.65,vigilancia,1,0,0,0,0,1,BPo,987892,11901,-271.0,True,False
313.29,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106739,1220,2095.9,False,False
313.94,vigilancia,1,0,0,0,0,3,SUMo,1105823,1068,2077.7,True,False
314.59,vigilancia,1,0,0,0,0,4,LPo,732269,171,-5361.9,False,True
318.24,vigilancia,1,0,0,0,0,0,PGAgain,953197,9326,-962.0,True,False
318.89,vigilancia,1,0,0,0,0,1,BPo,987796,9784,-272.9,True,False
319.54,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106433,1564,2089.8,False,False
320.19,vigilancia,1,0,0,0,0,3,SUMo,1105575,1392,2072.7,True,False
320.82,vigilancia,1,0,0,0,0,4,LPo,732231,190,-5362.7,False,True
324.48,vigilancia,1,0,0,0,0,0,PGAgain,953178,10261,-962.4,True,False
325.13,vigilancia,1,0,0,0,0,1,BPo,987949,10051,-269.9,True,False
325.78,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106472,1316,2090.6,False,False
329.40,vigilancia,1,0,0,0,0,3,SUMo,1105632,1106,2073.9,True,False
330.83,vigilancia,1,0,0,0,0,4,LPo,732326,171,-5360.8,False,True
334.48,vigilancia,1,0,0,0,0,0,PGAgain,953140,10490,-963.1,True,False
335.13,vigilancia,1,0,0,0,0,1,BPo,987663,11100,-275.6,True,False
335.78,vigilancia,1,0,0,0,0,2,OPA_SUMo,1107044,915,2102.0,False,False
336.43,vigilancia,1,0,0,0,0,3,SUMo,1105976,724,2080.7,True,False
337.08,vigilancia,1,0,0,0,0,4,LPo,732269,171,-5361.9,False,True
340.73,vigilancia,1,0,0,0,0,0,PGAgain,953063,10719,-964.7,True,False
341.36,vigilancia,1,0,0,0,0,1,BPo,988044,10204,-268.0,True,False
342.01,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106758,1316,2096.3,False,False
342.66,vigilancia,1,0,0,0,0,3,SUMo,1105747,1068,2076.2,True,False
343.31,vigilancia,1,0,0,0,0,4,LPo,732269,152,-5361.9,False,True
346.96,vigilancia,1,0,0,0,0,0,PGAgain,952796,10910,-970.0,True,False
347.61,vigilancia,1,0,0,0,0,1,BPo,988693,11024,-255.1,True,False
348.26,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106529,1068,2091.7,False,False
348.90,vigilancia,1,0,0,0,0,3,SUMo,1105575,1125,2072.7,True,False
349.55,vigilancia,1,0,0,0,0,4,LPo,732231,171,-5362.7,False,True
353.20,vigilancia,1,0,0,0,0,0,PGAgain,953063,11329,-964.7,True,False
353.85,vigilancia,1,0,0,0,0,1,BPo,987949,9460,-269.9,True,False
354.50,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106472,839,2090.6,False,False
355.15,vigilancia,1,0,0,0,0,3,SUMo,1105651,858,2074.2,True,False
355.81,vigilancia,1,0,0,0,0,4,LPo,732288,209,-5361.5,False,True
359.45,vigilancia,1,0,0,0,0,0,PGAgain,953006,9670,-965.8,True,False
360.11,vigilancia,1,0,0,0,0,1,BPo,988159,8792,-265.7,True,False
360.76,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106529,782,2091.7,False,False
364.49,vigilancia,1,0,0,0,0,3,SUMo,1105976,495,2080.7,True,False
365.75,vigilancia,1,0,0,0,0,4,LPo,732288,190,-5361.5,False,True
369.40,vigilancia,1,0,0,0,0,0,PGAgain,953083,10375,-964.3,True,False
370.05,vigilancia,1,0,0,0,0,1,BPo,987606,8907,-276.7,True,False
370.70,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106643,991,2094.0,False,False
371.34,vigilancia,1,0,0,0,0,3,SUMo,1105690,667,2075.0,True,False
371.99,vigilancia,1,0,0,0,0,4,LPo,732250,190,-5362.3,False,True
375.64,vigilancia,1,0,0,0,0,0,PGAgain,952930,10471,-967.3,True,False
376.29,vigilancia,1,0,0,0,0,1,BPo,988082,9059,-267.2,True,False
376.94,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106529,1010,2091.7,False,False
377.58,vigilancia,1,0,0,0,0,3,SUMo,1105651,762,2074.2,True,False
378.23,vigilancia,1,0,0,0,0,4,LPo,732269,152,-5361.9,False,True
381.88,vigilancia,1,0,0,0,0,0,PGAgain,952835,14114,-969.2,True,False
382.53,vigilancia,1,0,0,0,0,1,BPo,987777,9937,-273.3,True,False
383.18,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106643,858,2094.0,False,False
383.83,vigilancia,1,0,0,0,0,3,SUMo,1105842,534,2078.0,True,False
384.48,vigilancia,1,0,0,0,0,4,LPo,732345,152,-5360.4,False,True
388.13,vigilancia,1,0,0,0,0,0,PGAgain,953197,11196,-962.0,True,False
388.77,vigilancia,1,0,0,0,0,1,BPo,987739,8029,-274.1,True,False
389.42,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106567,877,2092.5,False,False
390.07,vigilancia,1,0,0,0,0,3,SUMo,1105728,591,2075.8,True,False
390.72,vigilancia,1,0,0,0,0,4,LPo,732345,209,-5360.4,False,True
394.37,vigilancia,1,0,0,0,0,0,PGAgain,953025,10204,-965.4,True,False
395.01,vigilancia,1,0,0,0,0,1,BPo,988006,9288,-268.7,True,False
395.66,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106281,1106,2086.8,False,False
399.39,vigilancia,1,0,0,0,0,3,SUMo,1105766,877,2076.5,True,False
400.66,vigilancia,1,0,0,0,0,4,LPo,732326,152,-5360.8,False,True
404.31,vigilancia,1,0,0,0,0,0,PGAgain,953235,11005,-961.2,True,False
404.96,vigilancia,1,0,0,0,0,1,BPo,987701,8697,-274.8,True,False
405.61,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106739,915,2095.9,False,False
406.25,vigilancia,1,0,0,0,0,3,SUMo,1105804,686,2077.3,True,False
406.89,vigilancia,1,0,0,0,0,4,LPo,732326,152,-5360.8,False,True
410.54,vigilancia,1,0,0,0,0,0,PGAgain,952701,10833,-971.9,True,False
411.19,vigilancia,1,0,0,0,0,1,BPo,987777,8544,-273.3,True,False
411.84,vigilancia,1,0,0,0,0,2,OPA_SUMo,1106777,743,2096.7,False,False
412.49,vigilancia,1,0,0,0,0,3,SUMo,1105880,610,2078.8,True,False
413.14,vigilancia,1,0,0,0,0,4,LPo,732345,133,-5360.4,False,True
