timestamp,elapsed_s,actuator,cycle,position,code,channel,tap,bank_uv,physical_error_mv,pp_bank_uv,valid
2026-09-10T08:53:52.070,133.674,IDAC2,1,A1,238,0,PGAgain,1000175,-26.388,2880,1
2026-09-10T08:53:52.656,134.261,IDAC2,1,A1,238,0,PGAgain,1001663,3.246,2632,1
2026-09-10T08:53:53.241,134.846,IDAC2,1,A1,238,0,PGAgain,1000823,-13.483,1945,1
2026-09-10T08:53:53.827,135.432,IDAC2,1,A1,238,1,BPo,994873,-131.981,2689,1
2026-09-10T08:53:54.414,136.018,IDAC2,1,A1,238,1,BPo,995559,-118.319,3337,1
2026-09-10T08:53:55.001,136.605,IDAC2,1,A1,238,1,BPo,996742,-94.759,3700,1
2026-09-10T08:53:55.585,137.19,IDAC2,1,A1,238,2,OPA_SUMo,940437,-1216.112,1125,1
2026-09-10T08:53:56.172,137.777,IDAC2,1,A1,238,2,OPA_SUMo,939979,-1225.234,1010,1
2026-09-10T08:53:56.758,138.362,IDAC2,1,A1,238,2,OPA_SUMo,939598,-1232.822,1068,1
2026-09-10T08:53:57.345,138.949,IDAC2,1,A1,238,3,SUMo,940208,-1220.673,934,1
2026-09-10T08:53:57.932,139.536,IDAC2,1,A1,238,3,SUMo,939693,-1230.93,915,1
2026-09-10T08:53:58.519,140.123,IDAC2,1,A1,238,3,SUMo,939292,-1238.916,1068,1
2026-09-10T08:53:59.123,140.728,IDAC2,1,A1,238,4,LPo,1106090,2082.983,95,1
2026-09-10T08:53:59.710,141.314,IDAC2,1,A1,238,4,LPo,1106090,2082.983,133,1
2026-09-10T08:54:00.297,141.902,IDAC2,1,A1,238,4,LPo,1106090,2082.983,152,1
2026-09-10T08:54:30.953,172.557,IDAC2,1,B1,254,0,PGAgain,1000041,-29.057,1525,1
2026-09-10T08:54:31.539,173.144,IDAC2,1,B1,254,0,PGAgain,1001510,0.199,1487,1
2026-09-10T08:54:32.124,173.729,IDAC2,1,B1,254,0,PGAgain,1000022,-29.435,2346,1
2026-09-10T08:54:32.728,174.332,IDAC2,1,B1,254,1,BPo,995445,-120.59,1602,1
2026-09-10T08:54:33.313,174.918,IDAC2,1,B1,254,1,BPo,996322,-103.123,2098,1
2026-09-10T08:54:33.900,175.505,IDAC2,1,B1,254,1,BPo,997009,-89.441,3204,1
2026-09-10T08:54:34.486,176.091,IDAC2,1,B1,254,2,OPA_SUMo,944461,-1135.972,1316,1
2026-09-10T08:54:35.070,176.675,IDAC2,1,B1,254,2,OPA_SUMo,943965,-1145.85,1182,1
2026-09-10T08:54:35.655,177.26,IDAC2,1,B1,254,2,OPA_SUMo,943775,-1149.634,1106,1
2026-09-10T08:54:36.240,177.845,IDAC2,1,B1,254,3,SUMo,944442,-1136.35,991,1
2026-09-10T08:54:36.845,178.449,IDAC2,1,B1,254,3,SUMo,943794,-1149.255,1029,1
2026-09-10T08:54:37.430,179.035,IDAC2,1,B1,254,3,SUMo,943832,-1148.499,1239,1
2026-09-10T08:54:38.034,179.638,IDAC2,1,B1,254,4,LPo,1106071,2082.605,133,1
2026-09-10T08:54:38.620,180.225,IDAC2,1,B1,254,4,LPo,1106071,2082.605,76,1
2026-09-10T08:54:39.205,180.81,IDAC2,1,B1,254,4,LPo,1106052,2082.226,95,1
2026-09-10T08:55:09.845,211.45,IDAC2,1,B2,254,0,PGAgain,1000423,-21.449,2365,1
2026-09-10T08:55:10.431,212.035,IDAC2,1,B2,254,0,PGAgain,1000518,-19.557,2593,1
2026-09-10T08:55:11.027,212.632,IDAC2,1,B2,254,0,PGAgain,1001052,-8.922,2250,1
2026-09-10T08:55:11.613,213.218,IDAC2,1,B2,254,1,BPo,995712,-115.272,3623,1
2026-09-10T08:55:12.200,213.805,IDAC2,1,B2,254,1,BPo,996570,-98.184,3776,1
2026-09-10T08:55:12.800,214.405,IDAC2,1,B2,254,1,BPo,995674,-116.029,2803,1
2026-09-10T08:55:13.385,214.99,IDAC2,1,B2,254,2,OPA_SUMo,943832,-1148.499,1106,1
2026-09-10T08:55:13.987,215.591,IDAC2,1,B2,254,2,OPA_SUMo,943412,-1156.863,1468,1
2026-09-10T08:55:14.570,216.175,IDAC2,1,B2,254,2,OPA_SUMo,943164,-1161.802,1735,1
2026-09-10T08:55:15.167,216.771,IDAC2,1,B2,254,3,SUMo,943698,-1151.167,1354,1
2026-09-10T08:55:15.750,217.355,IDAC2,1,B2,254,3,SUMo,943470,-1155.708,1182,1
2026-09-10T08:55:16.349,217.954,IDAC2,1,B2,254,3,SUMo,943126,-1162.559,972,1
2026-09-10T08:55:16.956,218.561,IDAC2,1,B2,254,4,LPo,1106128,2083.74,114,1
2026-09-10T08:55:17.563,219.168,IDAC2,1,B2,254,4,LPo,1106128,2083.74,133,1
2026-09-10T08:55:18.150,219.755,IDAC2,1,B2,254,4,LPo,1106109,2083.361,133,1
2026-09-10T08:55:48.804,250.408,IDAC2,1,A2,238,0,PGAgain,1000404,-21.828,2670,1
2026-09-10T08:55:49.403,251.008,IDAC2,1,A2,238,0,PGAgain,1000614,-17.645,2670,1
2026-09-10T08:55:49.988,251.593,IDAC2,1,A2,238,0,PGAgain,1000957,-10.814,2727,1
2026-09-10T08:55:50.575,252.179,IDAC2,1,A2,238,1,BPo,995559,-118.319,3452,1
2026-09-10T08:55:51.162,252.767,IDAC2,1,A2,238,1,BPo,996456,-100.455,4158,1
2026-09-10T08:55:51.747,253.352,IDAC2,1,A2,238,1,BPo,995674,-116.029,3433,1
2026-09-10T08:55:52.333,253.937,IDAC2,1,A2,238,2,OPA_SUMo,936126,-1301.969,1087,1
2026-09-10T08:55:52.933,254.538,IDAC2,1,A2,238,2,OPA_SUMo,935630,-1311.847,1029,1
2026-09-10T08:55:53.518,255.123,IDAC2,1,A2,238,2,OPA_SUMo,934982,-1324.753,1049,1
2026-09-10T08:55:54.122,255.726,IDAC2,1,A2,238,3,SUMo,936069,-1303.104,1411,1
2026-09-10T08:55:54.724,256.328,IDAC2,1,A2,238,3,SUMo,935707,-1310.314,1049,1
2026-09-10T08:55:55.311,256.916,IDAC2,1,A2,238,3,SUMo,935592,-1312.604,1106,1
2026-09-10T08:55:55.916,257.521,IDAC2,1,A2,238,4,LPo,1106109,2083.361,95,1
2026-09-10T08:55:56.503,258.107,IDAC2,1,A2,238,4,LPo,1106071,2082.605,95,1
2026-09-10T08:55:57.089,258.694,IDAC2,1,A2,238,4,LPo,1106109,2083.361,95,1
2026-09-10T08:56:27.731,289.336,IDAC2,2,A1,238,0,PGAgain,1000404,-21.828,1735,1
2026-09-10T08:56:28.318,289.923,IDAC2,2,A1,238,0,PGAgain,1000480,-20.314,2002,1
2026-09-10T08:56:28.921,290.526,IDAC2,2,A1,238,0,PGAgain,1000061,-28.659,1583,1
2026-09-10T08:56:29.506,291.11,IDAC2,2,A1,238,1,BPo,995597,-117.562,3070,1
2026-09-10T08:56:30.092,291.697,IDAC2,2,A1,238,1,BPo,997657,-76.536,3089,1
2026-09-10T08:56:30.675,292.279,IDAC2,2,A1,238,1,BPo,995674,-116.029,1869,1
2026-09-10T08:56:31.262,292.866,IDAC2,2,A1,238,2,OPA_SUMo,935916,-1306.151,2517,1
2026-09-10T08:56:31.848,293.452,IDAC2,2,A1,238,2,OPA_SUMo,935363,-1317.165,1697,1
2026-09-10T08:56:32.434,294.038,IDAC2,2,A1,238,2,OPA_SUMo,934829,-1327.8,1258,1
2026-09-10T08:56:33.020,294.625,IDAC2,2,A1,238,3,SUMo,935916,-1306.151,1029,1
2026-09-10T08:56:33.607,295.212,IDAC2,2,A1,238,3,SUMo,935535,-1313.739,1564,1
2026-09-10T08:56:34.194,295.799,IDAC2,2,A1,238,3,SUMo,935268,-1319.057,1182,1
2026-09-10T08:56:34.797,296.402,IDAC2,2,A1,238,4,LPo,1106128,2083.74,95,1
2026-09-10T08:56:35.385,296.989,IDAC2,2,A1,238,4,LPo,1106090,2082.983,133,1
2026-09-10T08:56:35.990,297.594,IDAC2,2,A1,238,4,LPo,1106128,2083.74,152,1
2026-09-10T08:57:06.629,328.234,IDAC2,2,B1,254,0,PGAgain,1000747,-14.997,2212,1
2026-09-10T08:57:07.217,328.821,IDAC2,2,B1,254,0,PGAgain,1000232,-25.253,2212,1
2026-09-10T08:57:07.803,329.407,IDAC2,2,B1,254,0,PGAgain,1001071,-8.544,2403,1
2026-09-10T08:57:08.389,329.994,IDAC2,2,B1,254,1,BPo,995674,-116.029,3623,1
2026-09-10T08:57:08.976,330.58,IDAC2,2,B1,254,1,BPo,996551,-98.563,4177,1
2026-09-10T08:57:09.563,331.167,IDAC2,2,B1,254,1,BPo,995788,-113.758,3585,1
2026-09-10T08:57:10.150,331.754,IDAC2,2,B1,254,2,OPA_SUMo,943317,-1158.755,1163,1
2026-09-10T08:57:10.736,332.34,IDAC2,2,B1,254,2,OPA_SUMo,942840,-1168.255,1125,1
2026-09-10T08:57:11.323,332.927,IDAC2,2,B1,254,2,OPA_SUMo,942783,-1169.39,1163,1
2026-09-10T08:57:11.910,333.515,IDAC2,2,B1,254,3,SUMo,943241,-1160.269,972,1
2026-09-10T08:57:12.496,334.101,IDAC2,2,B1,254,3,SUMo,943031,-1164.451,1239,1
2026-09-10T08:57:13.084,334.688,IDAC2,2,B1,254,3,SUMo,942764,-1169.769,1106,1
2026-09-10T08:57:13.690,335.295,IDAC2,2,B1,254,4,LPo,1106052,2082.226,114,1
2026-09-10T08:57:14.277,335.881,IDAC2,2,B1,254,4,LPo,1106090,2082.983,152,1
2026-09-10T08:57:14.884,336.489,IDAC2,2,B1,254,4,LPo,1106090,2082.983,133,1
2026-09-10T08:57:45.526,367.131,IDAC2,2,B2,254,0,PGAgain,1000576,-18.402,2307,1
2026-09-10T08:57:46.112,367.717,IDAC2,2,B2,254,0,PGAgain,1000862,-12.706,2536,1
2026-09-10T08:57:46.698,368.303,IDAC2,2,B2,254,0,PGAgain,1000308,-23.74,2422,1
2026-09-10T08:57:47.285,368.89,IDAC2,2,B2,254,1,BPo,995883,-111.866,4386,1
2026-09-10T08:57:47.871,369.476,IDAC2,2,B2,254,1,BPo,997524,-79.185,4310,1
2026-09-10T08:57:48.458,370.063,IDAC2,2,B2,254,1,BPo,995731,-114.894,3623,1
2026-09-10T08:57:49.045,370.65,IDAC2,2,B2,254,2,OPA_SUMo,943374,-1157.62,991,1
2026-09-10T08:57:49.632,371.237,IDAC2,2,B2,254,2,OPA_SUMo,942955,-1165.965,1068,1
2026-09-10T08:57:50.218,371.823,IDAC2,2,B2,254,2,OPA_SUMo,942802,-1169.012,1106,1
2026-09-10T08:57:50.804,372.409,IDAC2,2,B2,254,3,SUMo,943241,-1160.269,1564,1
2026-09-10T08:57:51.391,372.996,IDAC2,2,B2,254,3,SUMo,942974,-1165.586,1049,1
2026-09-10T08:57:51.978,373.583,IDAC2,2,B2,254,3,SUMo,942630,-1172.437,972,1
2026-09-10T08:57:52.584,374.189,IDAC2,2,B2,254,4,LPo,1106109,2083.361,114,1
2026-09-10T08:57:53.170,374.775,IDAC2,2,B2,254,4,LPo,1106071,2082.605,133,1
2026-09-10T08:57:53.757,375.362,IDAC2,2,B2,254,4,LPo,1106090,2082.983,114,1
2026-09-10T08:58:24.398,406.003,IDAC2,2,A2,238,0,PGAgain,1000518,-19.557,1850,1
2026-09-10T08:58:24.983,406.588,IDAC2,2,A2,238,0,PGAgain,1000919,-11.571,1945,1
2026-09-10T08:58:25.569,407.174,IDAC2,2,A2,238,0,PGAgain,1001815,6.273,2098,1
2026-09-10T08:58:26.156,407.76,IDAC2,2,A2,238,1,BPo,995979,-109.955,2365,1
2026-09-10T08:58:26.740,408.344,IDAC2,2,A2,238,1,BPo,996170,-106.151,3108,1
2026-09-10T08:58:27.327,408.931,IDAC2,2,A2,238,1,BPo,995635,-116.806,2727,1
