timestamp,elapsed_s,cycle,index,idac3,channel,tap,bank_uv,physical_v,pp_bank_uv,adc_ok
2026-09-10T08:38:25.027,124.44,2,3,128,3,SUMo,941085,1.20887,1373,1
2026-09-10T08:38:25.633,125.046,2,3,128,4,LPo,1106090,4.49506,133,1
2026-09-10T08:38:31.291,130.704,2,4,83,2,OPA_SUMo,940914,1.20546,934,1
2026-09-10T08:38:31.877,131.29,2,4,83,3,SUMo,941333,1.21381,896,1
2026-09-10T08:38:32.463,131.876,2,4,83,4,LPo,1106128,4.49581,114,1
2026-09-10T08:38:38.105,137.517,2,5,0,2,OPA_SUMo,941219,1.21154,1220,1
2026-09-10T08:38:38.690,138.102,2,5,0,3,SUMo,942058,1.22824,877,1
2026-09-10T08:38:39.297,138.71,2,5,0,4,LPo,1106109,4.49544,114,1
2026-09-10T08:38:44.937,144.349,2,6,-128,2,OPA_SUMo,937252,1.13253,1277,1
2026-09-10T08:38:45.524,144.936,2,6,-128,3,SUMo,937004,1.12759,1907,1
2026-09-10T08:38:46.110,145.523,2,6,-128,4,LPo,730991,-2.9753,95,1
2026-09-10T08:38:51.752,151.164,2,7,-255,2,OPA_SUMo,930652,1.00109,1544,1
2026-09-10T08:38:52.339,151.751,2,7,-255,3,SUMo,930557,0.99919,1087,1
2026-09-10T08:38:52.945,152.357,2,7,-255,4,LPo,730895,-2.97721,171,1
2026-09-10T08:38:58.601,158.014,2,8,-128,2,OPA_SUMo,925312,0.89474,1277,1
2026-09-10T08:38:59.187,158.6,2,8,-128,3,SUMo,925121,0.89093,915,1
2026-09-10T08:38:59.795,159.207,2,8,-128,4,LPo,731010,-2.97492,152,1
2026-09-10T08:39:05.436,164.848,2,9,0,2,OPA_SUMo,920886,0.80659,1411,1
2026-09-10T08:39:06.022,165.435,2,9,0,3,SUMo,920562,0.80014,1392,1
2026-09-10T08:39:06.625,166.038,2,9,0,4,LPo,731067,-2.97379,133,1
2026-09-10T08:39:16.173,175.586,2,10,83,2,OPA_SUMo,925922,0.90688,1068,1
2026-09-10T08:39:18.904,178.316,2,10,83,3,SUMo,927238,0.93309,1392,1
2026-09-10T08:39:19.490,178.903,2,10,83,4,LPo,1106071,4.49468,114,1
