timestamp,elapsed_s,cycle,index,idac3,channel,tap,bank_uv,physical_v,pp_bank_uv,adc_ok
2026-09-10T08:36:48.818,28.231,1,0,83,2,OPA_SUMo,945510,1.29699,1201,1
2026-09-10T08:36:49.405,28.818,1,0,83,3,SUMo,946121,1.30916,1125,1
2026-09-10T08:36:50.012,29.424,1,0,83,4,LPo,1106109,4.49544,114,1
2026-09-10T08:36:55.653,35.066,1,1,0,2,OPA_SUMo,945167,1.29016,839,1
2026-09-10T08:36:56.240,35.652,1,1,0,3,SUMo,945835,1.30347,534,1
2026-09-10T08:36:56.847,36.259,1,1,0,4,LPo,1106090,4.49506,57,1
2026-09-10T08:37:02.487,41.899,1,2,-128,2,OPA_SUMo,940895,1.20508,915,1
2026-09-10T08:37:03.073,42.486,1,2,-128,3,SUMo,940189,1.19102,1163,1
2026-09-10T08:37:03.660,43.073,1,2,-128,4,LPo,730934,-2.97644,171,1
2026-09-10T08:37:09.302,48.714,1,3,-255,2,OPA_SUMo,933742,1.06263,782,1
2026-09-10T08:37:09.889,49.301,1,3,-255,3,SUMo,933361,1.05504,1430,1
2026-09-10T08:37:10.496,49.908,1,3,-255,4,LPo,730972,-2.97568,171,1
2026-09-10T08:37:16.136,55.549,1,4,-128,2,OPA_SUMo,927734,0.94297,1316,1
2026-09-10T08:37:16.722,56.135,1,4,-128,3,SUMo,927505,0.93841,1888,1
2026-09-10T08:37:17.309,56.722,1,4,-128,4,LPo,730953,-2.97606,190,1
2026-09-10T08:37:22.950,62.362,1,5,0,2,OPA_SUMo,922679,0.8423,1602,1
2026-09-10T08:37:23.537,62.949,1,5,0,3,SUMo,922718,0.84307,1487,1
2026-09-10T08:37:24.124,63.536,1,5,0,4,LPo,731048,-2.97417,133,1
2026-09-10T08:37:29.765,69.178,1,6,83,2,OPA_SUMo,924453,0.87763,1373,1
2026-09-10T08:37:30.352,69.765,1,6,83,3,SUMo,925827,0.90499,839,1
2026-09-10T08:37:30.939,70.352,1,6,83,4,LPo,1106052,4.4943,95,1
2026-09-10T08:37:36.581,75.993,1,7,128,2,OPA_SUMo,928649,0.96119,1068,1
2026-09-10T08:37:37.168,76.58,1,7,128,3,SUMo,930042,0.98894,1201,1
2026-09-10T08:37:37.774,77.186,1,7,128,4,LPo,1106052,4.4943,114,1
2026-09-10T08:37:43.415,82.828,1,8,255,2,OPA_SUMo,931663,1.02122,1392,1
2026-09-10T08:37:44.001,83.414,1,8,255,3,SUMo,932826,1.04438,2021,1
2026-09-10T08:37:44.608,84.02,1,8,255,4,LPo,1106090,4.49506,95,1
2026-09-10T08:37:50.250,89.662,1,9,128,2,OPA_SUMo,934200,1.07175,1049,1
2026-09-10T08:37:50.836,90.248,1,9,128,3,SUMo,935115,1.08997,1277,1
2026-09-10T08:37:51.443,90.856,1,9,128,4,LPo,1106090,4.49506,95,1
2026-09-10T08:37:57.103,96.515,1,10,83,2,OPA_SUMo,936031,1.10821,1220,1
2026-09-10T08:37:57.690,97.102,1,10,83,3,SUMo,936965,1.12681,1602,1
2026-09-10T08:37:58.297,97.71,1,10,83,4,LPo,1106090,4.49506,95,1
2026-09-10T08:38:03.949,103.361,2,0,83,2,OPA_SUMo,937576,1.13898,1239,1
2026-09-10T08:38:04.553,103.965,2,0,83,3,SUMo,938472,1.15683,1220,1
2026-09-10T08:38:05.138,104.551,2,0,83,4,LPo,1106109,4.49544,95,1
2026-09-10T08:38:10.779,110.192,2,1,128,2,OPA_SUMo,938720,1.16177,1239,1
2026-09-10T08:38:11.365,110.778,2,1,128,3,SUMo,939559,1.17848,1506,1
2026-09-10T08:38:11.973,111.385,2,1,128,4,LPo,1106071,4.49468,95,1
2026-09-10T08:38:17.613,117.025,2,2,255,2,OPA_SUMo,939540,1.1781,1850,1
2026-09-10T08:38:18.200,117.612,2,2,255,3,SUMo,940551,1.19823,1144,1
2026-09-10T08:38:18.785,118.198,2,2,255,4,LPo,1106014,4.49354,114,1
2026-09-10T08:38:24.444,123.856,2,3,128,2,OPA_SUMo,940418,1.19558,1087,1
