t_s,bloque,idac2,ch,tap,media_banco_uv,pp_banco_uv,real_mv,valido
1717.7,2,-120,4,LPo,721454,171,-5577.3,False
1728.4,2,-120,0,PGAgain,870285,12283,-2613.2,False
1729.0,2,-120,1,BPo,977916,3280,-469.7,True
1729.7,2,-120,2,OPA_SUMo,1096096,95,1883.9,True
1730.3,2,-120,3,SUMo,1094684,133,1855.8,True
1731.0,2,-120,4,LPo,721435,209,-5577.7,False
1741.6,2,-120,0,PGAgain,871334,13294,-2592.3,False
1742.3,2,-120,1,BPo,978164,4940,-464.8,True
1742.9,2,-120,2,OPA_SUMo,1096096,114,1883.9,True
1745.1,2,-120,3,SUMo,1094694,124,1856.0,True
1747.6,2,-120,4,LPo,721444,200,-5577.5,False
1758.3,2,-120,0,PGAgain,870704,13828,-2604.9,False
1758.9,2,-120,1,BPo,977630,3547,-475.4,True
1759.5,2,-120,2,OPA_SUMo,1096115,95,1884.3,True
1760.2,2,-120,3,SUMo,1094703,95,1856.2,True
1763.8,2,-120,4,LPo,721530,95,-5575.8,False
1774.5,2,-120,0,PGAgain,870933,11272,-2600.3,False
1775.1,2,-120,1,BPo,977802,2880,-472.0,True
1775.8,2,-120,2,OPA_SUMo,1096115,114,1884.3,True
1776.4,2,-120,3,SUMo,1094722,95,1856.6,True
1777.1,2,-120,4,LPo,721435,152,-5577.7,False
1787.7,2,-120,0,PGAgain,870075,11978,-2617.4,False
1788.4,2,-120,1,BPo,978736,3890,-453.4,True
1789.0,2,-120,2,OPA_SUMo,1096134,76,1884.7,True
1789.7,2,-120,3,SUMo,1094722,114,1856.6,True
1790.3,2,-120,4,LPo,721397,133,-5578.4,False
1801.0,2,-120,0,PGAgain,872116,13294,-2576.8,False
1801.6,2,-120,1,BPo,978298,2994,-462.1,True
1802.3,2,-120,2,OPA_SUMo,1096096,114,1883.9,True
1802.9,2,-120,3,SUMo,1094684,114,1855.8,True
1803.6,2,-120,4,LPo,721378,152,-5578.8,False
1814.2,2,-120,0,PGAgain,870914,12569,-2600.7,False
1818.0,2,-120,1,BPo,977573,4043,-476.5,True
1819.2,2,-120,2,OPA_SUMo,1096096,152,1883.9,True
1819.8,2,-120,3,SUMo,1094703,114,1856.2,True
1820.5,2,-120,4,LPo,721492,152,-5576.6,False
1831.1,2,-120,0,PGAgain,871276,14572,-2593.5,False
1831.8,2,-120,1,BPo,977973,3490,-468.6,True
1832.4,2,-120,2,OPA_SUMo,1096134,114,1884.7,True
1833.1,2,-120,3,SUMo,1094684,133,1855.8,True
1833.7,2,-120,4,LPo,721416,133,-5578.1,False
1844.4,2,-120,0,PGAgain,871200,12378,-2595.0,False
1845.0,2,-120,1,BPo,977611,3795,-475.8,True
1845.7,2,-120,2,OPA_SUMo,1096115,114,1884.3,True
1847.8,2,-120,3,SUMo,1094750,104,1857.1,True
1850.4,2,-120,4,LPo,721435,152,-5577.7,False
1861.0,2,-120,0,PGAgain,871982,13008,-2579.4,False
1861.7,2,-120,1,BPo,977916,3871,-469.7,True
1862.3,2,-120,2,OPA_SUMo,1096115,95,1884.3,True
1863.0,2,-120,3,SUMo,1094703,114,1856.2,True
1863.6,2,-120,4,LPo,721416,133,-5578.1,False
1874.3,2,-120,0,PGAgain,870742,13313,-2604.1,False
1874.9,2,-120,1,BPo,977840,2975,-471.2,True
1875.6,2,-120,2,OPA_SUMo,1096153,114,1885.1,True
1876.2,2,-120,3,SUMo,1094722,95,1856.6,True
1876.9,2,-120,4,LPo,721473,114,-5576.9,False
1887.5,2,-120,0,PGAgain,871315,11844,-2592.7,False
1888.2,2,-120,1,BPo,977973,3681,-468.6,True
1888.8,2,-120,2,OPA_SUMo,1096096,95,1883.9,True
1889.5,2,-120,3,SUMo,1094722,114,1856.6,True
1890.1,2,-120,4,LPo,721454,133,-5577.3,False
1903.8,2,-120,0,PGAgain,869693,14972,-2625.0,False
1905.2,2,-120,1,BPo,978164,3108,-464.8,True
1905.8,2,-120,2,OPA_SUMo,1096076,133,1883.5,True
1906.5,2,-120,3,SUMo,1094684,133,1855.8,True
1907.1,2,-120,4,LPo,721454,171,-5577.3,False
1917.8,2,-120,0,PGAgain,870475,12931,-2609.5,False
1918.4,2,-120,1,BPo,978260,4444,-462.8,True
1919.1,2,-120,2,OPA_SUMo,1096076,114,1883.5,True
1919.7,2,-120,3,SUMo,1094703,152,1856.2,True
1920.4,2,-120,4,LPo,721397,152,-5578.4,False
1931.0,2,-120,0,PGAgain,871238,11386,-2594.3,False
1931.7,2,-120,1,BPo,978069,3948,-466.6,True
1933.8,2,-120,2,OPA_SUMo,1096106,104,1884.1,True
1936.4,2,-120,3,SUMo,1094712,104,1856.4,True
1937.3,2,-120,4,LPo,721435,171,-5577.7,False
1947.9,2,-120,0,PGAgain,871486,13027,-2589.3,False
1948.6,2,-120,1,BPo,978202,3833,-464.0,True
1949.2,2,-120,2,OPA_SUMo,1096076,114,1883.5,True
1949.9,2,-120,3,SUMo,1094722,95,1856.6,True
1950.5,2,-120,4,LPo,721321,209,-5580.0,False
1961.2,2,-120,0,PGAgain,871238,13980,-2594.3,False
1961.9,2,-120,1,BPo,977516,3452,-477.7,True
1962.5,2,-120,2,OPA_SUMo,1096115,114,1884.3,True
1963.2,2,-120,3,SUMo,1094722,133,1856.6,True
1963.8,2,-120,4,LPo,721492,228,-5576.6,False
1974.5,2,-120,0,PGAgain,869522,12035,-2628.4,False
1975.1,2,-120,1,BPo,978164,3890,-464.8,True
1975.8,2,-120,2,OPA_SUMo,1096076,133,1883.5,True
1976.4,2,-120,3,SUMo,1094703,114,1856.2,True
1977.1,2,-120,4,LPo,721492,171,-5576.6,False
1987.7,2,-120,0,PGAgain,871105,12722,-2596.9,False
1988.4,2,-120,1,BPo,978412,4997,-459.8,True
1989.0,2,-120,2,OPA_SUMo,1096115,114,1884.3,True
1989.7,2,-120,3,SUMo,1094684,133,1855.8,True
1990.3,2,-120,4,LPo,721435,228,-5577.7,False
2001.0,2,-120,0,PGAgain,871677,12245,-2585.5,False
2003.1,2,-120,1,BPo,978804,2756,-452.0,True
2005.6,2,-120,2,OPA_SUMo,1096086,124,1883.7,True
2006.6,2,-120,3,SUMo,1094722,114,1856.6,True
2007.2,2,-120,4,LPo,721473,152,-5576.9,False
2017.9,2,-120,0,PGAgain,871601,12531,-2587.0,False
2018.5,2,-120,1,BPo,978164,2593,-464.8,True
2022.2,2,-120,2,OPA_SUMo,1096096,95,1883.9,True
2023.5,2,-120,3,SUMo,1094703,133,1856.2,True
2024.2,2,-120,4,LPo,721473,133,-5576.9,False
2034.8,2,-120,0,PGAgain,872421,15411,-2570.7,False
2035.4,2,-120,1,BPo,978336,5054,-461.3,True
2036.1,2,-120,2,OPA_SUMo,1096115,133,1884.3,True
2039.8,2,-120,3,SUMo,1094665,95,1855.4,True
2041.1,2,-120,4,LPo,721435,152,-5577.7,False
2051.7,2,-120,0,PGAgain,872325,13103,-2572.6,False
2052.4,2,-120,1,BPo,977745,3929,-473.1,True
2053.0,2,-120,2,OPA_SUMo,1096096,114,1883.9,True
2053.7,2,-120,3,SUMo,1094703,133,1856.2,True
2054.3,2,-120,4,LPo,721416,209,-5578.1,False
2065.0,2,-120,0,PGAgain,871734,13008,-2584.4,False
2065.6,2,-120,1,BPo,978069,4215,-466.6,True
2066.3,2,-120,2,OPA_SUMo,1096115,95,1884.3,True
2066.9,2,-120,3,SUMo,1094703,95,1856.2,True
2067.6,2,-120,4,LPo,721473,133,-5576.9,False
2078.2,2,-120,0,PGAgain,870780,13618,-2603.4,False
2078.9,2,-120,1,BPo,977611,3929,-475.8,True
2079.5,2,-120,2,OPA_SUMo,1096115,114,1884.3,True
2080.2,2,-120,3,SUMo,1094703,95,1856.2,True
2080.8,2,-120,4,LPo,721416,133,-5578.1,False
2091.5,2,-120,0,PGAgain,869655,12931,-2625.8,False
2092.1,2,-120,1,BPo,978298,2994,-462.1,True
2092.8,2,-120,2,OPA_SUMo,1096134,114,1884.7,True
2093.4,2,-120,3,SUMo,1094703,95,1856.2,True
2094.1,2,-120,4,LPo,721473,114,-5576.9,False
2104.7,2,-120,0,PGAgain,872249,12474,-2574.1,False
2105.4,2,-120,1,BPo,978469,4024,-458.7,True
2109.1,2,-120,2,OPA_SUMo,1096115,171,1884.3,True
2110.4,2,-120,3,SUMo,1094703,95,1856.2,True
2111.0,2,-120,4,LPo,721416,133,-5578.1,False
2121.7,2,-120,0,PGAgain,872058,12340,-2577.9,False
2122.3,2,-120,1,BPo,978240,3147,-463.2,True
2124.5,2,-120,2,OPA_SUMo,1096096,104,1883.9,True
2127.0,2,-120,3,SUMo,1094722,104,1856.6,True
2127.9,2,-120,4,LPo,721435,152,-5577.7,False
2138.6,2,-120,0,PGAgain,871486,11882,-2589.3,False
2139.2,2,-120,1,BPo,977802,2555,-472.0,True
2139.9,2,-120,2,OPA_SUMo,1096076,114,1883.5,True
2143.6,2,-120,3,SUMo,1094684,95,1855.8,True
2144.9,2,-120,4,LPo,721454,152,-5577.3,False
2155.5,2,-120,0,PGAgain,870819,11825,-2602.6,False
2156.2,2,-120,1,BPo,977840,3757,-471.2,True
2156.8,2,-120,2,OPA_SUMo,1096096,95,1883.9,True
2157.5,2,-120,3,SUMo,1094684,95,1855.8,True
2158.1,2,-120,4,LPo,721473,114,-5576.9,False
2168.8,2,-120,0,PGAgain,871315,13198,-2592.7,False
2169.4,2,-120,1,BPo,977573,3700,-476.5,True
2170.1,2,-120,2,OPA_SUMo,1096115,95,1884.3,True
2170.7,2,-120,3,SUMo,1094703,95,1856.2,True
2171.4,2,-120,4,LPo,721435,114,-5577.7,False
2182.0,2,-120,0,PGAgain,871295,12645,-2593.1,False
2182.7,2,-120,1,BPo,978183,3776,-464.4,True
2183.3,2,-120,2,OPA_SUMo,1096134,133,1884.7,True
2184.0,2,-120,3,SUMo,1094741,95,1857.0,True
2184.6,2,-120,4,LPo,721416,133,-5578.1,False
2195.3,2,-120,0,PGAgain,870971,13122,-2599.6,False
2195.9,2,-120,1,BPo,978279,3948,-462.5,True
2196.6,2,-120,2,OPA_SUMo,1096096,114,1883.9,True
2197.2,2,-120,3,SUMo,1094722,95,1856.6,True
2197.9,2,-120,4,LPo,721416,209,-5578.1,False
2208.5,2,-120,0,PGAgain,872077,12931,-2577.5,False
2209.2,2,-120,1,BPo,978679,3719,-454.5,True
2209.9,2,-120,2,OPA_SUMo,1096115,133,1884.3,True
2210.5,2,-120,3,SUMo,1094722,133,1856.6,True
2211.2,2,-120,4,LPo,721492,133,-5576.6,False
2221.8,2,-120,0,PGAgain,871448,13790,-2590.1,False
2222.5,2,-120,1,BPo,978164,3776,-464.8,True
2223.1,2,-120,2,OPA_SUMo,1096115,152,1884.3,True
2223.8,2,-120,3,SUMo,1094684,114,1855.8,True
2227.5,2,-120,4,LPo,721511,152,-5576.2,False
2238.1,2,-120,0,PGAgain,870761,13809,-2603.8,False
2238.8,2,-120,1,BPo,978393,2441,-460.2,True
2239.4,2,-120,2,OPA_SUMo,1096115,95,1884.3,True
2240.1,2,-120,3,SUMo,1094703,95,1856.2,True
2242.2,2,-120,4,LPo,721464,142,-5577.1,False
2252.9,2,-120,0,PGAgain,871009,11215,-2598.8,False
2253.5,2,-120,1,BPo,978202,3299,-464.0,True
2254.2,2,-120,2,OPA_SUMo,1096115,133,1884.3,True
2254.8,2,-120,3,SUMo,1094703,133,1856.2,True
2255.5,2,-120,4,LPo,721454,209,-5577.3,False
2356.2,3,-240,0,PGAgain,869865,12779,-2621.6,False
2356.8,3,-240,1,BPo,979366,3356,-440.8,True
2357.5,3,-240,2,OPA_SUMo,1068477,610,1333.9,True
2358.1,3,-240,3,SUMo,1094684,95,1855.8,True
2358.8,3,-240,4,LPo,721454,95,-5577.3,False
2369.4,3,-240,0,PGAgain,870685,12645,-2605.3,False
2370.1,3,-240,1,BPo,978927,3414,-449.6,True
2370.7,3,-240,2,OPA_SUMo,1069297,724,1350.2,True
2371.4,3,-240,3,SUMo,1094703,76,1856.2,True
2372.0,3,-240,4,LPo,721492,133,-5576.6,False
2382.7,3,-240,0,PGAgain,870418,12474,-2610.6,False
2383.3,3,-240,1,BPo,978221,3738,-463.6,True
2384.0,3,-240,2,OPA_SUMo,1069774,743,1359.7,True
2386.1,3,-240,3,SUMo,1094712,95,1856.4,True
2388.6,3,-240,4,LPo,721444,152,-5577.5,False
2399.3,3,-240,0,PGAgain,871410,11310,-2590.8,False
2399.9,3,-240,1,BPo,978336,4138,-461.3,True
2400.6,3,-240,2,OPA_SUMo,1071567,572,1395.4,True
2401.2,3,-240,3,SUMo,1094703,114,1856.2,True
2404.8,3,-240,4,LPo,721492,133,-5576.6,False
2415.5,3,-240,0,PGAgain,870609,13122,-2606.8,False
2416.1,3,-240,1,BPo,978317,3814,-461.7,True
2416.8,3,-240,2,OPA_SUMo,1070861,972,1381.4,True
2417.4,3,-240,3,SUMo,1094684,114,1855.8,True
2418.1,3,-240,4,LPo,721473,133,-5576.9,False
2428.7,3,-240,0,PGAgain,870933,11920,-2600.3,False
2429.4,3,-240,1,BPo,978412,4539,-459.8,True
2430.0,3,-240,2,OPA_SUMo,1070594,724,1376.1,True
2430.7,3,-240,3,SUMo,1094684,133,1855.8,True
2431.3,3,-240,4,LPo,721435,152,-5577.7,False
2442.0,3,-240,0,PGAgain,870494,13351,-2609.1,False
2442.6,3,-240,1,BPo,978393,4463,-460.2,True
2443.3,3,-240,2,OPA_SUMo,1070880,858,1381.8,True
2443.9,3,-240,3,SUMo,1094703,114,1856.2,True
2444.6,3,-240,4,LPo,721435,190,-5577.7,False
2455.2,3,-240,0,PGAgain,871124,12722,-2596.5,False
2458.8,3,-240,1,BPo,978412,3719,-459.8,True
2460.3,3,-240,2,OPA_SUMo,1072292,629,1409.9,True
2460.9,3,-240,3,SUMo,1094703,95,1856.2,True
2461.6,3,-240,4,LPo,721473,152,-5576.9,False
2472.2,3,-240,0,PGAgain,870056,12130,-2617.8,False
2475.8,3,-240,1,BPo,978298,3890,-462.1,True
2477.3,3,-240,2,OPA_SUMo,1072940,743,1422.8,True
2477.9,3,-240,3,SUMo,1094684,114,1855.8,True
2478.6,3,-240,4,LPo,721454,152,-5577.3,False
2489.2,3,-240,0,PGAgain,871429,14743,-2590.5,False
2489.9,3,-240,1,BPo,978221,3623,-463.6,True
2493.6,3,-240,2,OPA_SUMo,1073131,534,1426.6,True
2494.8,3,-240,3,SUMo,1094703,95,1856.2,True
2495.5,3,-240,4,LPo,721435,152,-5577.7,False
2506.1,3,-240,0,PGAgain,869827,12874,-2622.4,False
2506.8,3,-240,1,BPo,978279,2708,-462.5,True
2510.4,3,-240,2,OPA_SUMo,1072387,877,1411.8,True
2511.8,3,-240,3,SUMo,1094703,114,1856.2,True
2512.5,3,-240,4,LPo,721473,171,-5576.9,False
2523.1,3,-240,0,PGAgain,871696,11482,-2585.1,False
2523.8,3,-240,1,BPo,977649,3585,-475.0,True
2524.4,3,-240,2,OPA_SUMo,1072864,438,1421.3,True
2525.1,3,-240,3,SUMo,1094684,95,1855.8,True
2525.7,3,-240,4,LPo,721492,133,-5576.6,False
2536.4,3,-240,0,PGAgain,870838,11825,-2602.2,False
2537.0,3,-240,1,BPo,978069,4329,-466.6,True
2537.7,3,-240,2,OPA_SUMo,1072082,801,1405.7,True
2538.3,3,-240,3,SUMo,1094703,114,1856.2,True
2539.0,3,-240,4,LPo,721454,152,-5577.3,False
2549.6,3,-240,0,PGAgain,870075,13484,-2617.4,False
2550.3,3,-240,1,BPo,977859,4310,-470.8,True
2550.9,3,-240,2,OPA_SUMo,1071701,686,1398.1,True
2551.6,3,-240,3,SUMo,1094684,95,1855.8,True
2552.2,3,-240,4,LPo,721454,152,-5577.3,False
2562.9,3,-240,0,PGAgain,870227,11940,-2614.4,False
2563.5,3,-240,1,BPo,978298,4501,-462.1,True
2564.2,3,-240,2,OPA_SUMo,1071472,877,1393.5,True
2564.8,3,-240,3,SUMo,1094722,114,1856.6,True
2565.5,3,-240,4,LPo,721435,209,-5577.7,False
2576.1,3,-240,0,PGAgain,870132,12645,-2616.3,False
2576.8,3,-240,1,BPo,978183,4367,-464.4,True
2577.4,3,-240,2,OPA_SUMo,1071262,629,1389.4,True
2578.1,3,-240,3,SUMo,1094684,114,1855.8,True
2578.7,3,-240,4,LPo,721473,152,-5576.9,False
2589.4,3,-240,0,PGAgain,870723,13618,-2604.5,False
2590.0,3,-240,1,BPo,978031,4367,-467.4,True
2590.7,3,-240,2,OPA_SUMo,1071166,686,1387.4,True
2591.3,3,-240,3,SUMo,1094722,114,1856.6,True
2592.0,3,-240,4,LPo,721492,171,-5576.6,False
2602.6,3,-240,0,PGAgain,869941,12340,-2620.1,False
2603.3,3,-240,1,BPo,977725,3452,-473.5,True
2603.9,3,-240,2,OPA_SUMo,1071052,820,1385.2,True
2604.6,3,-240,3,SUMo,1094684,114,1855.8,True
2605.2,3,-240,4,LPo,721473,171,-5576.9,False
2615.9,3,-240,0,PGAgain,869693,12130,-2625.0,False
2616.5,3,-240,1,BPo,978527,3528,-457.5,True
2617.2,3,-240,2,OPA_SUMo,1071052,629,1385.2,True
2617.8,3,-240,3,SUMo,1094722,114,1856.6,True
2618.4,3,-240,4,LPo,721511,152,-5576.2,False
2629.1,3,-240,0,PGAgain,871582,12931,-2587.4,False
2629.7,3,-240,1,BPo,979480,3890,-438.5,True
2630.4,3,-240,2,OPA_SUMo,1070957,648,1383.3,True
2631.0,3,-240,3,SUMo,1094703,76,1856.2,True
2631.7,3,-240,4,LPo,721492,152,-5576.6,False
2642.3,3,-240,0,PGAgain,870532,11768,-2608.3,False
2643.0,3,-240,1,BPo,978279,3433,-462.5,True
2643.6,3,-240,2,OPA_SUMo,1070957,915,1383.3,True
2644.3,3,-240,3,SUMo,1094722,95,1856.6,True
2644.9,3,-240,4,LPo,721492,190,-5576.6,False
2655.6,3,-240,0,PGAgain,870304,11692,-2612.9,False
2656.2,3,-240,1,BPo,978450,3910,-459.1,True
2656.9,3,-240,2,OPA_SUMo,1071014,667,1384.4,True
2657.5,3,-240,3,SUMo,1094703,114,1856.2,True
2661.3,3,-240,4,LPo,721530,171,-5575.8,False
2671.9,3,-240,0,PGAgain,869979,12359,-2619.3,False
2672.6,3,-240,1,BPo,978012,3261,-467.8,True
2673.2,3,-240,2,OPA_SUMo,1072292,743,1409.9,True
2673.9,3,-240,3,SUMo,1094703,114,1856.2,True
2677.5,3,-240,4,LPo,721569,133,-5575.0,False
2688.2,3,-240,0,PGAgain,870590,11882,-2607.2,False
2688.8,3,-240,1,BPo,978565,4596,-456.8,True
2689.5,3,-240,2,OPA_SUMo,1071453,686,1393.2,True
2690.1,3,-240,3,SUMo,1094703,114,1856.2,True
2690.8,3,-240,4,LPo,721511,190,-5576.2,False
2701.4,3,-240,0,PGAgain,870323,13504,-2612.5,False
2702.1,3,-240,1,BPo,977954,4711,-468.9,True
2702.7,3,-240,2,OPA_SUMo,1071128,896,1386.7,True
2703.4,3,-240,3,SUMo,1094703,133,1856.2,True
2704.0,3,-240,4,LPo,721473,190,-5576.9,False
2714.7,3,-240,0,PGAgain,869979,12741,-2619.3,False
2715.3,3,-240,1,BPo,978012,3395,-467.8,True
2716.0,3,-240,2,OPA_SUMo,1071224,553,1388.6,True
2716.6,3,-240,3,SUMo,1094722,95,1856.6,True
2717.3,3,-240,4,LPo,721511,133,-5576.2,False
2727.9,3,-240,0,PGAgain,869655,12912,-2625.8,False
2730.0,3,-240,1,BPo,978584,3242,-456.4,True
2732.6,3,-240,2,OPA_SUMo,1072330,714,1410.6,True
2733.5,3,-240,3,SUMo,1094703,114,1856.2,True
2734.2,3,-240,4,LPo,721492,152,-5576.6,False
2744.8,3,-240,0,PGAgain,870437,12207,-2610.2,False
2745.5,3,-240,1,BPo,978298,4081,-462.1,True
2746.1,3,-240,2,OPA_SUMo,1071796,724,1400.0,True
2746.8,3,-240,3,SUMo,1094703,95,1856.2,True
2747.4,3,-240,4,LPo,721511,152,-5576.2,False
2758.0,3,-240,0,PGAgain,869903,11787,-2620.8,False
2758.7,3,-240,1,BPo,978736,2670,-453.4,True
2759.3,3,-240,2,OPA_SUMo,1071510,782,1394.3,True
2760.0,3,-240,3,SUMo,1094703,114,1856.2,True
2760.6,3,-240,4,LPo,721511,133,-5576.2,False
2771.3,3,-240,0,PGAgain,870380,11577,-2611.3,False
2771.9,3,-240,1,BPo,977668,3681,-474.6,True
2772.6,3,-240,2,OPA_SUMo,1071262,705,1389.4,True
2773.2,3,-240,3,SUMo,1094665,114,1855.4,True
2773.9,3,-240,4,LPo,721435,133,-5577.7,False
2784.5,3,-240,0,PGAgain,870513,19207,-2608.7,False
2785.2,3,-240,1,BPo,978488,6237,-458.3,True
2785.8,3,-240,2,OPA_SUMo,1071281,782,1389.7,True
2786.5,3,-240,3,SUMo,1094703,152,1856.2,True
2787.1,3,-240,4,LPo,721473,209,-5576.9,False
2797.8,3,-240,0,PGAgain,870800,12435,-2603.0,False
2798.4,3,-240,1,BPo,978813,3433,-451.8,True
2799.1,3,-240,2,OPA_SUMo,1071186,953,1387.8,True
2799.8,3,-240,3,SUMo,1094703,114,1856.2,True
2800.4,3,-240,4,LPo,721511,171,-5576.2,False
2811.0,3,-240,0,PGAgain,870513,13084,-2608.7,False
2811.7,3,-240,1,BPo,978584,4215,-456.4,True
2812.4,3,-240,2,OPA_SUMo,1071052,686,1385.2,True
2813.0,3,-240,3,SUMo,1094665,95,1855.4,True
2813.7,3,-240,4,LPo,721454,209,-5577.3,False
2824.3,3,-240,0,PGAgain,870780,12989,-2603.4,False
2825.0,3,-240,1,BPo,977878,3890,-470.4,True
2825.6,3,-240,2,OPA_SUMo,1070899,648,1382.1,True
2826.3,3,-240,3,SUMo,1094703,133,1856.2,True
2826.9,3,-240,4,LPo,721454,171,-5577.3,False
2837.6,3,-240,0,PGAgain,869960,12760,-2619.7,False
2838.2,3,-240,1,BPo,977993,3795,-468.2,True
2838.9,3,-240,2,OPA_SUMo,1070842,972,1381.0,True
2839.5,3,-240,3,SUMo,1094684,95,1855.8,True
2840.1,3,-240,4,LPo,721454,114,-5577.3,False
2850.8,3,-240,0,PGAgain,871238,13332,-2594.3,False
2851.4,3,-240,1,BPo,978794,3757,-452.2,True
2852.1,3,-240,2,OPA_SUMo,1070919,534,1382.5,True
2852.7,3,-240,3,SUMo,1094703,114,1856.2,True
2853.4,3,-240,4,LPo,721473,133,-5576.9,False
2864.0,3,-240,0,PGAgain,870170,12893,-2615.5,False
2864.7,3,-240,1,BPo,978260,3833,-462.8,True
2865.3,3,-240,2,OPA_SUMo,1070899,858,1382.1,True
2866.0,3,-240,3,SUMo,1094722,133,1856.6,True
2866.6,3,-240,4,LPo,721473,190,-5576.9,False
2877.3,3,-240,0,PGAgain,869655,11692,-2625.8,False
2877.9,3,-240,1,BPo,977954,4100,-468.9,True
2878.6,3,-240,2,OPA_SUMo,1070899,858,1382.1,True
2882.3,3,-240,3,SUMo,1094684,95,1855.8,True
2883.6,3,-240,4,LPo,721435,171,-5577.7,False
2894.3,3,-240,0,PGAgain,870170,11482,-2615.5,False
2894.9,3,-240,1,BPo,977611,3166,-475.8,True
2895.6,3,-240,2,OPA_SUMo,1072063,705,1405.3,True
2899.2,3,-240,3,SUMo,1094703,133,1856.2,True
2900.6,3,-240,4,LPo,721492,133,-5576.6,False
2911.3,3,-240,0,PGAgain,870532,11367,-2608.3,False
2911.9,3,-240,1,BPo,977401,3929,-479.9,True
2912.6,3,-240,2,OPA_SUMo,1072864,686,1421.3,True
2916.2,3,-240,3,SUMo,1094665,114,1855.4,True
2917.6,3,-240,4,LPo,721492,133,-5576.6,False
2928.3,3,-240,0,PGAgain,870456,11386,-2609.8,False
2928.9,3,-240,1,BPo,977478,3738,-478.4,True
2929.6,3,-240,2,OPA_SUMo,1073226,724,1428.5,True
2931.7,3,-240,3,SUMo,1094694,104,1856.0,True
2934.2,3,-240,4,LPo,721502,171,-5576.4,False
2944.9,3,-240,0,PGAgain,870361,11119,-2611.7,False
2945.5,3,-240,1,BPo,977516,3776,-477.7,True
2946.2,3,-240,2,OPA_SUMo,1073589,801,1435.7,True
2946.8,3,-240,3,SUMo,1094684,114,1855.8,True
2947.5,3,-240,4,LPo,721454,152,-5577.3,False
