elapsed_s,phase,stage,code,channel,mean_bank_uv,error_bank_uv,error_real_mv,pp_bank_uv,valid,clavado
267.20788099998026,fase1 verificación 1,3,0,3,1040248,38748,771.6935436000001,495,True,False
267.8610450999986,fase1 verificación 1,3,0,4,731277,-270223,-5381.6802011,171,False,True
272.5963652000064,x1 I2=-120,2,-120,2,1006240,4740,94.400418,514,True,False
273.88418079999974,x1 I2=-60,2,-60,2,1021384,19884,396.0037788,352,True,False
275.1749817999953,x1 I2=0,2,0,2,1036405,34905,695.1575085,476,True,False
276.4629387999885,x1 I2=60,2,60,2,1051816,50316,1002.0783612,514,True,False
277.75179599999683,x1 I2=120,2,120,2,1066903,65403,1302.5465271,552,True,False
282.48101069999393,x2 I2=-120,2,-120,2,1017932,16432,327.2547824,638,True,False
287.46158370000194,x2 I2=-60,2,-60,2,1047219,45719,910.5258883,715,True,False
289.18356229999335,x2 I2=0,2,0,2,1083516,82016,1633.4060512,1315,True,False
290.473754000006,x2 I2=60,2,60,2,1085014,83514,1663.2397698000002,133,True,True
291.76447189998,x2 I2=120,2,120,2,1084985,83485,1662.6622145,104,True,True
296.49629799998365,x4 I2=-120,2,-120,2,1087636,86136,1715.4587352,715,True,False
297.78776690000086,x4 I2=-60,2,-60,2,1095180,93680,1865.702776,219,True,True
301.0273276999942,x4 I2=0,2,0,2,1095256,93756,1867.2163692000001,104,True,True
302.31922519998625,x4 I2=60,2,60,2,1095256,93756,1867.2163692000001,95,True,True
303.6087346999848,x4 I2=120,2,120,2,1095218,93718,1866.4595726,85,True,True
308.34208599998965,x8 I2=-120,2,-120,2,1094598,93098,1854.1118386,495,True,False
309.63242969999555,x8 I2=-60,2,-60,2,1100425,98925,1970.1606225,238,True,True
310.92229029999,x8 I2=0,2,0,2,1100472,98972,1971.0966604000002,114,True,True
312.2154529999825,x8 I2=60,2,60,2,1100463,98963,1970.9174191,133,True,True
313.50535679998575,x8 I2=120,2,120,2,1100434,98934,1970.3398638,114,True,True
