elapsed_s,phase,stage,code,channel,mean_bank_uv,error_bank_uv,error_real_mv,pp_bank_uv,valid
13.773517400000173,fase1 historial IDAC0,0,19,0,999507,-1993,-39.691990100000005,2326,True
15.05025240000009,fase1 corrección IDAC0,0,20,0,1003112,1612,32.1041084,2956,True
15.268956500000058,fase1 historial IDAC1,1,141,1,971622,-29878,-595.0412846,3376,True
25.54192150000017,fase1 corrección IDAC1,1,173,1,985450,-16050,-319.64698500000003,3108,True
27.30931099999998,IDAC2 base rápida,2,254,3,978412,-23088,-459.8136816,648,True
27.832138400000076,IDAC2 salto +16,2,238,3,973777,-27723,-552.1229511,648,True
28.65878480000015,IDAC2 salto +16,2,255,3,976715,-24785,-493.61062450000003,762,True
29.485743299999967,IDAC2 salto +8,2,246,3,972766,-28734,-572.2577238,782,True
30.311173199999985,IDAC2 salto +8,2,255,3,973644,-27856,-554.7717392000001,839,True
31.13843390000011,IDAC2 salto +4,2,250,3,970726,-30774,-612.8857518000001,705,True
31.96522980000009,IDAC2 salto +4,2,255,3,970783,-30717,-611.7505569000001,686,True
34.72324170000002,IDAC2 salto +2,2,252,3,965328,-36172,-720.3907004000001,839,True
35.550965700000006,IDAC2 salto +2,2,255,3,964775,-36725,-731.4040825000001,953,True
36.377308000000085,IDAC2 salto +1,2,253,3,963115,-38385,-764.4641445000001,972,True
37.20310459999996,IDAC2 salto +1,2,255,3,962448,-39052,-777.7479164,991,True
38.02979830000004,IDAC2 mínimo final,2,254,3,960998,-40502,-806.6256814,953,True
38.23234630000002,IDAC3 base rápida,3,76,4,1106185,104685,2084.8750545000003,76,True
38.750284299999976,IDAC3 salto +16,3,60,4,1106185,104685,2084.8750545000003,133,True
39.577219000000014,IDAC3 salto +16,3,92,4,1106147,104647,2084.1182579,114,True
42.3389701000001,IDAC3 mejor salto 16,3,92,4,1106166,104666,2084.4966562,95,True
42.86076890000004,IDAC3 salto +8,3,84,4,1106147,104647,2084.1182579,133,True
43.688038400000096,IDAC3 salto +8,3,100,4,1106166,104666,2084.4966562,133,True
44.51408470000001,IDAC3 mejor salto 8,3,84,4,1106166,104666,2084.4966562,95,True
45.037900400000126,IDAC3 salto +4,3,80,4,1106109,104609,2083.3614613,95,True
45.86256520000006,IDAC3 salto +4,3,88,4,1106166,104666,2084.4966562,133,True
46.68904140000018,IDAC3 mejor salto 4,3,80,4,1106166,104666,2084.4966562,76,True
47.21242960000018,IDAC3 salto +2,3,78,4,1106128,104628,2083.7398596000003,114,True
48.039560000000165,IDAC3 salto +2,3,82,4,1106109,104609,2083.3614613,114,True
48.86345150000011,IDAC3 mejor salto 2,3,82,4,1106109,104609,2083.3614613,114,True
49.38725620000014,IDAC3 salto +1,3,81,4,1106147,104647,2084.1182579,114,True
50.21027980000008,IDAC3 salto +1,3,83,4,1106090,104590,2082.983063,95,True
51.03686460000017,IDAC3 mejor salto 1,3,83,4,1106109,104609,2083.3614613,133,True
51.56080640000005,IDAC3 mínimo final,3,83,4,1106204,104704,2085.2534528,95,True
51.782474900000125,x1 verificación,0,20,0,1002349,849,16.908429299999998,2098,True
52.00222550000012,x1 verificación,1,173,1,994110,-7390,-147.17702300000002,2460,True
52.222030099999984,x1 verificación,2,254,2,943927,-57573,-1146.6065961,934,True
52.4384692000001,x1 verificación,2,254,3,944385,-57115,-1137.4852055000001,495,True
52.65699940000013,x1 verificación,3,83,4,1106147,104647,2084.1182579,76,True
54.321586100000104,IDAC2 base rápida,2,254,3,848960,-152540,-3037.940878,2651,False
54.84507159999998,IDAC2 salto +64,2,190,3,759525,-241975,-4819.1015075000005,3490,False
55.67320059999997,IDAC2 salto +64,2,255,3,800952,-200548,-3994.0538036000003,4100,False
56.50466940000001,IDAC2 salto +64,2,190,3,757141,-244359,-4866.5805363,209,False
57.33155430000011,IDAC2 salto +64,2,255,3,757179,-244321,-4865.823739699999,228,False
58.159142599999996,IDAC2 salto +64,2,190,3,757198,-244302,-4865.4453414,267,False
