elapsed_s,phase,stage,code,channel,mean_bank_uv,error_bank_uv,error_real_mv,pp_bank_uv,valid
54.26013989999956,semilla x1 verificación,0,19,0,1000671,-829,-16.510115300000002,1888,True
54.91292769999927,semilla x1 verificación,1,120,1,982685,-18815,-374.71389550000004,3433,True
55.566342500000246,semilla x1 verificación,2,254,2,995101,-6399,-127.44056430000002,553,True
56.22036759999901,semilla x1 verificación,3,83,3,994281,-7219,-143.7714383,553,True
56.87455829999999,semilla x1 verificación,3,83,4,1106090,104590,2082.983063,114,True
60.96319810000023,semilla x2 verificación,0,19,0,996856,-4644,-92.4885108,1564,True
65.30319919999965,semilla x2 verificación,1,120,1,986614,-14886,-296.46511019999997,2193,True
66.4078329999993,semilla x2 verificación,2,254,2,984172,-17328,-345.09924960000006,514,True
67.0611872999998,semilla x2 verificación,3,83,3,979423,-22077,-439.6789089,915,True
67.71045729999969,semilla x2 verificación,3,83,4,1107597,106097,2112.9960229000003,343,True
120.0220217999995,semilla x1 verificación,0,19,0,1001014,-486,-9.679030200000001,2670,True
120.66918280000027,semilla x1 verificación,1,120,1,986480,-15020,-299.13381400000003,3108,True
121.31721219999963,semilla x1 verificación,2,254,2,985260,-16240,-323.430968,686,True
121.96722649999901,semilla x1 verificación,3,83,3,984764,-16736,-333.3091552,591,True
122.59618539999974,semilla x1 verificación,3,83,4,1106109,104609,2083.3614613,95,True
126.68700460000036,semilla x2 verificación,0,19,0,1012039,10539,209.89156230000003,2460,True
127.33816189999925,semilla x2 verificación,1,120,1,981140,-20360,-405.483652,3108,True
127.98646480000025,semilla x2 verificación,2,254,2,978527,-22973,-457.52337610000006,724,True
128.64061409999886,semilla x2 verificación,3,83,3,965080,-36420,-725.329794,1411,True
129.2951409999987,semilla x2 verificación,3,83,4,1110763,109263,2176.0491291,419,True
181.60321099999965,semilla x1 verificación,0,19,0,1000690,-810,-16.131717000000002,1716,True
182.25758440000027,semilla x1 verificación,1,120,1,987033,-14467,-288.1204319,2174,True
182.91254440000012,semilla x1 verificación,2,254,2,983486,-18014,-358.76141980000006,457,True
183.56271279999964,semilla x1 verificación,3,83,3,982990,-18510,-368.639607,419,True
184.21375629999966,semilla x1 verificación,3,83,4,1106071,104571,2082.6046647000003,95,True
188.31273599999986,semilla x2 verificación,0,19,0,1000289,-1211,-24.1179127,1831,True
188.96782019999955,semilla x2 verificación,1,120,1,987796,-13704,-272.9247528,2365,True
189.62216309999894,semilla x2 verificación,2,254,2,977439,-24061,-479.19165770000006,724,True
190.27718269999968,semilla x2 verificación,3,83,3,977020,-24480,-487.536336,629,True
190.91183479999927,semilla x2 verificación,3,83,4,1106109,104609,2083.3614613,95,True
243.22074149999935,semilla x1 verificación,0,19,0,1000728,-772,-15.3749204,2384,True
243.87476909999896,semilla x1 verificación,1,130,1,987491,-14009,-278.99904130000004,3185,True
244.52981650000038,semilla x1 verificación,2,254,2,980014,-21486,-427.90873020000004,724,True
245.18497790000038,semilla x1 verificación,3,83,3,979347,-22153,-441.19250210000007,572,True
249.46377559999928,semilla x1 verificación,3,83,4,1106052,104552,2082.2262664,133,True
254.0343961999988,semilla x2 verificación,0,19,0,1027603,26103,519.8595171000001,2746,True
254.68956769999932,semilla x2 verificación,1,130,1,973224,-28276,-563.1363332,5779,True
255.34319689999938,semilla x2 verificación,2,254,2,969276,-32224,-641.7635167999999,991,True
255.9979000000003,semilla x2 verificación,3,83,3,921859,-79641,-1586.1062637,4787,True
