timestamp,elapsed_s,direction,idac1,channel,tap,mean_uv,error_uv,pp_uv
2026-09-08T14:37:44.547,56.734,aproximacion,-59,0,PGAgain,992946,-7054,2269
2026-09-08T14:37:44.547,56.734,aproximacion,-59,1,BPo,989742,-10258,2918
2026-09-08T14:37:44.547,56.734,aproximacion,-59,2,OPA_SUMo,1013526,13526,686
2026-09-08T14:37:44.547,56.734,aproximacion,-59,3,SUMo,1119327,119327,133
2026-09-08T14:37:44.547,56.734,aproximacion,-59,4,LPo,742607,-257393,133
2026-09-08T14:38:00.446,72.633,aproximacion,-60,0,PGAgain,992507,-7493,2441
2026-09-08T14:38:00.446,72.633,aproximacion,-60,1,BPo,992031,-7969,2613
2026-09-08T14:38:00.446,72.633,aproximacion,-60,2,OPA_SUMo,1004524,4524,610
2026-09-08T14:38:00.446,72.633,aproximacion,-60,3,SUMo,1099185,99185,13141
2026-09-08T14:38:00.446,72.633,aproximacion,-60,4,LPo,742511,-257489,190
2026-09-08T14:38:13.359,85.546,hold,-60,0,PGAgain,992069,-7931,1335
2026-09-08T14:38:13.359,85.546,hold,-60,1,BPo,993041,-6959,3566
2026-09-08T14:38:13.359,85.546,hold,-60,2,OPA_SUMo,999832,-168,915
2026-09-08T14:38:13.359,85.546,hold,-60,3,SUMo,1006412,6412,11920
2026-09-08T14:38:13.359,85.546,hold,-60,4,LPo,936679,-63321,27637
2026-09-08T14:38:26.273,98.46,hold,-60,0,PGAgain,992126,-7874,1449
2026-09-08T14:38:26.273,98.46,hold,-60,1,BPo,992679,-7321,1564
2026-09-08T14:38:26.273,98.46,hold,-60,2,OPA_SUMo,998649,-1351,495
2026-09-08T14:38:26.273,98.46,hold,-60,3,SUMo,982742,-17258,7839
2026-09-08T14:38:26.273,98.46,hold,-60,4,LPo,1074333,74333,11882
2026-09-08T14:38:39.191,111.378,hold,-60,0,PGAgain,991878,-8122,1564
2026-09-08T14:38:39.191,111.378,hold,-60,1,BPo,992851,-7149,2231
2026-09-08T14:38:39.191,111.378,hold,-60,2,OPA_SUMo,998306,-1694,553
2026-09-08T14:38:39.191,111.378,hold,-60,3,SUMo,981559,-18441,9784
2026-09-08T14:38:39.191,111.378,hold,-60,4,LPo,1094684,94684,18959
2026-09-08T14:38:52.105,124.292,hold,-60,0,PGAgain,992126,-7874,1640
2026-09-08T14:38:52.105,124.292,hold,-60,1,BPo,992908,-7092,2498
2026-09-08T14:38:52.105,124.292,hold,-60,2,OPA_SUMo,998191,-1809,286
2026-09-08T14:38:52.105,124.292,hold,-60,3,SUMo,976886,-23114,9880
2026-09-08T14:38:52.105,124.292,hold,-60,4,LPo,1111145,111145,15087
2026-09-08T14:39:05.029,137.216,hold,-60,0,PGAgain,992069,-7931,2174
2026-09-08T14:39:05.029,137.216,hold,-60,1,BPo,993270,-6730,3108
2026-09-08T14:39:05.029,137.216,hold,-60,2,OPA_SUMo,998096,-1904,858
2026-09-08T14:39:05.029,137.216,hold,-60,3,SUMo,975761,-24239,14133
2026-09-08T14:39:05.029,137.216,hold,-60,4,LPo,1120567,120567,76
2026-09-08T14:39:17.944,150.131,hold,-60,0,PGAgain,992221,-7779,2689
2026-09-08T14:39:17.944,150.131,hold,-60,1,BPo,993003,-6997,2441
2026-09-08T14:39:17.944,150.131,hold,-60,2,OPA_SUMo,998210,-1790,686
2026-09-08T14:39:17.944,150.131,hold,-60,3,SUMo,976123,-23877,15468
2026-09-08T14:39:17.944,150.131,hold,-60,4,LPo,1120567,120567,95
