t_s,ciclo,ganancia,ch,tap,banco_uv,pp_uv,real_mv_vs_vref,valido,clavado,codigos
7909.7,131,24,3,SUMo,1100873,85,1979.1,True,True,"11,-30,0,0"
7910.3,131,24,4,LPo,727605,161,-5454.8,False,True,"11,-30,0,0"
7915.2,131,32,0,PGAgain,969028,2908,-646.7,True,False,"11,-30,0,0"
7915.8,131,32,1,BPo,973205,3871,-563.5,True,False,"11,-30,0,0"
7916.3,131,32,2,OPA_SUMo,1067046,800,1305.4,True,False,"11,-30,0,0"
7916.8,131,32,3,SUMo,1101789,123,1997.3,True,True,"11,-30,0,0"
7917.4,131,32,4,LPo,728425,199,-5438.5,False,True,"11,-30,0,0"
7922.3,131,50,0,PGAgain,965919,2402,-708.6,True,False,"11,-30,0,0"
7922.9,131,50,1,BPo,976905,3528,-489.8,True,False,"11,-30,0,0"
7923.4,131,50,2,OPA_SUMo,1061219,762,1189.3,True,False,"11,-30,0,0"
7923.9,131,50,3,SUMo,1101045,104,1982.5,True,True,"11,-30,0,0"
7924.5,131,50,4,LPo,727748,152,-5452.0,False,True,"11,-30,0,0"
7929.4,132,1,0,PGAgain,980386,2460,-420.5,True,False,"11,-30,0,0"
7930.0,132,1,1,BPo,972165,3471,-584.2,True,False,"11,-30,0,0"
7930.5,132,1,2,OPA_SUMo,1055498,543,1075.4,True,False,"11,-30,0,0"
7931.0,132,1,3,SUMo,1054362,638,1052.8,True,False,"11,-30,0,0"
7931.6,132,1,4,LPo,731506,199,-5377.1,False,True,"11,-30,0,0"
7936.5,132,2,0,PGAgain,861110,6065,-2796.0,False,False,"11,-30,0,0"
7937.1,132,2,1,BPo,1010303,3375,175.3,True,False,"11,-30,0,0"
7937.6,132,2,2,OPA_SUMo,1061934,676,1203.6,True,False,"11,-30,0,0"
7938.1,132,2,3,SUMo,1083707,133,1637.2,True,True,"11,-30,0,0"
7938.7,132,2,4,LPo,711002,209,-5785.5,False,True,"11,-30,0,0"
7943.6,132,4,0,PGAgain,935049,4109,-1323.4,True,False,"11,-30,0,0"
7944.2,132,4,1,BPo,982980,3385,-368.8,True,False,"11,-30,0,0"
7944.7,132,4,2,OPA_SUMo,1089296,591,1748.5,True,False,"11,-30,0,0"
7945.2,132,4,3,SUMo,1094026,152,1842.7,True,True,"11,-30,0,0"
7945.7,132,4,4,LPo,720967,171,-5587.0,False,True,"11,-30,0,0"
7950.7,132,8,0,PGAgain,958938,2803,-847.7,True,False,"11,-30,0,0"
7951.2,132,8,1,BPo,972366,2622,-580.2,True,False,"11,-30,0,0"
7951.8,132,8,2,OPA_SUMo,1091403,686,1790.5,True,False,"11,-30,0,0"
7952.3,132,8,3,SUMo,1099300,114,1947.8,True,True,"11,-30,0,0"
7952.8,132,8,4,LPo,726032,104,-5486.1,False,True,"11,-30,0,0"
7957.8,132,16,0,PGAgain,968894,1697,-649.4,True,False,"11,-30,0,0"
7958.3,132,16,1,BPo,968856,2918,-650.1,True,False,"11,-30,0,0"
7958.9,132,16,2,OPA_SUMo,1083488,543,1632.8,True,False,"11,-30,0,0"
7959.4,132,16,3,SUMo,1101922,104,2000.0,True,True,"11,-30,0,0"
7959.9,132,16,4,LPo,728597,123,-5435.1,False,True,"11,-30,0,0"
7964.9,132,24,0,PGAgain,965499,1907,-717.0,True,False,"11,-30,0,0"
7965.4,132,24,1,BPo,973138,2593,-564.8,True,False,"11,-30,0,0"
7966.0,132,24,2,OPA_SUMo,1074094,629,1445.8,True,False,"11,-30,0,0"
7966.5,132,24,3,SUMo,1100864,104,1978.9,True,True,"11,-30,0,0"
7967.0,132,24,4,LPo,727596,142,-5455.0,False,True,"11,-30,0,0"
7972.0,132,32,0,PGAgain,968971,1811,-647.8,True,False,"11,-30,0,0"
7972.5,132,32,1,BPo,973119,2917,-565.2,True,False,"11,-30,0,0"
7973.1,132,32,2,OPA_SUMo,1067314,638,1310.7,True,False,"11,-30,0,0"
7973.6,132,32,3,SUMo,1101769,104,1996.9,True,True,"11,-30,0,0"
7974.1,132,32,4,LPo,728463,133,-5437.7,False,True,"11,-30,0,0"
7979.1,132,50,0,PGAgain,965747,1735,-712.0,True,False,"11,-30,0,0"
7979.6,132,50,1,BPo,976438,3118,-499.1,True,False,"11,-30,0,0"
7980.2,132,50,2,OPA_SUMo,1061458,772,1194.1,True,False,"11,-30,0,0"
7980.7,132,50,3,SUMo,1101064,95,1982.9,True,True,"11,-30,0,0"
7981.2,132,50,4,LPo,727710,171,-5452.7,False,True,"11,-30,0,0"
7986.2,133,1,0,PGAgain,979709,2088,-434.0,True,False,"11,-30,0,0"
7986.7,133,1,1,BPo,972327,2727,-581.0,True,False,"11,-30,0,0"
7987.2,133,1,2,OPA_SUMo,1055669,619,1078.8,True,False,"11,-30,0,0"
7987.8,133,1,3,SUMo,1054506,572,1055.7,True,False,"11,-30,0,0"
7988.3,133,1,4,LPo,731458,114,-5378.1,False,True,"11,-30,0,0"
7993.3,133,2,0,PGAgain,860137,5502,-2815.3,False,False,"11,-30,0,0"
7993.8,133,2,1,BPo,1010179,2622,172.8,True,False,"11,-30,0,0"
7994.4,133,2,2,OPA_SUMo,1062011,619,1205.1,True,False,"11,-30,0,0"
7994.9,133,2,3,SUMo,1083698,133,1637.0,True,True,"11,-30,0,0"
7995.4,133,2,4,LPo,710973,133,-5786.0,False,True,"11,-30,0,0"
8000.4,133,4,0,PGAgain,934114,3642,-1342.0,True,False,"11,-30,0,0"
8000.9,133,4,1,BPo,982827,2994,-371.9,True,False,"11,-30,0,0"
8001.5,133,4,2,OPA_SUMo,1089439,733,1751.4,True,False,"11,-30,0,0"
8002.0,133,4,3,SUMo,1094045,85,1843.1,True,True,"11,-30,0,0"
8002.5,133,4,4,LPo,720977,133,-5586.8,False,True,"11,-30,0,0"
8007.5,133,8,0,PGAgain,959434,2288,-837.8,True,False,"11,-30,0,0"
8008.0,133,8,1,BPo,972194,3309,-583.6,True,False,"11,-30,0,0"
8008.5,133,8,2,OPA_SUMo,1091623,886,1794.9,True,False,"11,-30,0,0"
8009.1,133,8,3,SUMo,1099290,123,1947.6,True,True,"11,-30,0,0"
8009.6,133,8,4,LPo,725974,180,-5487.3,False,True,"11,-30,0,0"
8014.6,133,16,0,PGAgain,969772,2212,-631.9,True,False,"11,-30,0,0"
8015.1,133,16,1,BPo,969133,3585,-644.6,True,False,"11,-30,0,0"
8015.6,133,16,2,OPA_SUMo,1083535,800,1633.8,True,False,"11,-30,0,0"
8016.2,133,16,3,SUMo,1101951,133,2000.6,True,True,"11,-30,0,0"
8016.7,133,16,4,LPo,728597,171,-5435.1,False,True,"11,-30,0,0"
8021.7,133,24,0,PGAgain,965728,2860,-712.4,True,False,"11,-30,0,0"
8022.2,133,24,1,BPo,973348,3480,-560.7,True,False,"11,-30,0,0"
8022.7,133,24,2,OPA_SUMo,1074132,581,1446.5,True,False,"11,-30,0,0"
8023.3,133,24,3,SUMo,1100892,85,1979.5,True,True,"11,-30,0,0"
8023.8,133,24,4,LPo,727586,199,-5455.2,False,True,"11,-30,0,0"
8028.8,133,32,0,PGAgain,969094,2860,-645.4,True,False,"11,-30,0,0"
8029.3,133,32,1,BPo,973596,3156,-555.7,True,False,"11,-30,0,0"
8029.9,133,32,2,OPA_SUMo,1067304,752,1310.5,True,False,"11,-30,0,0"
8030.4,133,32,3,SUMo,1101789,104,1997.3,True,True,"11,-30,0,0"
8030.9,133,32,4,LPo,728454,161,-5437.9,False,True,"11,-30,0,0"
8035.9,133,50,0,PGAgain,966014,3070,-706.7,True,False,"11,-30,0,0"
8036.4,133,50,1,BPo,976018,4215,-507.5,True,False,"11,-30,0,0"
8037.0,133,50,2,OPA_SUMo,1061563,772,1196.2,True,False,"11,-30,0,0"
8037.5,133,50,3,SUMo,1101036,114,1982.3,True,True,"11,-30,0,0"
8038.0,133,50,4,LPo,727729,228,-5452.3,False,True,"11,-30,0,0"
8043.0,134,1,0,PGAgain,979814,2593,-431.9,True,False,"11,-30,0,0"
8043.5,134,1,1,BPo,971851,3642,-590.5,True,False,"11,-30,0,0"
8044.1,134,1,2,OPA_SUMo,1055764,762,1080.7,True,False,"11,-30,0,0"
8044.6,134,1,3,SUMo,1054601,705,1057.5,True,False,"11,-30,0,0"
8045.1,134,1,4,LPo,731515,180,-5376.9,False,True,"11,-30,0,0"
8050.1,134,2,0,PGAgain,858916,6322,-2839.7,False,False,"11,-30,0,0"
8050.6,134,2,1,BPo,1009778,3099,164.9,True,False,"11,-30,0,0"
8051.2,134,2,2,OPA_SUMo,1062192,743,1208.7,True,False,"11,-30,0,0"
8051.7,134,2,3,SUMo,1083707,142,1637.2,True,True,"11,-30,0,0"
8052.2,134,2,4,LPo,711002,123,-5785.5,False,True,"11,-30,0,0"
8057.2,134,4,0,PGAgain,934247,3604,-1339.4,True,False,"11,-30,0,0"
8057.7,134,4,1,BPo,983094,3394,-366.6,True,False,"11,-30,0,0"
8058.3,134,4,2,OPA_SUMo,1089572,562,1754.0,True,False,"11,-30,0,0"
8058.8,134,4,3,SUMo,1094017,123,1842.5,True,True,"11,-30,0,0"
8059.3,134,4,4,LPo,720958,123,-5587.2,False,True,"11,-30,0,0"
8064.3,134,8,0,PGAgain,959091,2784,-844.6,True,False,"11,-30,0,0"
8064.8,134,8,1,BPo,971994,3375,-587.6,True,False,"11,-30,0,0"
8065.4,134,8,2,OPA_SUMo,1091766,724,1797.7,True,False,"11,-30,0,0"
8065.9,134,8,3,SUMo,1099281,104,1947.4,True,True,"11,-30,0,0"
8066.4,134,8,4,LPo,725994,190,-5486.9,False,True,"11,-30,0,0"
8071.4,134,16,0,PGAgain,969686,2183,-633.6,True,False,"11,-30,0,0"
8071.9,134,16,1,BPo,968923,3843,-648.8,True,False,"11,-30,0,0"
8072.4,134,16,2,OPA_SUMo,1083707,648,1637.2,True,False,"11,-30,0,0"
8073.0,134,16,3,SUMo,1101922,95,2000.0,True,True,"11,-30,0,0"
8073.5,134,16,4,LPo,728568,161,-5435.6,False,True,"11,-30,0,0"
8078.5,134,24,0,PGAgain,965642,2307,-714.1,True,False,"11,-30,0,0"
8079.0,134,24,1,BPo,973844,2498,-550.8,True,False,"11,-30,0,0"
8079.6,134,24,2,OPA_SUMo,1074151,590,1446.9,True,False,"11,-30,0,0"
8080.1,134,24,3,SUMo,1100873,114,1979.1,True,True,"11,-30,0,0"
8080.6,134,24,4,LPo,727586,152,-5455.2,False,True,"11,-30,0,0"
8085.6,134,32,0,PGAgain,969381,1668,-639.7,True,False,"11,-30,0,0"
8086.1,134,32,1,BPo,973939,2880,-548.9,True,False,"11,-30,0,0"
8086.6,134,32,2,OPA_SUMo,1067466,581,1313.8,True,False,"11,-30,0,0"
8087.2,134,32,3,SUMo,1101779,123,1997.1,True,True,"11,-30,0,0"
8087.7,134,32,4,LPo,728492,133,-5437.1,False,True,"11,-30,0,0"
8092.7,134,50,0,PGAgain,966310,2069,-700.8,True,False,"11,-30,0,0"
8093.2,134,50,1,BPo,977058,2936,-486.8,True,False,"11,-30,0,0"
8093.7,134,50,2,OPA_SUMo,1061601,572,1197.0,True,False,"11,-30,0,0"
8094.3,134,50,3,SUMo,1101074,104,1983.1,True,True,"11,-30,0,0"
8094.8,134,50,4,LPo,727738,171,-5452.2,False,True,"11,-30,0,0"
8099.8,135,1,0,PGAgain,979986,1935,-428.5,True,False,"11,-30,0,0"
8100.3,135,1,1,BPo,972060,3461,-586.3,True,False,"11,-30,0,0"
8100.9,135,1,2,OPA_SUMo,1055793,886,1081.3,True,False,"11,-30,0,0"
8101.4,135,1,3,SUMo,1054687,648,1059.3,True,False,"11,-30,0,0"
8101.9,135,1,4,LPo,731449,180,-5378.3,False,True,"11,-30,0,0"
8106.9,135,2,0,PGAgain,859469,4653,-2828.6,False,False,"11,-30,0,0"
8107.4,135,2,1,BPo,1009940,2231,168.1,True,False,"11,-30,0,0"
8108.0,135,2,2,OPA_SUMo,1062144,886,1207.8,True,False,"11,-30,0,0"
8108.5,135,2,3,SUMo,1083688,142,1636.8,True,True,"11,-30,0,0"
8109.0,135,2,4,LPo,711002,199,-5785.5,False,True,"11,-30,0,0"
8114.0,135,4,0,PGAgain,933961,3556,-1345.1,True,False,"11,-30,0,0"
8114.5,135,4,1,BPo,982475,2727,-378.9,True,False,"11,-30,0,0"
8115.1,135,4,2,OPA_SUMo,1089401,524,1750.6,True,False,"11,-30,0,0"
8115.6,135,4,3,SUMo,1093997,104,1842.1,True,True,"11,-30,0,0"
8116.1,135,4,4,LPo,720929,152,-5587.8,False,True,"11,-30,0,0"
8121.1,135,8,0,PGAgain,958747,2183,-851.5,True,False,"11,-30,0,0"
8121.6,135,8,1,BPo,971660,2975,-594.3,True,False,"11,-30,0,0"
8122.2,135,8,2,OPA_SUMo,1091632,848,1795.0,True,False,"11,-30,0,0"
8122.7,135,8,3,SUMo,1099271,114,1947.2,True,True,"11,-30,0,0"
8123.2,135,8,4,LPo,726013,142,-5486.5,False,True,"11,-30,0,0"
8128.2,135,16,0,PGAgain,969495,2498,-637.4,True,False,"11,-30,0,0"
8128.7,135,16,1,BPo,969037,3127,-646.5,True,False,"11,-30,0,0"
8129.3,135,16,2,OPA_SUMo,1083650,524,1636.1,True,False,"11,-30,0,0"
8129.8,135,16,3,SUMo,1101960,104,2000.7,True,True,"11,-30,0,0"
8130.3,135,16,4,LPo,728578,114,-5435.4,False,True,"11,-30,0,0"
8135.3,135,24,0,PGAgain,966043,2469,-706.2,True,False,"11,-30,0,0"
8135.8,135,24,1,BPo,973825,4195,-551.2,True,False,"11,-30,0,0"
8136.4,135,24,2,OPA_SUMo,1074066,657,1445.2,True,False,"11,-30,0,0"
8136.9,135,24,3,SUMo,1100892,95,1979.5,True,True,"11,-30,0,0"
8137.4,135,24,4,LPo,727548,152,-5455.9,False,True,"11,-30,0,0"
8142.4,135,32,0,PGAgain,969524,2393,-636.8,True,False,"11,-30,0,0"
8142.9,135,32,1,BPo,973663,4825,-554.4,True,False,"11,-30,0,0"
8143.5,135,32,2,OPA_SUMo,1067276,610,1310.0,True,False,"11,-30,0,0"
8144.0,135,32,3,SUMo,1101779,133,1997.1,True,True,"11,-30,0,0"
8144.5,135,32,4,LPo,728435,228,-5438.3,False,True,"11,-30,0,0"
8149.5,135,50,0,PGAgain,966625,2669,-694.6,True,False,"11,-30,0,0"
8150.1,135,50,1,BPo,976476,3595,-498.4,True,False,"11,-30,0,0"
8150.6,135,50,2,OPA_SUMo,1061467,543,1194.3,True,False,"11,-30,0,0"
8151.1,135,50,3,SUMo,1101045,123,1982.5,True,True,"11,-30,0,0"
8151.7,135,50,4,LPo,727767,238,-5451.6,False,True,"11,-30,0,0"
8156.7,136,1,0,PGAgain,979871,2793,-430.8,True,False,"11,-30,0,0"
8157.2,136,1,1,BPo,972184,4052,-583.8,True,False,"11,-30,0,0"
8157.7,136,1,2,OPA_SUMo,1055507,619,1075.6,True,False,"11,-30,0,0"
8158.3,136,1,3,SUMo,1054515,667,1055.8,True,False,"11,-30,0,0"
8158.8,136,1,4,LPo,731410,247,-5379.0,False,True,"11,-30,0,0"
8163.8,136,2,0,PGAgain,859317,6475,-2831.7,False,False,"11,-30,0,0"
8164.3,136,2,1,BPo,1009702,3518,163.3,True,False,"11,-30,0,0"
8164.8,136,2,2,OPA_SUMo,1062116,810,1207.2,True,False,"11,-30,0,0"
8165.4,136,2,3,SUMo,1083679,142,1636.7,True,True,"11,-30,0,0"
8165.9,136,2,4,LPo,711030,142,-5784.9,False,True,"11,-30,0,0"
8170.9,136,4,0,PGAgain,933389,4443,-1356.5,True,False,"11,-30,0,0"
8171.4,136,4,1,BPo,982427,3270,-379.9,True,False,"11,-30,0,0"
8172.0,136,4,2,OPA_SUMo,1089677,581,1756.1,True,False,"11,-30,0,0"
8172.5,136,4,3,SUMo,1094026,114,1842.7,True,True,"11,-30,0,0"
8173.1,136,4,4,LPo,720901,190,-5588.3,False,True,"11,-30,0,0"
8178.0,136,8,0,PGAgain,958785,2946,-850.7,True,False,"11,-30,0,0"
8178.6,136,8,1,BPo,972070,3337,-586.1,True,False,"11,-30,0,0"
8179.1,136,8,2,OPA_SUMo,1091870,572,1799.8,True,False,"11,-30,0,0"
8179.7,136,8,3,SUMo,1099271,85,1947.2,True,True,"11,-30,0,0"
8180.2,136,8,4,LPo,726041,180,-5486.0,False,True,"11,-30,0,0"
8185.2,136,16,0,PGAgain,969609,3537,-635.1,True,False,"11,-30,0,0"
8185.7,136,16,1,BPo,969047,3185,-646.3,True,False,"11,-30,0,0"
8186.2,136,16,2,OPA_SUMo,1083841,715,1639.9,True,False,"11,-30,0,0"
8186.8,136,16,3,SUMo,1101951,123,2000.6,True,True,"11,-30,0,0"
8187.3,136,16,4,LPo,728645,199,-5434.1,False,True,"11,-30,0,0"
8192.3,136,24,0,PGAgain,966129,2469,-704.4,True,False,"11,-30,0,0"
8192.8,136,24,1,BPo,974406,3413,-539.6,True,False,"11,-30,0,0"
8193.3,136,24,2,OPA_SUMo,1074256,676,1449.0,True,False,"11,-30,0,0"
8193.9,136,24,3,SUMo,1100883,95,1979.3,True,True,"11,-30,0,0"
8194.4,136,24,4,LPo,727596,180,-5455.0,False,True,"11,-30,0,0"
8199.4,136,32,0,PGAgain,969123,2164,-644.8,True,False,"11,-30,0,0"
8199.9,136,32,1,BPo,973596,2565,-555.7,True,False,"11,-30,0,0"
8200.4,136,32,2,OPA_SUMo,1067514,695,1314.7,True,False,"11,-30,0,0"
8201.0,136,32,3,SUMo,1101779,114,1997.1,True,True,"11,-30,0,0"
8201.5,136,32,4,LPo,728425,171,-5438.5,False,True,"11,-30,0,0"
8206.5,136,50,0,PGAgain,966481,1763,-697.4,True,False,"11,-30,0,0"
8207.0,136,50,1,BPo,976733,2421,-493.3,True,False,"11,-30,0,0"
8207.5,136,50,2,OPA_SUMo,1061668,448,1198.3,True,False,"11,-30,0,0"
8208.1,136,50,3,SUMo,1101055,95,1982.7,True,True,"11,-30,0,0"
8208.6,136,50,4,LPo,727796,171,-5451.0,False,True,"11,-30,0,0"
8213.6,137,1,0,PGAgain,979671,2040,-434.7,True,False,"11,-30,0,0"
8214.1,137,1,1,BPo,972108,2479,-585.4,True,False,"11,-30,0,0"
8214.7,137,1,2,OPA_SUMo,1055697,724,1079.4,True,False,"11,-30,0,0"
8215.2,137,1,3,SUMo,1054687,724,1059.3,True,False,"11,-30,0,0"
8215.7,137,1,4,LPo,731477,133,-5377.7,False,True,"11,-30,0,0"
8220.7,137,2,0,PGAgain,859365,5388,-2830.7,False,False,"11,-30,0,0"
8221.2,137,2,1,BPo,1010140,2889,172.1,True,False,"11,-30,0,0"
8221.8,137,2,2,OPA_SUMo,1062202,600,1208.9,True,False,"11,-30,0,0"
8222.3,137,2,3,SUMo,1083698,114,1637.0,True,True,"11,-30,0,0"
8222.9,137,2,4,LPo,711002,152,-5785.5,False,True,"11,-30,0,0"
8227.8,137,4,0,PGAgain,933818,3395,-1347.9,True,False,"11,-30,0,0"
8228.4,137,4,1,BPo,982351,2574,-381.4,True,False,"11,-30,0,0"
8228.9,137,4,2,OPA_SUMo,1089677,676,1756.1,True,False,"11,-30,0,0"
8229.4,137,4,3,SUMo,1094045,85,1843.1,True,True,"11,-30,0,0"
8230.0,137,4,4,LPo,720901,219,-5588.3,False,True,"11,-30,0,0"
8235.0,137,8,0,PGAgain,958747,2078,-851.5,True,False,"11,-30,0,0"
8235.5,137,8,1,BPo,971679,2698,-593.9,True,False,"11,-30,0,0"
8236.0,137,8,2,OPA_SUMo,1091880,600,1800.0,True,False,"11,-30,0,0"
8236.6,137,8,3,SUMo,1099290,104,1947.6,True,True,"11,-30,0,0"
8237.1,137,8,4,LPo,726022,171,-5486.3,False,True,"11,-30,0,0"
8242.1,137,16,0,PGAgain,969552,1926,-636.3,True,False,"11,-30,0,0"
8242.6,137,16,1,BPo,968971,2937,-647.8,True,False,"11,-30,0,0"
8243.1,137,16,2,OPA_SUMo,1083879,514,1640.6,True,False,"11,-30,0,0"
8243.7,137,16,3,SUMo,1101941,114,2000.4,True,True,"11,-30,0,0"
8244.2,137,16,4,LPo,728578,209,-5435.4,False,True,"11,-30,0,0"
8249.2,137,24,0,PGAgain,966100,2374,-705.0,True,False,"11,-30,0,0"
8249.7,137,24,1,BPo,973910,3309,-549.5,True,False,"11,-30,0,0"
8250.3,137,24,2,OPA_SUMo,1074313,762,1450.1,True,False,"11,-30,0,0"
8250.8,137,24,3,SUMo,1100911,104,1979.8,True,True,"11,-30,0,0"
8251.3,137,24,4,LPo,727653,190,-5453.9,False,True,"11,-30,0,0"
8256.3,137,32,0,PGAgain,969514,2346,-637.0,True,False,"11,-30,0,0"
8256.8,137,32,1,BPo,974072,4014,-546.2,True,False,"11,-30,0,0"
8257.4,137,32,2,OPA_SUMo,1067561,648,1315.7,True,False,"11,-30,0,0"
8257.9,137,32,3,SUMo,1101827,142,1998.1,True,True,"11,-30,0,0"
8258.5,137,32,4,LPo,728473,257,-5437.5,False,True,"11,-30,0,0"
8263.4,137,50,0,PGAgain,965985,2517,-707.3,True,False,"11,-30,0,0"
8264.0,137,50,1,BPo,976399,3642,-499.9,True,False,"11,-30,0,0"
8264.5,137,50,2,OPA_SUMo,1061620,591,1197.3,True,False,"11,-30,0,0"
8265.0,137,50,3,SUMo,1101055,114,1982.7,True,True,"11,-30,0,0"
8265.6,137,50,4,LPo,727786,228,-5451.2,False,True,"11,-30,0,0"
8270.6,138,1,0,PGAgain,980176,2879,-424.7,True,False,"11,-30,0,0"
8271.1,138,1,1,BPo,971689,4138,-593.7,True,False,"11,-30,0,0"
8271.6,138,1,2,OPA_SUMo,1055783,562,1081.1,True,False,"11,-30,0,0"
8272.2,138,1,3,SUMo,1054658,581,1058.7,True,False,"11,-30,0,0"
8272.7,138,1,4,LPo,731525,190,-5376.7,False,True,"11,-30,0,0"
8277.7,138,2,0,PGAgain,859346,7171,-2831.1,False,False,"11,-30,0,0"
8278.2,138,2,1,BPo,1009816,3518,165.6,True,False,"11,-30,0,0"
8278.8,138,2,2,OPA_SUMo,1062154,724,1208.0,True,False,"11,-30,0,0"
8279.3,138,2,3,SUMo,1083679,123,1636.7,True,True,"11,-30,0,0"
8279.8,138,2,4,LPo,711011,142,-5785.3,False,True,"11,-30,0,0"
8284.8,138,4,0,PGAgain,933751,4186,-1349.3,True,False,"11,-30,0,0"
8285.3,138,4,1,BPo,982389,3232,-380.6,True,False,"11,-30,0,0"
8285.9,138,4,2,OPA_SUMo,1089706,848,1756.7,True,False,"11,-30,0,0"
8286.4,138,4,3,SUMo,1094007,104,1842.3,True,True,"11,-30,0,0"
8287.0,138,4,4,LPo,720967,180,-5587.0,False,True,"11,-30,0,0"
8291.9,138,8,0,PGAgain,958327,2889,-859.8,True,False,"11,-30,0,0"
8292.5,138,8,1,BPo,971774,3604,-592.0,True,False,"11,-30,0,0"
8293.0,138,8,2,OPA_SUMo,1091899,667,1800.4,True,False,"11,-30,0,0"
8293.5,138,8,3,SUMo,1099281,114,1947.4,True,True,"11,-30,0,0"
8294.1,138,8,4,LPo,725984,161,-5487.1,False,True,"11,-30,0,0"
8299.1,138,16,0,PGAgain,969457,2564,-638.2,True,False,"11,-30,0,0"
8299.6,138,16,1,BPo,968942,3118,-648.4,True,False,"11,-30,0,0"
8300.1,138,16,2,OPA_SUMo,1083936,572,1641.8,True,False,"11,-30,0,0"
8300.7,138,16,3,SUMo,1101941,104,2000.4,True,True,"11,-30,0,0"
8301.2,138,16,4,LPo,728568,161,-5435.6,False,True,"11,-30,0,0"
8306.2,138,24,0,PGAgain,966119,4090,-704.6,True,False,"11,-30,0,0"
8306.7,138,24,1,BPo,974282,3585,-542.1,True,False,"11,-30,0,0"
8307.3,138,24,2,OPA_SUMo,1074294,791,1449.7,True,False,"11,-30,0,0"
8307.8,138,24,3,SUMo,1100864,95,1978.9,True,True,"11,-30,0,0"
8308.3,138,24,4,LPo,727586,152,-5455.2,False,True,"11,-30,0,0"
8313.3,138,32,0,PGAgain,969390,2546,-639.5,True,False,"11,-30,0,0"
8313.8,138,32,1,BPo,973796,3413,-551.7,True,False,"11,-30,0,0"
8314.4,138,32,2,OPA_SUMo,1067485,724,1314.1,True,False,"11,-30,0,0"
8314.9,138,32,3,SUMo,1101799,95,1997.5,True,True,"11,-30,0,0"
8315.5,138,32,4,LPo,728473,95,-5437.5,False,True,"11,-30,0,0"
8320.4,138,50,0,PGAgain,966434,2097,-698.4,True,False,"11,-30,0,0"
8321.0,138,50,1,BPo,976152,5416,-504.8,True,False,"11,-30,0,0"
8321.5,138,50,2,OPA_SUMo,1061592,638,1196.8,True,False,"11,-30,0,0"
8322.0,138,50,3,SUMo,1101064,95,1982.9,True,True,"11,-30,0,0"
8322.6,138,50,4,LPo,727758,123,-5451.8,False,True,"11,-30,0,0"
8327.6,139,1,0,PGAgain,979776,1496,-432.6,True,False,"11,-30,0,0"
8328.1,139,1,1,BPo,971679,2812,-593.9,True,False,"11,-30,0,0"
8328.7,139,1,2,OPA_SUMo,1055803,514,1081.5,True,False,"11,-30,0,0"
8329.2,139,1,3,SUMo,1054667,438,1058.9,True,False,"11,-30,0,0"
8329.7,139,1,4,LPo,731534,133,-5376.6,False,True,"11,-30,0,0"
8334.7,139,2,0,PGAgain,858392,5502,-2850.1,False,False,"11,-30,0,0"
8335.2,139,2,1,BPo,1010284,2088,174.9,True,False,"11,-30,0,0"
8335.8,139,2,2,OPA_SUMo,1062202,657,1208.9,True,False,"11,-30,0,0"
8336.3,139,2,3,SUMo,1083726,114,1637.6,True,True,"11,-30,0,0"
8336.9,139,2,4,LPo,711030,114,-5784.9,False,True,"11,-30,0,0"
8341.8,139,4,0,PGAgain,934152,3032,-1341.3,True,False,"11,-30,0,0"
8342.4,139,4,1,BPo,982551,2183,-377.4,True,False,"11,-30,0,0"
8342.9,139,4,2,OPA_SUMo,1089658,629,1755.7,True,False,"11,-30,0,0"
8343.4,139,4,3,SUMo,1094007,133,1842.3,True,True,"11,-30,0,0"
8344.0,139,4,4,LPo,721005,123,-5586.3,False,True,"11,-30,0,0"
8349.0,139,8,0,PGAgain,958661,2345,-853.2,True,False,"11,-30,0,0"
8349.5,139,8,1,BPo,971975,3499,-588.0,True,False,"11,-30,0,0"
8350.0,139,8,2,OPA_SUMo,1091747,571,1797.3,True,False,"11,-30,0,0"
8350.6,139,8,3,SUMo,1099290,133,1947.6,True,True,"11,-30,0,0"
8351.1,139,8,4,LPo,726089,123,-5485.0,False,True,"11,-30,0,0"
8356.1,139,16,0,PGAgain,969791,1677,-631.5,True,False,"11,-30,0,0"
8356.6,139,16,1,BPo,969095,2755,-645.4,True,False,"11,-30,0,0"
8357.2,139,16,2,OPA_SUMo,1083803,495,1639.1,True,False,"11,-30,0,0"
8357.7,139,16,3,SUMo,1101970,123,2000.9,True,True,"11,-30,0,0"
8358.2,139,16,4,LPo,728645,180,-5434.1,False,True,"11,-30,0,0"
8363.2,139,24,0,PGAgain,966024,2135,-706.5,True,False,"11,-30,0,0"
8363.7,139,24,1,BPo,973844,3137,-550.8,True,False,"11,-30,0,0"
8364.3,139,24,2,OPA_SUMo,1074170,552,1447.3,True,False,"11,-30,0,0"
8364.8,139,24,3,SUMo,1100883,95,1979.3,True,True,"11,-30,0,0"
8365.3,139,24,4,LPo,727710,161,-5452.7,False,True,"11,-30,0,0"
8370.3,139,32,0,PGAgain,969447,2393,-638.4,True,False,"11,-30,0,0"
8370.9,139,32,1,BPo,973338,3394,-560.9,True,False,"11,-30,0,0"
8371.4,139,32,2,OPA_SUMo,1067495,590,1314.3,True,False,"11,-30,0,0"
8371.9,139,32,3,SUMo,1101769,95,1996.9,True,True,"11,-30,0,0"
8372.5,139,32,4,LPo,728482,171,-5437.3,False,True,"11,-30,0,0"
