t_s,ciclo,ganancia,ch,tap,banco_uv,pp_uv,real_mv_vs_vref,valido,clavado,codigos
25377.5,401,8,3,SUMo,1099080,152,1943.4,True,True,"11,-30,0,0"
25378.2,401,8,4,LPo,725755,142,-5491.7,False,True,"11,-30,0,0"
25383.4,401,16,0,PGAgain,968990,2403,-647.5,True,False,"11,-30,0,0"
25384.2,401,16,1,BPo,968160,3575,-664.0,True,False,"11,-30,0,0"
25384.9,401,16,2,OPA_SUMo,1084498,514,1653.0,True,False,"11,-30,0,0"
25385.7,401,16,3,SUMo,1101750,133,1996.5,True,True,"11,-30,0,0"
25386.4,401,16,4,LPo,728340,133,-5440.2,False,True,"11,-30,0,0"
25391.5,401,24,0,PGAgain,965175,2231,-723.4,True,False,"11,-30,0,0"
25392.3,401,24,1,BPo,972633,4367,-574.9,True,False,"11,-30,0,0"
25393.0,401,24,2,OPA_SUMo,1073837,696,1440.6,True,False,"11,-30,0,0"
25393.7,401,24,3,SUMo,1100682,104,1975.3,True,True,"11,-30,0,0"
25394.4,401,24,4,LPo,727329,190,-5460.3,False,True,"11,-30,0,0"
25399.6,401,32,0,PGAgain,968608,2031,-655.1,True,False,"11,-30,0,0"
25400.3,401,32,1,BPo,973157,2727,-564.5,True,False,"11,-30,0,0"
25401.1,401,32,2,OPA_SUMo,1066474,695,1294.0,True,False,"11,-30,0,0"
25401.8,401,32,3,SUMo,1101570,123,1993.0,True,True,"11,-30,0,0"
25402.5,401,32,4,LPo,728225,142,-5442.5,False,True,"11,-30,0,0"
25407.7,401,50,0,PGAgain,965585,1496,-715.3,True,False,"11,-30,0,0"
25408.4,401,50,1,BPo,976733,2775,-493.3,True,False,"11,-30,0,0"
25409.1,401,50,2,OPA_SUMo,1060323,476,1171.5,True,False,"11,-30,0,0"
25409.9,401,50,3,SUMo,1100845,104,1978.5,True,True,"11,-30,0,0"
25410.6,401,50,4,LPo,727509,133,-5456.7,False,True,"11,-30,0,0"
25415.7,402,1,0,PGAgain,979461,1945,-438.9,True,False,"11,-30,0,0"
25416.5,402,1,1,BPo,973262,2297,-562.4,True,False,"11,-30,0,0"
25417.2,402,1,2,OPA_SUMo,1054114,581,1047.8,True,False,"11,-30,0,0"
25417.9,402,1,3,SUMo,1052875,801,1023.2,True,False,"11,-30,0,0"
25418.7,402,1,4,LPo,731267,123,-5381.9,False,True,"11,-30,0,0"
25423.8,402,2,0,PGAgain,980090,1973,-426.4,True,False,"11,-30,0,0"
25424.6,402,2,1,BPo,975627,2879,-515.3,True,False,"11,-30,0,0"
25425.3,402,2,2,OPA_SUMo,1043424,629,834.9,True,False,"11,-30,0,0"
25426.0,402,2,3,SUMo,1042384,638,814.2,True,False,"11,-30,0,0"
25426.7,402,2,4,LPo,731324,123,-5380.7,False,True,"11,-30,0,0"
25431.9,402,4,0,PGAgain,934848,3480,-1327.4,True,False,"11,-30,0,0"
25432.6,402,4,1,BPo,995635,2889,-116.8,True,False,"11,-30,0,0"
25433.4,402,4,2,OPA_SUMo,1045207,591,870.5,True,False,"11,-30,0,0"
25434.1,402,4,3,SUMo,1093835,123,1838.9,True,True,"11,-30,0,0"
25434.8,402,4,4,LPo,720738,123,-5591.6,False,True,"11,-30,0,0"
25440.0,402,8,0,PGAgain,959043,2326,-845.6,True,False,"11,-30,0,0"
25440.7,402,8,1,BPo,981587,3309,-396.6,True,False,"11,-30,0,0"
25441.4,402,8,2,OPA_SUMo,1058740,629,1140.0,True,False,"11,-30,0,0"
25442.2,402,8,3,SUMo,1099080,123,1943.4,True,True,"11,-30,0,0"
25442.9,402,8,4,LPo,725841,152,-5489.9,False,True,"11,-30,0,0"
25448.1,402,16,0,PGAgain,969180,2393,-643.7,True,False,"11,-30,0,0"
25448.8,402,16,1,BPo,975913,2365,-509.6,True,False,"11,-30,0,0"
25449.5,402,16,2,OPA_SUMo,1058091,648,1127.0,True,False,"11,-30,0,0"
25450.2,402,16,3,SUMo,1101769,152,1996.9,True,True,"11,-30,0,0"
25451.0,402,16,4,LPo,728387,161,-5439.2,False,True,"11,-30,0,0"
25456.1,402,24,0,PGAgain,965852,2441,-710.0,True,False,"11,-30,0,0"
25456.9,402,24,1,BPo,978755,4243,-453.0,True,False,"11,-30,0,0"
25457.6,402,24,2,OPA_SUMo,1053962,753,1044.8,True,False,"11,-30,0,0"
25458.3,402,24,3,SUMo,1100663,104,1974.9,True,True,"11,-30,0,0"
25459.0,402,24,4,LPo,727414,152,-5458.6,False,True,"11,-30,0,0"
25464.2,402,32,0,PGAgain,969133,2422,-644.6,True,False,"11,-30,0,0"
25464.9,402,32,1,BPo,977201,3232,-483.9,True,False,"11,-30,0,0"
25465.7,402,32,2,OPA_SUMo,1051549,734,996.8,True,False,"11,-30,0,0"
25466.4,402,32,3,SUMo,1101598,114,1993.5,True,True,"11,-30,0,0"
25467.1,402,32,4,LPo,728234,133,-5442.3,False,True,"11,-30,0,0"
25472.3,402,50,0,PGAgain,965766,2622,-711.7,True,False,"11,-30,0,0"
25473.0,402,50,1,BPo,979747,2927,-433.2,True,False,"11,-30,0,0"
25473.7,402,50,2,OPA_SUMo,1049136,629,948.7,True,False,"11,-30,0,0"
25474.5,402,50,3,SUMo,1100883,123,1979.3,True,True,"11,-30,0,0"
25475.2,402,50,4,LPo,727519,161,-5456.5,False,True,"11,-30,0,0"
25480.4,403,1,0,PGAgain,979403,2613,-440.1,True,False,"11,-30,0,0"
25481.1,403,1,1,BPo,974664,3766,-534.5,True,False,"11,-30,0,0"
25481.8,403,1,2,OPA_SUMo,1045569,829,877.7,True,False,"11,-30,0,0"
25486.2,403,1,3,SUMo,1043090,695,828.3,True,False,"11,-30,0,0"
25487.1,403,1,4,LPo,731286,152,-5381.5,False,True,"11,-30,0,0"
25492.3,403,2,0,PGAgain,860414,6284,-2809.8,False,False,"11,-30,0,0"
25493.0,403,2,1,BPo,1012325,3080,215.6,True,False,"11,-30,0,0"
25493.7,403,2,2,OPA_SUMo,1052474,695,1015.2,True,False,"11,-30,0,0"
25494.5,403,2,3,SUMo,1083545,133,1634.0,True,True,"11,-30,0,0"
25495.2,403,2,4,LPo,710811,218,-5789.3,False,True,"11,-30,0,0"
25500.3,403,4,0,PGAgain,933494,4730,-1354.4,True,False,"11,-30,0,0"
25501.1,403,4,1,BPo,983476,3499,-359.0,True,False,"11,-30,0,0"
25501.8,403,4,2,OPA_SUMo,1085214,600,1667.2,True,False,"11,-30,0,0"
25502.6,403,4,3,SUMo,1093826,95,1838.7,True,True,"11,-30,0,0"
25503.3,403,4,4,LPo,720748,180,-5591.4,False,True,"11,-30,0,0"
25508.5,403,8,0,PGAgain,957860,2812,-869.1,True,False,"11,-30,0,0"
25509.2,403,8,1,BPo,972452,3709,-578.5,True,False,"11,-30,0,0"
25509.9,403,8,2,OPA_SUMo,1088714,724,1736.9,True,False,"11,-30,0,0"
25510.7,403,8,3,SUMo,1099109,104,1944.0,True,True,"11,-30,0,0"
25511.4,403,8,4,LPo,725774,104,-5491.3,False,True,"11,-30,0,0"
25516.5,403,16,0,PGAgain,968455,2374,-658.1,True,False,"11,-30,0,0"
25517.3,403,16,1,BPo,969447,3518,-638.4,True,False,"11,-30,0,0"
25518.0,403,16,2,OPA_SUMo,1080465,781,1572.6,True,False,"11,-30,0,0"
25518.7,403,16,3,SUMo,1101741,95,1996.4,True,True,"11,-30,0,0"
25519.4,403,16,4,LPo,728368,133,-5439.6,False,True,"11,-30,0,0"
25524.6,403,24,0,PGAgain,965442,1878,-718.1,True,False,"11,-30,0,0"
25525.3,403,24,1,BPo,974159,3232,-544.5,True,False,"11,-30,0,0"
25526.1,403,24,2,OPA_SUMo,1070861,638,1381.4,True,False,"11,-30,0,0"
25526.8,403,24,3,SUMo,1100701,85,1975.7,True,True,"11,-30,0,0"
25527.5,403,24,4,LPo,727338,152,-5460.1,False,True,"11,-30,0,0"
25532.7,403,32,0,PGAgain,968827,1840,-650.7,True,False,"11,-30,0,0"
25533.4,403,32,1,BPo,974836,2269,-531.0,True,False,"11,-30,0,0"
25534.1,403,32,2,OPA_SUMo,1064290,505,1250.5,True,False,"11,-30,0,0"
25534.9,403,32,3,SUMo,1101570,76,1993.0,True,True,"11,-30,0,0"
25535.6,403,32,4,LPo,728215,142,-5442.7,False,True,"11,-30,0,0"
25540.8,403,50,0,PGAgain,966310,1935,-700.8,True,False,"11,-30,0,0"
25541.5,403,50,1,BPo,977487,2574,-478.2,True,False,"11,-30,0,0"
25542.2,403,50,2,OPA_SUMo,1058654,686,1138.3,True,False,"11,-30,0,0"
25542.9,403,50,3,SUMo,1100854,133,1978.7,True,True,"11,-30,0,0"
25543.7,403,50,4,LPo,727481,152,-5457.3,False,True,"11,-30,0,0"
25548.8,404,1,0,PGAgain,980281,1773,-422.6,True,False,"11,-30,0,0"
25549.6,404,1,1,BPo,972623,3328,-575.1,True,False,"11,-30,0,0"
25550.3,404,1,2,OPA_SUMo,1052885,743,1023.4,True,False,"11,-30,0,0"
25551.0,404,1,3,SUMo,1051616,610,998.1,True,False,"11,-30,0,0"
25551.8,404,1,4,LPo,731286,142,-5381.5,False,True,"11,-30,0,0"
25556.9,404,2,0,PGAgain,861005,5540,-2798.1,False,False,"11,-30,0,0"
25557.7,404,2,1,BPo,1010932,2631,187.8,True,False,"11,-30,0,0"
25558.4,404,2,2,OPA_SUMo,1061496,638,1194.9,True,False,"11,-30,0,0"
25559.1,404,2,3,SUMo,1083535,114,1633.8,True,True,"11,-30,0,0"
25559.8,404,2,4,LPo,710820,161,-5789.1,False,True,"11,-30,0,0"
25565.0,404,4,0,PGAgain,934295,3242,-1338.4,True,False,"11,-30,0,0"
25565.8,404,4,1,BPo,981578,2803,-396.8,True,False,"11,-30,0,0"
25566.5,404,4,2,OPA_SUMo,1092147,485,1805.3,True,False,"11,-30,0,0"
25567.2,404,4,3,SUMo,1093826,114,1838.7,True,True,"11,-30,0,0"
25567.9,404,4,4,LPo,720672,133,-5592.9,False,True,"11,-30,0,0"
25573.1,404,8,0,PGAgain,958328,2508,-859.8,True,False,"11,-30,0,0"
25573.8,404,8,1,BPo,970382,3442,-619.7,True,False,"11,-30,0,0"
25574.6,404,8,2,OPA_SUMo,1093950,801,1841.2,True,False,"11,-30,0,0"
25575.3,404,8,3,SUMo,1099099,133,1943.8,True,True,"11,-30,0,0"
25576.1,404,8,4,LPo,725831,171,-5490.1,False,True,"11,-30,0,0"
25581.2,404,16,0,PGAgain,968541,2545,-656.4,True,False,"11,-30,0,0"
25582.0,404,16,1,BPo,967778,2899,-671.6,True,False,"11,-30,0,0"
25582.7,404,16,2,OPA_SUMo,1084480,829,1652.6,True,False,"11,-30,0,0"
25583.4,404,16,3,SUMo,1101779,123,1997.1,True,True,"11,-30,0,0"
25584.1,404,16,4,LPo,728406,180,-5438.9,False,True,"11,-30,0,0"
25589.3,404,24,0,PGAgain,965146,2631,-724.0,True,False,"11,-30,0,0"
25590.0,404,24,1,BPo,973186,3204,-563.9,True,False,"11,-30,0,0"
25590.8,404,24,2,OPA_SUMo,1073894,724,1441.8,True,False,"11,-30,0,0"
25595.2,404,24,3,SUMo,1100701,123,1975.7,True,True,"11,-30,0,0"
25596.1,404,24,4,LPo,727319,142,-5460.5,False,True,"11,-30,0,0"
25601.2,404,32,0,PGAgain,968436,2460,-658.5,True,False,"11,-30,0,0"
25602.0,404,32,1,BPo,973119,3337,-565.2,True,False,"11,-30,0,0"
25602.7,404,32,2,OPA_SUMo,1065540,676,1275.4,True,False,"11,-30,0,0"
25603.4,404,32,3,SUMo,1101569,123,1992.9,True,True,"11,-30,0,0"
25604.2,404,32,4,LPo,728272,123,-5441.5,False,True,"11,-30,0,0"
25609.3,404,50,0,PGAgain,965356,2974,-719.8,True,False,"11,-30,0,0"
25610.1,404,50,1,BPo,976714,3261,-493.6,True,False,"11,-30,0,0"
25610.8,404,50,2,OPA_SUMo,1059627,839,1157.6,True,False,"11,-30,0,0"
25611.5,404,50,3,SUMo,1100864,104,1978.9,True,True,"11,-30,0,0"
25612.2,404,50,4,LPo,727538,142,-5456.1,False,True,"11,-30,0,0"
25617.4,405,1,0,PGAgain,979318,2784,-441.8,True,False,"11,-30,0,0"
25618.1,405,1,1,BPo,972366,3461,-580.2,True,False,"11,-30,0,0"
25618.9,405,1,2,OPA_SUMo,1053561,553,1036.8,True,False,"11,-30,0,0"
25619.6,405,1,3,SUMo,1052379,533,1013.3,True,False,"11,-30,0,0"
25620.3,405,1,4,LPo,731258,161,-5382.1,False,True,"11,-30,0,0"
25625.5,405,2,0,PGAgain,860166,5874,-2814.8,False,False,"11,-30,0,0"
25626.3,405,2,1,BPo,1010932,3585,187.8,True,False,"11,-30,0,0"
25627.0,405,2,2,OPA_SUMo,1062297,667,1210.8,True,False,"11,-30,0,0"
25627.7,405,2,3,SUMo,1083526,114,1633.6,True,True,"11,-30,0,0"
25628.5,405,2,4,LPo,710820,123,-5789.1,False,True,"11,-30,0,0"
25633.7,405,4,0,PGAgain,934562,3766,-1333.1,True,False,"11,-30,0,0"
25634.4,405,4,1,BPo,981817,3814,-392.0,True,False,"11,-30,0,0"
25635.1,405,4,2,OPA_SUMo,1092643,714,1815.2,True,False,"11,-30,0,0"
25635.9,405,4,3,SUMo,1093835,95,1838.9,True,True,"11,-30,0,0"
25636.6,405,4,4,LPo,720681,142,-5592.7,False,True,"11,-30,0,0"
25641.8,405,8,0,PGAgain,959014,2374,-846.1,True,False,"11,-30,0,0"
25642.5,405,8,1,BPo,971307,3232,-601.3,True,False,"11,-30,0,0"
25643.2,405,8,2,OPA_SUMo,1094388,867,1849.9,True,False,"11,-30,0,0"
25643.9,405,8,3,SUMo,1099090,133,1943.6,True,True,"11,-30,0,0"
25644.7,405,8,4,LPo,725774,190,-5491.3,False,True,"11,-30,0,0"
25649.8,405,16,0,PGAgain,969485,1992,-637.6,True,False,"11,-30,0,0"
25650.6,405,16,1,BPo,968017,2317,-666.8,True,False,"11,-30,0,0"
25651.3,405,16,2,OPA_SUMo,1084880,581,1660.6,True,False,"11,-30,0,0"
25652.0,405,16,3,SUMo,1101741,95,1996.4,True,True,"11,-30,0,0"
25652.7,405,16,4,LPo,728359,133,-5439.8,False,True,"11,-30,0,0"
25657.9,405,24,0,PGAgain,965661,1907,-713.8,True,False,"11,-30,0,0"
25658.6,405,24,1,BPo,972365,2898,-580.2,True,False,"11,-30,0,0"
25659.4,405,24,2,OPA_SUMo,1074151,667,1446.9,True,False,"11,-30,0,0"
25660.1,405,24,3,SUMo,1100692,123,1975.5,True,True,"11,-30,0,0"
25660.8,405,24,4,LPo,727319,133,-5460.5,False,True,"11,-30,0,0"
25666.0,405,32,0,PGAgain,968589,2231,-655.4,True,False,"11,-30,0,0"
25666.7,405,32,1,BPo,972824,3223,-571.1,True,False,"11,-30,0,0"
25667.4,405,32,2,OPA_SUMo,1066856,1048,1301.6,True,False,"11,-30,0,0"
25668.2,405,32,3,SUMo,1101589,85,1993.3,True,True,"11,-30,0,0"
25668.9,405,32,4,LPo,728254,114,-5441.9,False,True,"11,-30,0,0"
25674.1,405,50,0,PGAgain,966072,2326,-705.6,True,False,"11,-30,0,0"
25674.8,405,50,1,BPo,976018,2641,-507.5,True,False,"11,-30,0,0"
25675.5,405,50,2,OPA_SUMo,1060628,686,1177.6,True,False,"11,-30,0,0"
25676.3,405,50,3,SUMo,1100883,114,1979.3,True,True,"11,-30,0,0"
25677.0,405,50,4,LPo,727500,133,-5456.9,False,True,"11,-30,0,0"
25682.2,406,1,0,PGAgain,979356,2555,-441.0,True,False,"11,-30,0,0"
25682.9,406,1,1,BPo,971793,2450,-591.6,True,False,"11,-30,0,0"
25683.6,406,1,2,OPA_SUMo,1054305,381,1051.6,True,False,"11,-30,0,0"
25684.3,406,1,3,SUMo,1053018,667,1026.0,True,False,"11,-30,0,0"
25685.1,406,1,4,LPo,731286,114,-5381.5,False,True,"11,-30,0,0"
25690.2,406,2,0,PGAgain,859270,4996,-2832.6,False,False,"11,-30,0,0"
25690.9,406,2,1,BPo,1009921,3433,167.7,True,False,"11,-30,0,0"
25691.7,406,2,2,OPA_SUMo,1062678,600,1218.4,True,False,"11,-30,0,0"
25692.4,406,2,3,SUMo,1083554,114,1634.2,True,True,"11,-30,0,0"
25693.1,406,2,4,LPo,710763,152,-5790.2,False,True,"11,-30,0,0"
25698.3,406,4,0,PGAgain,933694,3928,-1350.4,True,False,"11,-30,0,0"
25699.0,406,4,1,BPo,981349,2851,-401.3,True,False,"11,-30,0,0"
25699.8,406,4,2,OPA_SUMo,1092901,733,1820.3,True,False,"11,-30,0,0"
25700.5,406,4,3,SUMo,1093854,133,1839.3,True,True,"11,-30,0,0"
25701.2,406,4,4,LPo,720700,152,-5592.3,False,True,"11,-30,0,0"
25706.4,406,8,0,PGAgain,958557,2021,-855.2,True,False,"11,-30,0,0"
25707.1,406,8,1,BPo,970954,4043,-608.3,True,False,"11,-30,0,0"
25707.9,406,8,2,OPA_SUMo,1094570,686,1853.6,True,False,"11,-30,0,0"
25708.6,406,8,3,SUMo,1099099,104,1943.8,True,True,"11,-30,0,0"
25709.3,406,8,4,LPo,725803,142,-5490.7,False,True,"11,-30,0,0"
25714.5,406,16,0,PGAgain,969190,2326,-643.5,True,False,"11,-30,0,0"
25715.2,406,16,1,BPo,968541,3967,-656.4,True,False,"11,-30,0,0"
25715.9,406,16,2,OPA_SUMo,1084909,733,1661.1,True,False,"11,-30,0,0"
25716.7,406,16,3,SUMo,1101760,104,1996.7,True,True,"11,-30,0,0"
25717.4,406,16,4,LPo,728359,133,-5439.8,False,True,"11,-30,0,0"
25722.6,406,24,0,PGAgain,965814,2975,-710.7,True,False,"11,-30,0,0"
25723.3,406,24,1,BPo,973844,3490,-550.8,True,False,"11,-30,0,0"
25724.0,406,24,2,OPA_SUMo,1074189,791,1447.7,True,False,"11,-30,0,0"
25724.7,406,24,3,SUMo,1100711,104,1975.9,True,True,"11,-30,0,0"
25725.5,406,24,4,LPo,727386,133,-5459.2,False,True,"11,-30,0,0"
25730.6,406,32,0,PGAgain,969514,2746,-637.0,True,False,"11,-30,0,0"
25735.1,406,32,1,BPo,974511,3051,-537.5,True,False,"11,-30,0,0"
25735.9,406,32,2,OPA_SUMo,1064214,619,1249.0,True,False,"11,-30,0,0"
25736.7,406,32,3,SUMo,1101579,123,1993.1,True,True,"11,-30,0,0"
25737.4,406,32,4,LPo,728225,142,-5442.5,False,True,"11,-30,0,0"
25742.6,406,50,0,PGAgain,966539,2775,-696.3,True,False,"11,-30,0,0"
25743.3,406,50,1,BPo,977411,3537,-479.7,True,False,"11,-30,0,0"
25744.0,406,50,2,OPA_SUMo,1058606,648,1137.3,True,False,"11,-30,0,0"
25744.7,406,50,3,SUMo,1100835,114,1978.3,True,True,"11,-30,0,0"
25745.5,406,50,4,LPo,727490,123,-5457.1,False,True,"11,-30,0,0"
25750.7,407,1,0,PGAgain,980529,2574,-417.7,True,False,"11,-30,0,0"
25751.4,407,1,1,BPo,972461,3528,-578.3,True,False,"11,-30,0,0"
25752.1,407,1,2,OPA_SUMo,1052751,714,1020.7,True,False,"11,-30,0,0"
25752.8,407,1,3,SUMo,1051473,743,995.2,True,False,"11,-30,0,0"
25753.6,407,1,4,LPo,731267,171,-5381.9,False,True,"11,-30,0,0"
25758.7,407,2,0,PGAgain,860824,6065,-2801.7,False,False,"11,-30,0,0"
25759.5,407,2,1,BPo,1010131,4891,171.9,True,False,"11,-30,0,0"
25760.2,407,2,2,OPA_SUMo,1061468,638,1194.3,True,False,"11,-30,0,0"
25761.0,407,2,3,SUMo,1083497,123,1633.0,True,True,"11,-30,0,0"
25761.7,407,2,4,LPo,710801,142,-5789.5,False,True,"11,-30,0,0"
25766.8,407,4,0,PGAgain,934667,3852,-1331.0,True,False,"11,-30,0,0"
25767.6,407,4,1,BPo,981444,3194,-399.4,True,False,"11,-30,0,0"
25768.3,407,4,2,OPA_SUMo,1092014,638,1802.6,True,False,"11,-30,0,0"
25769.0,407,4,3,SUMo,1093845,123,1839.1,True,True,"11,-30,0,0"
25769.7,407,4,4,LPo,720729,142,-5591.8,False,True,"11,-30,0,0"
25774.9,407,8,0,PGAgain,958223,2326,-861.9,True,False,"11,-30,0,0"
25775.6,407,8,1,BPo,971002,2279,-607.4,True,False,"11,-30,0,0"
25776.4,407,8,2,OPA_SUMo,1093930,514,1840.8,True,False,"11,-30,0,0"
25777.1,407,8,3,SUMo,1099166,95,1945.1,True,True,"11,-30,0,0"
25781.5,407,8,4,LPo,725784,142,-5491.1,False,True,"11,-30,0,0"
25786.8,407,16,0,PGAgain,969419,1573,-638.9,True,False,"11,-30,0,0"
25787.6,407,16,1,BPo,968913,2641,-649.0,True,False,"11,-30,0,0"
25788.3,407,16,2,OPA_SUMo,1081151,791,1586.3,True,False,"11,-30,0,0"
25789.0,407,16,3,SUMo,1101760,85,1996.7,True,True,"11,-30,0,0"
25789.8,407,16,4,LPo,728378,142,-5439.4,False,True,"11,-30,0,0"
25798.7,407,24,0,PGAgain,965489,1783,-717.2,True,False,"11,-30,0,0"
25799.5,407,24,1,BPo,974301,3089,-541.7,True,False,"11,-30,0,0"
25800.3,407,24,2,OPA_SUMo,1069183,610,1348.0,True,False,"11,-30,0,0"
25801.0,407,24,3,SUMo,1100720,95,1976.0,True,True,"11,-30,0,0"
25801.7,407,24,4,LPo,727376,133,-5459.4,False,True,"11,-30,0,0"
25806.9,407,32,0,PGAgain,969056,2593,-646.1,True,False,"11,-30,0,0"
25807.6,407,32,1,BPo,974263,2555,-542.4,True,False,"11,-30,0,0"
25808.3,407,32,2,OPA_SUMo,1063079,543,1226.4,True,False,"11,-30,0,0"
25809.1,407,32,3,SUMo,1101598,104,1993.5,True,True,"11,-30,0,0"
25809.8,407,32,4,LPo,728225,209,-5442.5,False,True,"11,-30,0,0"
25815.0,407,50,0,PGAgain,966024,2011,-706.5,True,False,"11,-30,0,0"
25815.7,407,50,1,BPo,977124,2450,-485.5,True,False,"11,-30,0,0"
25816.4,407,50,2,OPA_SUMo,1057777,657,1120.8,True,False,"11,-30,0,0"
25817.1,407,50,3,SUMo,1100845,95,1978.5,True,True,"11,-30,0,0"
25817.9,407,50,4,LPo,727634,142,-5454.2,False,True,"11,-30,0,0"
25823.0,408,1,0,PGAgain,979566,2326,-436.8,True,False,"11,-30,0,0"
25823.8,408,1,1,BPo,972919,3623,-569.2,True,False,"11,-30,0,0"
25824.5,408,1,2,OPA_SUMo,1052179,753,1009.3,True,False,"11,-30,0,0"
25828.9,408,1,3,SUMo,1049251,733,951.0,True,False,"11,-30,0,0"
25829.8,408,1,4,LPo,731286,142,-5381.5,False,True,"11,-30,0,0"
25835.0,408,2,0,PGAgain,859594,6808,-2826.2,False,False,"11,-30,0,0"
25835.7,408,2,1,BPo,1011056,3089,190.3,True,False,"11,-30,0,0"
25836.4,408,2,2,OPA_SUMo,1057967,552,1124.6,True,False,"11,-30,0,0"
25837.1,408,2,3,SUMo,1083535,95,1633.8,True,True,"11,-30,0,0"
25837.9,408,2,4,LPo,710830,171,-5788.9,False,True,"11,-30,0,0"
25843.0,408,4,0,PGAgain,933751,3738,-1349.3,True,False,"11,-30,0,0"
25843.8,408,4,1,BPo,982809,3261,-372.2,True,False,"11,-30,0,0"
25844.5,408,4,2,OPA_SUMo,1089372,562,1750.0,True,False,"11,-30,0,0"
25845.2,408,4,3,SUMo,1093826,104,1838.7,True,True,"11,-30,0,0"
25845.9,408,4,4,LPo,720767,123,-5591.0,False,True,"11,-30,0,0"
25851.1,408,8,0,PGAgain,958118,3118,-864.0,True,False,"11,-30,0,0"
25851.9,408,8,1,BPo,971479,3757,-597.9,True,False,"11,-30,0,0"
25852.6,408,8,2,OPA_SUMo,1091728,724,1797.0,True,False,"11,-30,0,0"
25853.3,408,8,3,SUMo,1099090,133,1943.6,True,True,"11,-30,0,0"
25854.1,408,8,4,LPo,725774,104,-5491.3,False,True,"11,-30,0,0"
25859.2,408,16,0,PGAgain,969056,2240,-646.1,True,False,"11,-30,0,0"
25860.0,408,16,1,BPo,968971,4062,-647.8,True,False,"11,-30,0,0"
25860.7,408,16,2,OPA_SUMo,1082811,715,1619.4,True,False,"11,-30,0,0"
25861.4,408,16,3,SUMo,1101712,95,1995.8,True,True,"11,-30,0,0"
25862.2,408,16,4,LPo,728349,161,-5440.0,False,True,"11,-30,0,0"
25867.3,408,24,0,PGAgain,965547,2574,-716.0,True,False,"11,-30,0,0"
25868.1,408,24,1,BPo,974111,3108,-545.5,True,False,"11,-30,0,0"
25868.8,408,24,2,OPA_SUMo,1072683,677,1417.7,True,False,"11,-30,0,0"
25869.5,408,24,3,SUMo,1100654,123,1974.7,True,True,"11,-30,0,0"
25870.3,408,24,4,LPo,727300,161,-5460.9,False,True,"11,-30,0,0"
25875.4,408,32,0,PGAgain,969257,2584,-642.1,True,False,"11,-30,0,0"
25876.2,408,32,1,BPo,974177,3289,-544.2,True,False,"11,-30,0,0"
25876.9,408,32,2,OPA_SUMo,1065559,581,1275.8,True,False,"11,-30,0,0"
25877.7,408,32,3,SUMo,1101579,123,1993.1,True,True,"11,-30,0,0"
25878.4,408,32,4,LPo,728187,152,-5443.2,False,True,"11,-30,0,0"
25883.6,408,50,0,PGAgain,966567,2288,-695.7,True,False,"11,-30,0,0"
25884.3,408,50,1,BPo,977210,4434,-483.8,True,False,"11,-30,0,0"
25885.0,408,50,2,OPA_SUMo,1059674,867,1158.6,True,False,"11,-30,0,0"
25885.7,408,50,3,SUMo,1100845,104,1978.5,True,True,"11,-30,0,0"
25886.5,408,50,4,LPo,727500,142,-5456.9,False,True,"11,-30,0,0"
25891.7,409,1,0,PGAgain,980090,2336,-426.4,True,False,"11,-30,0,0"
25892.4,409,1,1,BPo,972375,4014,-580.0,True,False,"11,-30,0,0"
25893.1,409,1,2,OPA_SUMo,1053638,676,1038.4,True,False,"11,-30,0,0"
25893.8,409,1,3,SUMo,1052198,619,1009.7,True,False,"11,-30,0,0"
25894.6,409,1,4,LPo,731305,152,-5381.1,False,True,"11,-30,0,0"
25899.7,409,2,0,PGAgain,860223,4491,-2813.6,False,False,"11,-30,0,0"
25900.5,409,2,1,BPo,1010064,5397,170.6,True,False,"11,-30,0,0"
25901.2,409,2,2,OPA_SUMo,1062288,609,1210.6,True,False,"11,-30,0,0"
25901.9,409,2,3,SUMo,1083507,123,1633.2,True,True,"11,-30,0,0"
25902.7,409,2,4,LPo,710792,152,-5789.7,False,True,"11,-30,0,0"
25907.9,409,4,0,PGAgain,933894,3232,-1346.4,True,False,"11,-30,0,0"
25908.6,409,4,1,BPo,981187,2746,-404.5,True,False,"11,-30,0,0"
25909.4,409,4,2,OPA_SUMo,1092929,495,1820.9,True,False,"11,-30,0,0"
25910.1,409,4,3,SUMo,1093854,114,1839.3,True,True,"11,-30,0,0"
25910.8,409,4,4,LPo,720738,161,-5591.6,False,True,"11,-30,0,0"
25916.0,409,8,0,PGAgain,958156,1849,-863.2,True,False,"11,-30,0,0"
25916.7,409,8,1,BPo,970859,2584,-610.2,True,False,"11,-30,0,0"
25917.5,409,8,2,OPA_SUMo,1094617,629,1854.5,True,False,"11,-30,0,0"
25918.2,409,8,3,SUMo,1099099,123,1943.8,True,True,"11,-30,0,0"
25922.6,409,8,4,LPo,725822,133,-5490.3,False,True,"11,-30,0,0"
25927.9,409,16,0,PGAgain,968761,2050,-652.0,True,False,"11,-30,0,0"
25928.7,409,16,1,BPo,968846,2803,-650.3,True,False,"11,-30,0,0"
25929.4,409,16,2,OPA_SUMo,1081619,772,1595.6,True,False,"11,-30,0,0"
25930.1,409,16,3,SUMo,1101769,104,1996.9,True,True,"11,-30,0,0"
25930.8,409,16,4,LPo,728473,142,-5437.5,False,True,"11,-30,0,0"
