elapsed_s,phase,stage,code,channel,mean_bank_uv,error_bank_uv,error_real_mv,pp_bank_uv,valid
7.111221800005296,IDAC0 base,0,0,0,951766,-49734,-990.4874238000001,3089,True
8.811521299998276,IDAC0 probe,0,1,0,954914,-46586,-927.7928002000001,2632,True
10.510489099979168,IDAC0 restore,0,0,0,951309,-50191,-999.5888987000001,2803,True
12.210080199991353,IDAC0 probe,0,-1,0,948829,-52671,-1048.9798347,3547,True
13.911219500005245,IDAC0 restore,0,0,0,952014,-49486,-985.5483302000001,2593,True
14.611419699998805,IDAC0 inicio,0,0,0,951423,-50077,-997.3185089,3261,True
15.662926099990727,IDAC0 rampa Newton,0,4,0,962543,-38957,-775.8559249,2040,True
16.711256699985825,IDAC0 rampa Newton,0,8,0,972595,-28905,-575.6633085000001,1792,True
17.75859029998537,IDAC0 rampa Newton,0,12,0,982456,-19044,-379.2745908,1869,True
18.809282500005793,IDAC0 rampa Newton,0,16,0,992660,-8840,-176.054788,1926,True
19.454956100002164,IDAC0 post Newton,0,16,0,992755,-8745,-174.16279649999998,1697,True
21.602100199990673,IDAC0 PI,0,16,0,992641,-8859,-176.4331863,2098,True
23.802858499984723,IDAC0 PI,0,17,0,995140,-6360,-126.66385200000002,1716,True
26.006712000002153,IDAC0 PI,0,18,0,997657,-3843,-76.5360351,1811,True
28.207445299980463,IDAC0 PI,0,19,0,1000404,-1096,-21.827607200000003,1430,True
30.35394269999233,IDAC0 PI,0,19,0,1000194,-1306,-26.0099042,1983,True
31.000260500004515,IDAC0 verificación 1/3,0,19,0,1000690,-810,-16.131717000000002,1564,True
32.647005299979355,IDAC0 verificación 2/3,0,19,0,999870,-1630,-32.462591,1869,True
34.29580649998388,IDAC0 verificación 3/3,0,19,0,1000423,-1077,-21.449208900000002,1735,True
34.94471159999375,espera estabilidad,0,19,1,955238,-46262,-921.3401134000001,2975,True
42.17681819997961,espera estabilidad,0,19,1,962638,-38862,-773.9639334000001,3223,True
45.82131979998667,espera estabilidad,0,19,1,966014,-35486,-706.7285302,3147,True
49.46703100000741,espera estabilidad,0,19,1,967903,-33597,-669.1077729,2079,True
53.110714799986454,espera estabilidad,0,19,1,969638,-31862,-634.5540334000001,2441,True
56.758292499987874,espera estabilidad,0,19,1,971965,-29535,-588.2101995,2498,True
60.40283069998259,espera estabilidad,0,19,1,973663,-27837,-554.3933409000001,2918,True
64.0486958999827,espera estabilidad,0,19,1,974578,-26922,-536.1704754,2574,True
67.69388969999272,espera estabilidad,0,19,1,976219,-25281,-503.48881170000004,3166,True
71.34113539999817,espera estabilidad,0,19,1,977001,-24499,-487.9147343,3566,True
74.98552349998499,espera estabilidad,0,19,1,978355,-23145,-460.94887650000004,3204,True
78.63187939999625,espera estabilidad,0,19,1,979366,-22134,-440.81410380000005,3166,True
82.27700179998646,espera estabilidad,0,19,1,979862,-21638,-430.9359166,3604,True
85.92234580000513,espera estabilidad,0,19,1,980720,-20780,-413.848246,3223,True
89.56897550000576,espera estabilidad,0,19,1,981063,-20437,-407.0171609,3604,True
93.21664400000009,espera estabilidad,0,19,1,981044,-20456,-407.39555920000004,3070,True
93.85895189997973,tau guarda ch0,0,19,0,1000118,-1382,-27.5234974,2441,True
94.55853899999056,tau BP,0,20,1,979061,-22439,-446.8883923,3547,True
97.55558869999368,tau BP,0,20,1,979537,-21963,-437.40851910000003,3604,True
100.55730869999388,tau BP,0,20,1,980911,-20589,-410.0443473,3528,True
103.55689529998926,tau BP,0,20,1,980644,-20856,-415.3618392,3757,True
