timestamp,elapsed_s,actuator,cycle,position,code,channel,tap,bank_uv,physical_error_mv,pp_bank_uv,valid
2026-09-10T08:27:50.851,83.672,IDAC3,1,A1,67,0,PGAgain,999984,-30.192,1735,1
2026-09-10T08:27:51.438,84.259,IDAC3,1,A1,67,0,PGAgain,1001186,-6.254,2422,1
2026-09-10T08:27:52.024,84.845,IDAC3,1,A1,67,0,PGAgain,1000499,-19.936,1735,1
2026-09-10T08:27:52.609,85.43,IDAC3,1,A1,67,1,BPo,993576,-157.812,3070,1
2026-09-10T08:27:53.193,86.014,IDAC3,1,A1,67,1,BPo,992698,-175.298,2441,1
2026-09-10T08:27:53.794,86.615,IDAC3,1,A1,67,1,BPo,993556,-158.21,2689,1
2026-09-10T08:27:54.393,87.214,IDAC3,1,A1,67,2,OPA_SUMo,957889,-868.544,553,1
2026-09-10T08:27:54.978,87.799,IDAC3,1,A1,67,2,OPA_SUMo,957412,-878.043,514,1
2026-09-10T08:27:55.563,88.385,IDAC3,1,A1,67,2,OPA_SUMo,957088,-884.496,572,1
2026-09-10T08:27:56.150,88.972,IDAC3,1,A1,67,3,SUMo,957183,-882.604,667,1
2026-09-10T08:27:56.733,89.554,IDAC3,1,A1,67,3,SUMo,956821,-889.814,514,1
2026-09-10T08:27:57.320,90.141,IDAC3,1,A1,67,3,SUMo,956401,-898.178,534,1
2026-09-10T08:27:57.927,90.749,IDAC3,1,A1,67,4,LPo,1106109,2083.361,57,1
2026-09-10T08:27:58.513,91.334,IDAC3,1,A1,67,4,LPo,1106090,2082.983,76,1
2026-09-10T08:27:59.100,91.921,IDAC3,1,A1,67,4,LPo,1106090,2082.983,95,1
2026-09-10T08:28:04.758,97.579,IDAC3,1,B1,99,0,PGAgain,1000041,-29.057,1010,1
2026-09-10T08:28:05.345,98.166,IDAC3,1,B1,99,0,PGAgain,1001510,0.199,2231,1
2026-09-10T08:28:05.929,98.75,IDAC3,1,B1,99,0,PGAgain,1000556,-18.8,2498,1
2026-09-10T08:28:06.514,99.335,IDAC3,1,B1,99,1,BPo,994758,-134.272,2708,1
2026-09-10T08:28:07.097,99.919,IDAC3,1,B1,99,1,BPo,993938,-150.603,3490,1
2026-09-10T08:28:07.684,100.506,IDAC3,1,B1,99,1,BPo,995159,-126.285,3299,1
2026-09-10T08:28:08.271,101.092,IDAC3,1,B1,99,2,OPA_SUMo,951900,-987.819,1049,1
2026-09-10T08:28:08.857,101.678,IDAC3,1,B1,99,2,OPA_SUMo,951633,-993.136,858,1
2026-09-10T08:28:09.444,102.265,IDAC3,1,B1,99,2,OPA_SUMo,951118,-1003.393,1010,1
2026-09-10T08:28:10.031,102.852,IDAC3,1,B1,99,3,SUMo,951499,-995.805,991,1
2026-09-10T08:28:10.616,103.438,IDAC3,1,B1,99,3,SUMo,951118,-1003.393,858,1
2026-09-10T08:28:11.203,104.024,IDAC3,1,B1,99,3,SUMo,950794,-1009.845,610,1
2026-09-10T08:28:11.789,104.61,IDAC3,1,B1,99,4,LPo,1106128,2083.74,95,1
2026-09-10T08:28:12.375,105.196,IDAC3,1,B1,99,4,LPo,1106090,2082.983,95,1
2026-09-10T08:28:12.983,105.804,IDAC3,1,B1,99,4,LPo,1106090,2082.983,76,1
2026-09-10T08:28:18.640,111.461,IDAC3,1,B2,99,0,PGAgain,999965,-30.571,2193,1
2026-09-10T08:28:19.227,112.048,IDAC3,1,B2,99,0,PGAgain,1001853,7.03,2479,1
2026-09-10T08:28:19.827,112.648,IDAC3,1,B2,99,0,PGAgain,1001110,-7.767,1754,1
2026-09-10T08:28:20.429,113.25,IDAC3,1,B2,99,1,BPo,995502,-119.454,3261,1
2026-09-10T08:28:21.016,113.837,IDAC3,1,B2,99,1,BPo,996112,-107.306,3700,1
2026-09-10T08:28:21.603,114.424,IDAC3,1,B2,99,1,BPo,995674,-116.029,3128,1
2026-09-10T08:28:22.202,115.023,IDAC3,1,B2,99,2,OPA_SUMo,947341,-1078.614,1049,1
2026-09-10T08:28:22.784,115.606,IDAC3,1,B2,99,2,OPA_SUMo,947036,-1084.689,934,1
2026-09-10T08:28:23.369,116.19,IDAC3,1,B2,99,2,OPA_SUMo,946598,-1093.412,1049,1
2026-09-10T08:28:23.956,116.777,IDAC3,1,B2,99,3,SUMo,946979,-1085.824,877,1
2026-09-10T08:28:24.542,117.363,IDAC3,1,B2,99,3,SUMo,946731,-1090.763,820,1
2026-09-10T08:28:25.129,117.95,IDAC3,1,B2,99,3,SUMo,946407,-1097.216,896,1
2026-09-10T08:28:25.714,118.535,IDAC3,1,B2,99,4,LPo,1106147,2084.118,133,1
2026-09-10T08:28:26.300,119.122,IDAC3,1,B2,99,4,LPo,1106128,2083.74,171,1
2026-09-10T08:28:26.886,119.707,IDAC3,1,B2,99,4,LPo,1106071,2082.605,114,1
2026-09-10T08:28:32.544,125.365,IDAC3,1,A2,67,0,PGAgain,1000099,-27.902,2174,1
2026-09-10T08:28:33.125,125.947,IDAC3,1,A2,67,0,PGAgain,1001605,2.091,2098,1
2026-09-10T08:28:33.712,126.534,IDAC3,1,A2,67,0,PGAgain,1000080,-28.28,2098,1
2026-09-10T08:28:34.299,127.121,IDAC3,1,A2,67,1,BPo,995559,-118.319,3204,1
2026-09-10T08:28:34.901,127.722,IDAC3,1,A2,67,1,BPo,995807,-113.38,3166,1
2026-09-10T08:28:35.488,128.309,IDAC3,1,A2,67,1,BPo,996284,-103.88,3337,1
2026-09-10T08:28:36.075,128.896,IDAC3,1,A2,67,2,OPA_SUMo,944080,-1143.559,1468,1
2026-09-10T08:28:36.661,129.483,IDAC3,1,A2,67,2,OPA_SUMo,943756,-1150.012,1716,1
2026-09-10T08:28:37.248,130.069,IDAC3,1,A2,67,2,OPA_SUMo,943374,-1157.62,1430,1
2026-09-10T08:28:37.832,130.653,IDAC3,1,A2,67,3,SUMo,944118,-1142.803,1544,1
2026-09-10T08:28:38.417,131.239,IDAC3,1,A2,67,3,SUMo,943660,-1151.924,1239,1
2026-09-10T08:28:39.004,131.826,IDAC3,1,A2,67,3,SUMo,943450,-1156.106,1373,1
2026-09-10T08:28:39.592,132.413,IDAC3,1,A2,67,4,LPo,1106128,2083.74,114,1
2026-09-10T08:28:40.178,133.0,IDAC3,1,A2,67,4,LPo,1106109,2083.361,95,1
2026-09-10T08:28:40.763,133.585,IDAC3,1,A2,67,4,LPo,1106109,2083.361,76,1
2026-09-10T08:28:46.404,139.225,IDAC3,2,A1,67,0,PGAgain,1000251,-24.875,2326,1
2026-09-10T08:28:46.990,139.811,IDAC3,2,A1,67,0,PGAgain,1001644,2.868,2574,1
2026-09-10T08:28:47.574,140.395,IDAC3,2,A1,67,0,PGAgain,1001033,-9.301,2193,1
2026-09-10T08:28:48.177,140.999,IDAC3,2,A1,67,1,BPo,996913,-91.353,3757,1
2026-09-10T08:28:48.764,141.586,IDAC3,2,A1,67,1,BPo,996780,-94.002,3299,1
2026-09-10T08:28:49.351,142.173,IDAC3,2,A1,67,1,BPo,996036,-108.819,3471,1
2026-09-10T08:28:49.938,142.759,IDAC3,2,A1,67,2,OPA_SUMo,941982,-1185.343,1029,1
2026-09-10T08:28:50.543,143.364,IDAC3,2,A1,67,2,OPA_SUMo,941352,-1197.89,1163,1
2026-09-10T08:28:51.129,143.95,IDAC3,2,A1,67,2,OPA_SUMo,941143,-1202.052,991,1
2026-09-10T08:28:51.716,144.537,IDAC3,2,A1,67,3,SUMo,942096,-1183.072,1277,1
2026-09-10T08:28:52.303,145.124,IDAC3,2,A1,67,3,SUMo,941734,-1190.282,858,1
2026-09-10T08:28:52.908,145.729,IDAC3,2,A1,67,3,SUMo,941352,-1197.89,1163,1
2026-09-10T08:28:53.515,146.336,IDAC3,2,A1,67,4,LPo,1106109,2083.361,95,1
2026-09-10T08:28:54.102,146.923,IDAC3,2,A1,67,4,LPo,1106090,2082.983,133,1
2026-09-10T08:28:54.704,147.525,IDAC3,2,A1,67,4,LPo,1106090,2082.983,114,1
2026-09-10T08:29:00.366,153.187,IDAC3,2,B1,99,0,PGAgain,1000366,-22.584,2193,1
2026-09-10T08:29:00.952,153.773,IDAC3,2,B1,99,0,PGAgain,1001586,1.713,3051,1
2026-09-10T08:29:01.539,154.36,IDAC3,2,B1,99,0,PGAgain,1000938,-11.193,3223,1
2026-09-10T08:29:02.123,154.944,IDAC3,2,B1,99,1,BPo,995883,-111.866,4215,1
2026-09-10T08:29:02.710,155.531,IDAC3,2,B1,99,1,BPo,996818,-93.245,3814,1
2026-09-10T08:29:03.297,156.118,IDAC3,2,B1,99,1,BPo,996170,-106.151,3089,1
2026-09-10T08:29:03.884,156.705,IDAC3,2,B1,99,2,OPA_SUMo,940818,-1208.525,1811,1
2026-09-10T08:29:04.471,157.292,IDAC3,2,B1,99,2,OPA_SUMo,940132,-1222.187,1773,1
2026-09-10T08:29:05.057,157.878,IDAC3,2,B1,99,2,OPA_SUMo,940208,-1220.673,2021,1
2026-09-10T08:29:05.644,158.465,IDAC3,2,B1,99,3,SUMo,940895,-1206.991,1392,1
2026-09-10T08:29:06.231,159.052,IDAC3,2,B1,99,3,SUMo,940685,-1211.173,1049,1
2026-09-10T08:29:06.817,159.638,IDAC3,2,B1,99,3,SUMo,940475,-1215.356,1201,1
2026-09-10T08:29:07.403,160.224,IDAC3,2,B1,99,4,LPo,1106090,2082.983,95,1
2026-09-10T08:29:08.004,160.826,IDAC3,2,B1,99,4,LPo,1106090,2082.983,114,1
2026-09-10T08:29:08.608,161.429,IDAC3,2,B1,99,4,LPo,1106090,2082.983,114,1
2026-09-10T08:29:14.249,167.07,IDAC3,2,B2,99,0,PGAgain,1000499,-19.936,2307,1
2026-09-10T08:29:14.848,167.669,IDAC3,2,B2,99,0,PGAgain,1000442,-21.071,2536,1
2026-09-10T08:29:15.434,168.255,IDAC3,2,B2,99,0,PGAgain,1001110,-7.767,2937,1
2026-09-10T08:29:16.021,168.842,IDAC3,2,B2,99,1,BPo,996551,-98.563,3910,1
2026-09-10T08:29:16.625,169.446,IDAC3,2,B2,99,1,BPo,996818,-93.245,2727,1
2026-09-10T08:29:17.225,170.046,IDAC3,2,B2,99,1,BPo,996112,-107.306,3280,1
2026-09-10T08:29:21.716,174.538,IDAC3,2,B2,99,2,OPA_SUMo,939254,-1239.673,1010,1
2026-09-10T08:29:22.262,175.084,IDAC3,2,B2,99,2,OPA_SUMo,938892,-1246.882,1258,1
2026-09-10T08:29:22.805,175.626,IDAC3,2,B2,99,2,OPA_SUMo,938549,-1253.713,1068,1
2026-09-10T08:29:25.542,178.363,IDAC3,2,B2,99,3,SUMo,938758,-1249.551,801,1
2026-09-10T08:29:26.141,178.963,IDAC3,2,B2,99,3,SUMo,938549,-1253.713,1125,1
2026-09-10T08:29:26.727,179.549,IDAC3,2,B2,99,3,SUMo,938091,-1262.835,1087,1
2026-09-10T08:29:27.314,180.136,IDAC3,2,B2,99,4,LPo,1106071,2082.605,95,1
2026-09-10T08:29:27.901,180.723,IDAC3,2,B2,99,4,LPo,1106090,2082.983,152,1
2026-09-10T08:29:28.488,181.309,IDAC3,2,B2,99,4,LPo,1106109,2083.361,171,1
2026-09-10T08:29:34.131,186.952,IDAC3,2,A2,67,0,PGAgain,1000766,-14.618,3032,1
2026-09-10T08:29:34.718,187.539,IDAC3,2,A2,67,0,PGAgain,1001110,-7.767,2307,1
2026-09-10T08:29:35.305,188.126,IDAC3,2,A2,67,0,PGAgain,1001663,3.246,2021,1
2026-09-10T08:29:35.889,188.71,IDAC3,2,A2,67,1,BPo,996437,-100.833,4062,1
2026-09-10T08:29:36.495,189.316,IDAC3,2,A2,67,1,BPo,998497,-59.807,3223,1
2026-09-10T08:29:37.082,189.903,IDAC3,2,A2,67,1,BPo,996551,-98.563,2975,1
2026-09-10T08:29:37.668,190.49,IDAC3,2,A2,67,2,OPA_SUMo,938358,-1257.517,1144,1
2026-09-10T08:29:38.255,191.076,IDAC3,2,A2,67,2,OPA_SUMo,938072,-1263.213,1258,1
2026-09-10T08:29:38.842,191.663,IDAC3,2,A2,67,2,OPA_SUMo,937862,-1267.395,1792,1
2026-09-10T08:29:39.429,192.25,IDAC3,2,A2,67,3,SUMo,938625,-1252.2,1525,1
2026-09-10T08:29:40.016,192.837,IDAC3,2,A2,67,3,SUMo,938549,-1253.713,2574,1
2026-09-10T08:29:40.600,193.421,IDAC3,2,A2,67,3,SUMo,938339,-1257.896,1316,1
2026-09-10T08:29:41.208,194.029,IDAC3,2,A2,67,4,LPo,1106090,2082.983,114,1
2026-09-10T08:29:41.793,194.614,IDAC3,2,A2,67,4,LPo,1106109,2083.361,95,1
2026-09-10T08:29:42.379,195.2,IDAC3,2,A2,67,4,LPo,1106128,2083.74,95,1
2026-09-10T08:29:48.021,200.842,IDAC3,3,A1,67,0,PGAgain,1000728,-15.375,3280,1
2026-09-10T08:29:48.624,201.446,IDAC3,3,A1,67,0,PGAgain,999774,-34.374,2040,1
2026-09-10T08:29:49.210,202.031,IDAC3,3,A1,67,0,PGAgain,1001682,3.625,2174,1
2026-09-10T08:29:49.795,202.616,IDAC3,3,A1,67,1,BPo,996799,-93.624,2593,1
2026-09-10T08:29:50.381,203.202,IDAC3,3,A1,67,1,BPo,997104,-87.549,2574,1
2026-09-10T08:29:50.968,203.789,IDAC3,3,A1,67,1,BPo,996551,-98.563,2498,1
2026-09-10T08:29:51.555,204.376,IDAC3,3,A1,67,2,OPA_SUMo,938453,-1255.625,1010,1
2026-09-10T08:29:52.142,204.963,IDAC3,3,A1,67,2,OPA_SUMo,938262,-1259.429,1029,1
2026-09-10T08:29:52.725,205.547,IDAC3,3,A1,67,2,OPA_SUMo,938167,-1261.321,953,1
2026-09-10T08:29:53.313,206.134,IDAC3,3,A1,67,3,SUMo,938510,-1254.49,1125,1
2026-09-10T08:29:53.899,206.72,IDAC3,3,A1,67,3,SUMo,938682,-1251.064,953,1
2026-09-10T08:29:54.485,207.306,IDAC3,3,A1,67,3,SUMo,938396,-1256.76,1106,1
2026-09-10T08:29:55.072,207.893,IDAC3,3,A1,67,4,LPo,1106109,2083.361,133,1
2026-09-10T08:29:55.657,208.478,IDAC3,3,A1,67,4,LPo,1106109,2083.361,114,1
