timestamp,elapsed_s,direction,idac1,channel,tap,mean_uv,error_uv,pp_uv
2026-09-08T14:40:43.160,56.782,aproximacion,-58,0,PGAgain,992069,-7931,1907
2026-09-08T14:40:43.160,56.782,aproximacion,-58,1,BPo,988998,-11002,2079
2026-09-08T14:40:43.160,56.782,aproximacion,-58,2,OPA_SUMo,1015205,15205,400
2026-09-08T14:40:43.160,56.782,aproximacion,-58,3,SUMo,1119346,119346,76
2026-09-08T14:40:43.160,56.782,aproximacion,-58,4,LPo,742549,-257451,152
2026-09-08T14:40:59.060,72.683,aproximacion,-59,0,PGAgain,992183,-7817,2670
2026-09-08T14:40:59.060,72.683,aproximacion,-59,1,BPo,990982,-9018,3604
2026-09-08T14:40:59.060,72.683,aproximacion,-59,2,OPA_SUMo,1005706,5706,534
2026-09-08T14:40:59.060,72.683,aproximacion,-59,3,SUMo,1113719,113719,7228
2026-09-08T14:40:59.060,72.683,aproximacion,-59,4,LPo,742511,-257489,171
2026-09-08T14:41:11.984,85.607,hold,-59,0,PGAgain,991973,-8027,2670
2026-09-08T14:41:11.984,85.607,hold,-59,1,BPo,992412,-7588,3185
2026-09-08T14:41:11.984,85.607,hold,-59,2,OPA_SUMo,1000690,690,572
2026-09-08T14:41:11.984,85.607,hold,-59,3,SUMo,1028976,28976,11310
2026-09-08T14:41:11.984,85.607,hold,-59,4,LPo,742435,-257565,152
2026-09-08T14:41:24.916,98.539,hold,-59,0,PGAgain,991992,-8008,2098
2026-09-08T14:41:24.916,98.539,hold,-59,1,BPo,992755,-7245,3414
2026-09-08T14:41:24.916,98.539,hold,-59,2,OPA_SUMo,998821,-1179,762
2026-09-08T14:41:24.916,98.539,hold,-59,3,SUMo,990161,-9839,18272
2026-09-08T14:41:24.916,98.539,hold,-59,4,LPo,1048259,48259,14820
2026-09-08T14:41:37.846,111.469,hold,-59,0,PGAgain,992145,-7855,1926
2026-09-08T14:41:37.846,111.469,hold,-59,1,BPo,993022,-6978,3204
2026-09-08T14:41:37.846,111.469,hold,-59,2,OPA_SUMo,998477,-1523,610
2026-09-08T14:41:37.846,111.469,hold,-59,3,SUMo,983753,-16247,13904
2026-09-08T14:41:37.846,111.469,hold,-59,4,LPo,1088600,88600,16479
2026-09-08T14:41:50.778,124.401,hold,-59,0,PGAgain,992164,-7836,2193
2026-09-08T14:41:50.778,124.401,hold,-59,1,BPo,993232,-6768,3070
2026-09-08T14:41:50.778,124.401,hold,-59,2,OPA_SUMo,998382,-1618,629
2026-09-08T14:41:50.778,124.401,hold,-59,3,SUMo,980606,-19394,18444
2026-09-08T14:41:50.778,124.401,hold,-59,4,LPo,1101360,101360,16841
2026-09-08T14:42:03.708,137.331,hold,-59,0,PGAgain,992488,-7512,2059
2026-09-08T14:42:03.708,137.331,hold,-59,1,BPo,992946,-7054,2384
2026-09-08T14:42:03.708,137.331,hold,-59,2,OPA_SUMo,998382,-1618,419
2026-09-08T14:42:03.708,137.331,hold,-59,3,SUMo,980739,-19261,10337
2026-09-08T14:42:03.708,137.331,hold,-59,4,LPo,1107978,107978,22869
2026-09-08T14:42:16.643,150.266,hold,-59,0,PGAgain,992565,-7435,1201
2026-09-08T14:42:16.643,150.266,hold,-59,1,BPo,993366,-6634,2593
2026-09-08T14:42:16.643,150.266,hold,-59,2,OPA_SUMo,998344,-1656,553
2026-09-08T14:42:16.643,150.266,hold,-59,3,SUMo,980758,-19242,9403
2026-09-08T14:42:16.643,150.266,hold,-59,4,LPo,1104488,104488,13141
