timestamp,elapsed_s,phase,idac2,channel,tap,bank_mv,pp_bank_mv,adc_ok,usable
2026-09-09T12:15:08.228,43.021,-1,0,3,SUMo,1100.273,0.648,1,1
2026-09-09T12:15:08.362,43.155,-1,0,4,LPo,732.212,0.152,1,0
2026-09-09T12:15:12.888,47.68,-1,0,0,PGAgain,952.281,3.89,1,1
2026-09-09T12:15:13.002,47.794,-1,0,1,BPo,990.238,2.708,1,1
2026-09-09T12:15:13.115,47.908,-1,0,2,OPA_SUMo,1101.188,0.686,1,1
2026-09-09T12:15:13.229,48.021,-1,0,3,SUMo,1100.444,0.514,1,1
2026-09-09T12:15:13.364,48.156,-1,0,4,LPo,732.25,0.114,1,0
2026-09-09T12:15:17.889,52.681,-1,0,0,PGAgain,952.186,3.376,1,1
2026-09-09T12:15:18.003,52.796,-1,0,1,BPo,990.352,3.376,1,1
2026-09-09T12:15:18.117,52.909,-1,0,2,OPA_SUMo,1101.36,0.514,1,1
2026-09-09T12:15:18.230,53.022,-1,0,3,SUMo,1100.578,0.61,1,1
2026-09-09T12:15:18.364,53.157,-1,0,4,LPo,732.212,0.114,1,0
2026-09-09T12:15:22.888,57.68,-1,0,0,PGAgain,952.453,3.299,1,1
2026-09-09T12:15:23.001,57.794,-1,0,1,BPo,990.161,3.414,1,1
2026-09-09T12:15:23.115,57.907,-1,0,2,OPA_SUMo,1101.379,0.667,1,1
2026-09-09T12:15:23.228,58.021,-1,0,3,SUMo,1100.635,0.534,1,1
2026-09-09T12:15:23.340,58.133,-1,0,4,LPo,732.192,0.114,1,0
2026-09-09T12:15:27.890,62.683,-1,0,0,PGAgain,952.434,3.299,1,1
2026-09-09T12:15:28.004,62.797,-1,0,1,BPo,990.161,2.822,1,1
2026-09-09T12:15:28.118,62.911,-1,0,2,OPA_SUMo,1101.398,0.591,1,1
2026-09-09T12:15:28.233,63.025,-1,0,3,SUMo,1100.654,0.553,1,1
2026-09-09T12:15:28.368,63.16,-1,0,4,LPo,732.192,0.152,1,0
2026-09-09T12:15:32.888,67.681,-1,0,0,PGAgain,952.434,3.91,1,1
2026-09-09T12:15:33.001,67.794,-1,0,1,BPo,990.219,3.948,1,1
2026-09-09T12:15:33.115,67.908,-1,0,2,OPA_SUMo,1101.455,0.705,1,1
2026-09-09T12:15:33.227,68.02,-1,0,3,SUMo,1100.673,0.648,1,1
2026-09-09T12:15:36.779,71.571,-1,0,4,LPo,732.192,0.171,1,0
2026-09-09T12:15:37.890,72.682,-1,0,0,PGAgain,952.301,3.814,1,1
2026-09-09T12:15:38.004,72.796,-1,0,1,BPo,989.437,3.566,1,1
2026-09-09T12:15:38.119,72.911,-1,0,2,OPA_SUMo,1103.706,0.991,1,1
2026-09-09T12:15:38.234,73.026,-1,0,3,SUMo,1103.019,0.82,1,1
2026-09-09T12:15:38.347,73.14,-1,0,4,LPo,732.192,0.133,1,0
2026-09-09T12:15:42.889,77.681,-1,0,0,PGAgain,952.682,3.681,1,1
2026-09-09T12:15:43.003,77.796,-1,0,1,BPo,989.685,3.051,1,1
2026-09-09T12:15:43.118,77.91,-1,0,2,OPA_SUMo,1103.382,0.553,1,1
2026-09-09T12:15:43.231,78.024,-1,0,3,SUMo,1102.638,0.858,1,1
2026-09-09T12:15:43.346,78.138,-1,0,4,LPo,732.192,0.152,1,0
2026-09-09T12:15:47.889,82.681,-1,0,0,PGAgain,952.377,3.376,1,1
2026-09-09T12:15:48.002,82.794,-1,0,1,BPo,989.685,2.689,1,1
2026-09-09T12:15:48.116,82.908,-1,0,2,OPA_SUMo,1103.076,0.686,1,1
2026-09-09T12:15:48.229,83.021,-1,0,3,SUMo,1102.352,0.514,1,1
2026-09-09T12:15:48.342,83.134,-1,0,4,LPo,732.192,0.133,1,0
2026-09-09T12:15:52.910,87.702,-1,0,0,PGAgain,952.529,3.395,1,1
2026-09-09T12:15:53.023,87.816,-1,0,1,BPo,989.933,3.032,1,1
2026-09-09T12:15:53.138,87.93,-1,0,2,OPA_SUMo,1102.886,0.572,1,1
2026-09-09T12:15:53.251,88.044,-1,0,3,SUMo,1102.161,0.686,1,1
2026-09-09T12:15:53.385,88.177,-1,0,4,LPo,732.212,0.114,1,0
2026-09-09T12:15:57.889,92.682,-1,0,0,PGAgain,952.224,2.899,1,1
2026-09-09T12:15:58.002,92.795,-1,0,1,BPo,989.913,4.329,1,1
2026-09-09T12:15:58.116,92.909,-1,0,2,OPA_SUMo,1102.771,0.572,1,1
2026-09-09T12:15:58.230,93.022,-1,0,3,SUMo,1101.97,0.514,1,1
2026-09-09T12:15:58.363,93.156,-1,0,4,LPo,732.192,0.133,1,0
2026-09-09T12:16:02.889,97.682,-1,0,0,PGAgain,952.548,3.681,1,1
2026-09-09T12:16:03.004,97.796,-1,0,1,BPo,989.685,3.833,1,1
2026-09-09T12:16:03.117,97.91,-1,0,2,OPA_SUMo,1102.619,0.858,1,1
2026-09-09T12:16:03.231,98.023,-1,0,3,SUMo,1101.856,0.762,1,1
2026-09-09T12:16:03.365,98.158,-1,0,4,LPo,732.212,0.133,1,0
2026-09-09T12:16:07.888,102.68,-1,0,0,PGAgain,952.434,2.708,1,1
2026-09-09T12:16:11.439,106.231,-1,0,1,BPo,989.036,3.49,1,1
2026-09-09T12:16:11.736,106.529,-1,0,2,OPA_SUMo,1103.668,0.724,1,1
2026-09-09T12:16:11.849,106.642,-1,0,3,SUMo,1102.981,0.877,1,1
2026-09-09T12:16:11.962,106.755,-1,0,4,LPo,732.192,0.171,1,0
2026-09-09T12:16:12.888,107.681,-1,0,0,PGAgain,952.32,2.803,1,1
2026-09-09T12:16:13.001,107.794,-1,0,1,BPo,989.646,3.662,1,1
2026-09-09T12:16:13.115,107.907,-1,0,2,OPA_SUMo,1103.82,0.705,1,1
2026-09-09T12:16:13.228,108.021,-1,0,3,SUMo,1103.076,0.801,1,1
2026-09-09T12:16:13.341,108.134,-1,0,4,LPo,732.212,0.152,1,0
2026-09-09T12:16:17.889,112.681,-1,0,0,PGAgain,952.625,2.174,1,1
2026-09-09T12:16:18.002,112.795,-1,0,1,BPo,989.284,2.021,1,1
2026-09-09T12:16:18.115,112.907,-1,0,2,OPA_SUMo,1103.477,0.705,1,1
2026-09-09T12:16:18.229,113.022,-1,0,3,SUMo,1102.676,0.553,1,1
2026-09-09T12:16:18.364,113.156,-1,0,4,LPo,732.212,0.133,1,0
2026-09-09T12:16:22.889,117.681,-1,0,0,PGAgain,952.568,2.956,1,1
2026-09-09T12:16:23.003,117.795,-1,0,1,BPo,989.456,2.117,1,1
2026-09-09T12:16:23.116,117.909,-1,0,2,OPA_SUMo,1103.229,0.667,1,1
2026-09-09T12:16:23.229,118.022,-1,0,3,SUMo,1102.371,0.667,1,1
2026-09-09T12:16:23.343,118.135,-1,0,4,LPo,732.173,0.095,1,0
2026-09-09T12:16:27.888,122.68,-1,0,0,PGAgain,952.587,1.907,1,1
2026-09-09T12:16:28.002,122.794,-1,0,1,BPo,989.112,1.277,1,1
2026-09-09T12:16:28.115,122.908,-1,0,2,OPA_SUMo,1102.962,0.438,1,1
2026-09-09T12:16:28.231,123.023,-1,0,3,SUMo,1102.199,0.286,1,1
2026-09-09T12:16:28.364,123.157,-1,0,4,LPo,732.154,0.133,1,0
