t_s,bloque,idac2,ch,tap,media_banco_uv,pp_banco_uv,real_mv,valido
1921.6,3,210,2,OPA_SUMo,1095581,95,1873.7,True
1922.2,3,210,3,SUMo,1094188,95,1845.9,True
1922.9,3,210,4,LPo,720977,133,-5586.8,False
1933.5,3,210,0,PGAgain,975780,133,-512.2,True
1937.3,3,210,1,BPo,974998,343,-527.8,True
1938.5,3,210,2,OPA_SUMo,1095581,114,1873.7,True
1939.2,3,210,3,SUMo,1094188,114,1845.9,True
1939.8,3,210,4,LPo,720996,190,-5586.4,False
1950.5,3,210,0,PGAgain,975780,114,-512.2,True
1952.6,3,210,1,BPo,974988,419,-528.0,True
1955.1,3,210,2,OPA_SUMo,1095590,114,1873.9,True
1956.1,3,210,3,SUMo,1094188,95,1845.9,True
1956.7,3,210,4,LPo,720958,133,-5587.2,False
1967.4,3,210,0,PGAgain,975799,95,-511.9,True
1968.0,3,210,1,BPo,975036,305,-527.0,True
1971.8,3,210,2,OPA_SUMo,1095619,133,1874.4,True
1973.0,3,210,3,SUMo,1094226,95,1846.7,True
1973.7,3,210,4,LPo,720977,209,-5586.8,False
1984.3,3,210,0,PGAgain,975799,114,-511.9,True
1985.0,3,210,1,BPo,975017,381,-527.4,True
1985.6,3,210,2,OPA_SUMo,1095561,133,1873.3,True
1986.3,3,210,3,SUMo,1094169,114,1845.6,True
1986.9,3,210,4,LPo,720996,190,-5586.4,False
1997.6,3,210,0,PGAgain,975742,114,-513.0,True
1998.2,3,210,1,BPo,975017,343,-527.4,True
1998.9,3,210,2,OPA_SUMo,1095600,114,1874.1,True
1999.5,3,210,3,SUMo,1094169,114,1845.6,True
2003.2,3,210,4,LPo,720977,133,-5586.8,False
2013.8,3,210,0,PGAgain,975761,114,-512.6,True
2014.5,3,210,1,BPo,974998,362,-527.8,True
2015.1,3,210,2,OPA_SUMo,1095600,95,1874.1,True
2015.8,3,210,3,SUMo,1094169,114,1845.6,True
2016.4,3,210,4,LPo,721015,152,-5586.1,False
2027.1,3,210,0,PGAgain,975780,133,-512.2,True
2027.7,3,210,1,BPo,974998,305,-527.8,True
2028.4,3,210,2,OPA_SUMo,1095581,114,1873.7,True
2029.0,3,210,3,SUMo,1094188,114,1845.9,True
2029.7,3,210,4,LPo,720939,152,-5587.6,False
2040.3,3,210,0,PGAgain,975780,152,-512.2,True
2041.0,3,210,1,BPo,975036,381,-527.0,True
2041.6,3,210,2,OPA_SUMo,1095600,114,1874.1,True
2042.3,3,210,3,SUMo,1094188,133,1845.9,True
2042.9,3,210,4,LPo,720977,152,-5586.8,False
2053.6,3,210,0,PGAgain,975761,95,-512.6,True
2054.2,3,210,1,BPo,975017,305,-527.4,True
2054.9,3,210,2,OPA_SUMo,1095600,114,1874.1,True
2055.5,3,210,3,SUMo,1094169,133,1845.6,True
2056.2,3,210,4,LPo,720958,152,-5587.2,False
2066.8,3,210,0,PGAgain,975780,95,-512.2,True
2067.5,3,210,1,BPo,975017,343,-527.4,True
2068.1,3,210,2,OPA_SUMo,1095581,95,1873.7,True
2068.8,3,210,3,SUMo,1094169,133,1845.6,True
2069.4,3,210,4,LPo,720977,152,-5586.8,False
2080.0,3,210,0,PGAgain,975780,114,-512.2,True
2080.7,3,210,1,BPo,974998,400,-527.8,True
2081.3,3,210,2,OPA_SUMo,1095581,114,1873.7,True
2082.0,3,210,3,SUMo,1094150,114,1845.2,True
2082.7,3,210,4,LPo,720958,190,-5587.2,False
2093.3,3,210,0,PGAgain,975780,133,-512.2,True
2094.0,3,210,1,BPo,975017,381,-527.4,True
2094.6,3,210,2,OPA_SUMo,1095619,95,1874.4,True
2095.3,3,210,3,SUMo,1094207,114,1846.3,True
2095.9,3,210,4,LPo,720977,133,-5586.8,False
2106.6,3,210,0,PGAgain,975799,95,-511.9,True
2107.2,3,210,1,BPo,974979,381,-528.2,True
2107.9,3,210,2,OPA_SUMo,1095581,114,1873.7,True
2108.5,3,210,3,SUMo,1094188,114,1845.9,True
2109.1,3,210,4,LPo,721015,228,-5586.1,False
2119.8,3,210,0,PGAgain,975780,133,-512.2,True
2120.4,3,210,1,BPo,974979,305,-528.2,True
2121.1,3,210,2,OPA_SUMo,1095581,95,1873.7,True
2121.8,3,210,3,SUMo,1094188,152,1845.9,True
2122.4,3,210,4,LPo,721015,114,-5586.1,False
2133.1,3,210,0,PGAgain,975780,114,-512.2,True
2133.7,3,210,1,BPo,974998,400,-527.8,True
2134.4,3,210,2,OPA_SUMo,1095561,95,1873.3,True
2135.0,3,210,3,SUMo,1094169,133,1845.6,True
2135.7,3,210,4,LPo,721015,209,-5586.1,False
2146.3,3,210,0,PGAgain,975761,152,-512.6,True
2147.0,3,210,1,BPo,975017,457,-527.4,True
2147.6,3,210,2,OPA_SUMo,1095600,114,1874.1,True
2148.3,3,210,3,SUMo,1094188,114,1845.9,True
2148.9,3,210,4,LPo,720958,152,-5587.2,False
2159.6,3,210,0,PGAgain,975780,114,-512.2,True
2160.2,3,210,1,BPo,975017,381,-527.4,True
2160.9,3,210,2,OPA_SUMo,1095600,95,1874.1,True
2161.5,3,210,3,SUMo,1094207,95,1846.3,True
2162.2,3,210,4,LPo,721015,190,-5586.1,False
2172.8,3,210,0,PGAgain,975780,95,-512.2,True
2173.5,3,210,1,BPo,974979,438,-528.2,True
2174.1,3,210,2,OPA_SUMo,1095600,95,1874.1,True
2174.8,3,210,3,SUMo,1094188,95,1845.9,True
2175.4,3,210,4,LPo,720996,171,-5586.4,False
2186.1,3,210,0,PGAgain,975742,133,-513.0,True
2186.7,3,210,1,BPo,974979,381,-528.2,True
2188.9,3,210,2,OPA_SUMo,1095581,104,1873.7,True
2191.4,3,210,3,SUMo,1094169,104,1845.6,True
2192.3,3,210,4,LPo,721015,171,-5586.1,False
2203.0,3,210,0,PGAgain,975761,95,-512.6,True
2203.6,3,210,1,BPo,974998,457,-527.8,True
2204.3,3,210,2,OPA_SUMo,1095561,114,1873.3,True
2207.9,3,210,3,SUMo,1094131,133,1844.8,True
2209.3,3,210,4,LPo,720958,133,-5587.2,False
2220.0,3,210,0,PGAgain,975761,114,-512.6,True
2220.6,3,210,1,BPo,974979,362,-528.2,True
2221.3,3,210,2,OPA_SUMo,1095561,133,1873.3,True
2223.4,3,210,3,SUMo,1094169,124,1845.6,True
2226.0,3,210,4,LPo,720996,180,-5586.4,False
2236.6,3,210,0,PGAgain,975780,114,-512.2,True
2237.3,3,210,1,BPo,974998,286,-527.8,True
2237.9,3,210,2,OPA_SUMo,1095581,114,1873.7,True
2238.6,3,210,3,SUMo,1094169,95,1845.6,True
2239.2,3,210,4,LPo,721015,152,-5586.1,False
