timestamp,elapsed_s,pga,pgaout,idac0,idac1,idac2,idac3,channel,mean_uv,error_uv,pp_uv
2026-09-08T08:26:26.835,4.071,50,24,0,0,0,0,0,985679,-14321,2498
2026-09-08T08:26:27.420,4.656,50,24,0,0,0,0,1,1000537,537,3547
2026-09-08T08:26:28.006,5.243,50,24,0,0,0,0,2,1048316,48316,553
2026-09-08T08:26:28.592,5.828,50,24,0,0,0,0,3,1119461,119461,114
2026-09-08T08:26:29.175,6.411,50,24,0,0,0,0,4,742988,-257012,133
2026-09-08T08:26:31.760,8.996,50,24,0,0,0,0,0,986747,-13253,2593
2026-09-08T08:26:32.352,9.588,50,24,0,0,0,0,1,1000423,423,3395
2026-09-08T08:26:32.936,10.173,50,24,0,0,0,0,2,1048717,48717,648
2026-09-08T08:26:33.522,10.758,50,24,0,0,0,0,3,1119422,119422,76
2026-09-08T08:26:34.106,11.343,50,24,0,0,0,0,4,742969,-257031,171
2026-09-08T08:26:36.694,13.931,50,24,0,0,0,0,0,986518,-13482,2822
2026-09-08T08:26:37.282,14.518,50,24,0,0,0,0,1,1000251,251,2956
2026-09-08T08:26:37.866,15.102,50,24,0,0,0,0,2,1049041,49041,476
2026-09-08T08:26:38.450,15.686,50,24,0,0,0,0,3,1119441,119441,114
2026-09-08T08:26:39.032,16.268,50,24,0,0,0,0,4,742931,-257069,247
2026-09-08T08:26:41.618,18.854,50,24,0,0,0,0,0,986347,-13653,2269
2026-09-08T08:26:42.206,19.442,50,24,0,0,0,0,1,1000022,22,2746
2026-09-08T08:26:42.794,20.031,50,24,0,0,0,0,2,1049308,49308,667
2026-09-08T08:26:43.377,20.614,50,24,0,0,0,0,3,1119461,119461,114
2026-09-08T08:26:43.960,21.196,50,24,0,0,0,0,4,743026,-256974,171
2026-09-08T08:26:46.549,23.785,50,24,0,0,0,0,0,986061,-13939,2288
2026-09-08T08:26:47.133,24.37,50,24,0,0,0,0,1,999584,-416,3700
2026-09-08T08:26:47.720,24.956,50,24,0,0,0,0,2,1049537,49537,686
2026-09-08T08:26:48.304,25.54,50,24,0,0,0,0,3,1119441,119441,114
2026-09-08T08:26:48.886,26.123,50,24,0,0,0,0,4,742931,-257069,171
2026-09-08T08:26:51.472,28.708,50,24,0,0,0,0,0,986347,-13653,5054
2026-09-08T08:26:52.060,29.296,50,24,0,0,0,0,1,999355,-645,2651
2026-09-08T08:26:52.645,29.881,50,24,0,0,0,0,2,1049728,49728,743
2026-09-08T08:26:53.230,30.466,50,24,0,0,0,0,3,1119422,119422,95
2026-09-08T08:26:53.814,31.05,50,24,0,0,0,0,4,743007,-256993,190
2026-09-08T08:26:56.400,33.636,50,24,0,0,0,0,0,986156,-13844,1544
2026-09-08T08:26:56.990,34.226,50,24,0,0,0,0,1,998935,-1065,3089
2026-09-08T08:26:57.579,34.815,50,24,0,0,0,0,2,1049804,49804,553
2026-09-08T08:26:58.164,35.4,50,24,0,0,0,0,3,1119441,119441,114
2026-09-08T08:26:58.747,35.983,50,24,0,0,0,0,4,743007,-256993,171
2026-09-08T08:27:01.333,38.569,50,24,0,0,0,0,0,986232,-13768,2002
2026-09-08T08:27:01.920,39.157,50,24,0,0,0,0,1,998840,-1160,1850
2026-09-08T08:27:02.508,39.744,50,24,0,0,0,0,2,1049880,49880,362
2026-09-08T08:27:03.092,40.328,50,24,0,0,0,0,3,1119441,119441,152
2026-09-08T08:27:03.674,40.911,50,24,0,0,0,0,4,742893,-257107,247
2026-09-08T08:27:06.260,43.496,50,24,0,0,0,0,0,986328,-13672,1392
2026-09-08T08:27:06.846,44.082,50,24,0,0,0,0,1,999183,-817,1888
2026-09-08T08:27:07.430,44.667,50,24,0,0,0,0,2,1050014,50014,381
2026-09-08T08:27:08.013,45.25,50,24,0,0,0,0,3,1119403,119403,95
2026-09-08T08:27:08.597,45.833,50,24,0,0,0,0,4,742950,-257050,171
2026-09-08T08:27:11.185,48.421,50,24,0,0,0,0,0,986480,-13520,1544
2026-09-08T08:27:11.777,49.014,50,24,0,0,0,0,1,999202,-798,1602
2026-09-08T08:27:12.364,49.601,50,24,0,0,0,0,2,1050148,50148,495
2026-09-08T08:27:12.949,50.185,50,24,0,0,0,0,3,1119441,119441,76
2026-09-08T08:27:13.534,50.77,50,24,0,0,0,0,4,742969,-257031,95
2026-09-08T08:27:16.122,53.358,50,24,0,0,0,0,0,986614,-13386,1697
2026-09-08T08:27:16.711,53.947,50,24,0,0,0,0,1,999011,-989,3261
2026-09-08T08:27:17.297,54.534,50,24,0,0,0,0,2,1050262,50262,705
2026-09-08T08:27:17.882,55.118,50,24,0,0,0,0,3,1119441,119441,95
2026-09-08T08:27:18.468,55.704,50,24,0,0,0,0,4,742969,-257031,228
