timestamp,elapsed_s,direction,idac1,channel,tap,mean_uv,error_uv,pp_uv
2026-09-08T14:25:53.883,62.749,aproximacion,-64,0,PGAgain,992412,-7588,1525
2026-09-08T14:25:53.883,62.749,aproximacion,-64,1,BPo,988368,-11632,2498
2026-09-08T14:25:53.883,62.749,aproximacion,-64,2,OPA_SUMo,1012020,12020,400
2026-09-08T14:25:53.883,62.749,aproximacion,-64,3,SUMo,1119346,119346,114
2026-09-08T14:25:53.883,62.749,aproximacion,-64,4,LPo,742664,-257336,114
2026-09-08T14:26:09.767,78.632,aproximacion,-65,0,PGAgain,992717,-7283,1335
2026-09-08T14:26:09.767,78.632,aproximacion,-65,1,BPo,990867,-9133,3681
2026-09-08T14:26:09.767,78.632,aproximacion,-65,2,OPA_SUMo,1002521,2521,591
2026-09-08T14:26:09.767,78.632,aproximacion,-65,3,SUMo,1065959,65959,10604
2026-09-08T14:26:09.767,78.632,aproximacion,-65,4,LPo,742454,-257546,152
2026-09-08T14:26:22.681,91.547,hold,-65,0,PGAgain,992851,-7149,1621
2026-09-08T14:26:22.681,91.547,hold,-65,1,BPo,991935,-8065,3128
2026-09-08T14:26:22.681,91.547,hold,-65,2,OPA_SUMo,998630,-1370,457
2026-09-08T14:26:22.681,91.547,hold,-65,3,SUMo,984249,-15751,7457
2026-09-08T14:26:22.681,91.547,hold,-65,4,LPo,1094436,94436,15354
2026-09-08T14:26:35.596,104.462,hold,-65,0,PGAgain,993080,-6920,1964
2026-09-08T14:26:35.596,104.462,hold,-65,1,BPo,992469,-7531,5722
2026-09-08T14:26:35.596,104.462,hold,-65,2,OPA_SUMo,997619,-2381,495
2026-09-08T14:26:35.596,104.462,hold,-65,3,SUMo,956382,-43618,20866
2026-09-08T14:26:35.596,104.462,hold,-65,4,LPo,1120586,120586,95
2026-09-08T14:26:48.512,117.378,hold,-65,0,PGAgain,992908,-7092,2403
2026-09-08T14:26:48.512,117.378,hold,-65,1,BPo,992832,-7168,3223
2026-09-08T14:26:48.512,117.378,hold,-65,2,OPA_SUMo,997066,-2934,495
2026-09-08T14:26:48.512,117.378,hold,-65,3,SUMo,932521,-67479,30574
2026-09-08T14:26:48.512,117.378,hold,-65,4,LPo,1120586,120586,95
2026-09-08T14:27:01.440,130.306,hold,-65,0,PGAgain,992908,-7092,1888
2026-09-08T14:27:01.440,130.306,hold,-65,1,BPo,993442,-6558,2117
2026-09-08T14:27:01.440,130.306,hold,-65,2,OPA_SUMo,996761,-3239,438
2026-09-08T14:27:01.440,130.306,hold,-65,3,SUMo,916328,-83672,30212
2026-09-08T14:27:01.440,130.306,hold,-65,4,LPo,1120605,120605,95
2026-09-08T14:27:14.362,143.228,hold,-65,0,PGAgain,992813,-7187,2670
2026-09-08T14:27:14.362,143.228,hold,-65,1,BPo,992984,-7016,2765
2026-09-08T14:27:14.362,143.228,hold,-65,2,OPA_SUMo,996494,-3506,648
2026-09-08T14:27:14.362,143.228,hold,-65,3,SUMo,899944,-100056,26187
2026-09-08T14:27:14.362,143.228,hold,-65,4,LPo,1120586,120586,114
2026-09-08T14:27:27.280,156.145,hold,-65,0,PGAgain,992870,-7130,2307
2026-09-08T14:27:27.280,156.145,hold,-65,1,BPo,992927,-7073,2555
2026-09-08T14:27:27.280,156.145,hold,-65,2,OPA_SUMo,996303,-3697,457
2026-09-08T14:27:27.280,156.145,hold,-65,3,SUMo,890235,-109765,30193
2026-09-08T14:27:27.280,156.145,hold,-65,4,LPo,1120586,120586,114
