timestamp,elapsed_s,phase,idac2,channel,tap,bank_mv,pp_bank_mv,adc_ok,usable
2026-09-09T12:18:28.628,19.799,0,0,2,OPA_SUMo,1100.444,0.686,1,1
2026-09-09T12:18:28.742,19.913,0,0,3,SUMo,1099.681,0.534,1,1
2026-09-09T12:18:28.876,20.047,0,0,4,LPo,732.135,0.114,1,0
2026-09-09T12:18:31.630,22.801,0,0,2,OPA_SUMo,1100.616,0.782,1,1
2026-09-09T12:18:31.743,22.914,0,0,3,SUMo,1099.834,0.553,1,1
2026-09-09T12:18:31.877,23.048,0,0,4,LPo,732.078,0.095,1,0
2026-09-09T12:18:34.630,25.801,0,0,2,OPA_SUMo,1100.749,0.553,1,1
2026-09-09T12:18:34.745,25.916,0,0,3,SUMo,1099.967,0.457,1,1
2026-09-09T12:18:38.305,29.476,0,0,4,LPo,732.192,0.114,1,0
2026-09-09T12:18:40.631,31.802,0,0,2,OPA_SUMo,1102.886,0.667,1,1
2026-09-09T12:18:40.744,31.915,0,0,3,SUMo,1102.123,0.4,1,1
2026-09-09T12:18:40.877,32.048,0,0,4,LPo,732.173,0.114,1,0
2026-09-09T12:18:43.629,34.799,0,0,2,OPA_SUMo,1102.79,0.629,1,1
2026-09-09T12:18:43.741,34.912,0,0,3,SUMo,1102.027,0.534,1,1
2026-09-09T12:18:43.875,35.046,0,0,4,LPo,732.154,0.152,1,0
2026-09-09T12:18:46.631,37.802,0,0,2,OPA_SUMo,1102.657,0.591,1,1
2026-09-09T12:18:46.744,37.915,0,0,3,SUMo,1101.856,0.762,1,1
2026-09-09T12:18:46.878,38.049,0,0,4,LPo,732.173,0.133,1,0
2026-09-09T12:18:49.630,40.801,0,0,2,OPA_SUMo,1102.561,0.495,1,1
2026-09-09T12:18:49.744,40.915,0,0,3,SUMo,1101.856,0.514,1,1
2026-09-09T12:18:49.878,41.049,0,0,4,LPo,732.25,0.095,1,0
2026-09-09T12:18:52.629,43.8,0,0,2,OPA_SUMo,1102.542,0.743,1,1
2026-09-09T12:18:52.742,43.913,0,0,3,SUMo,1101.722,0.553,1,1
2026-09-09T12:18:52.876,44.047,0,0,4,LPo,732.231,0.114,1,0
2026-09-09T12:18:55.630,46.801,0,0,2,OPA_SUMo,1102.447,0.705,1,1
2026-09-09T12:18:55.744,46.915,0,0,3,SUMo,1101.684,0.762,1,1
2026-09-09T12:18:55.879,47.05,0,0,4,LPo,732.135,0.152,1,0
2026-09-09T12:18:58.682,49.853,1,1,2,OPA_SUMo,1102.638,0.514,1,1
2026-09-09T12:18:58.796,49.967,1,1,3,SUMo,1101.894,0.648,1,1
2026-09-09T12:18:58.910,50.081,1,1,4,LPo,732.173,0.171,1,0
2026-09-09T12:19:01.683,52.854,1,1,2,OPA_SUMo,1102.619,0.553,1,1
2026-09-09T12:19:01.796,52.967,1,1,3,SUMo,1101.913,0.457,1,1
2026-09-09T12:19:01.931,53.102,1,1,4,LPo,732.154,0.133,1,0
2026-09-09T12:19:04.682,55.853,1,1,2,OPA_SUMo,1102.581,0.858,1,1
2026-09-09T12:19:04.796,55.966,1,1,3,SUMo,1101.818,0.534,1,1
2026-09-09T12:19:04.909,56.08,1,1,4,LPo,732.078,0.095,1,0
2026-09-09T12:19:07.703,58.874,1,1,2,OPA_SUMo,1102.581,0.534,1,1
2026-09-09T12:19:07.817,58.988,1,1,3,SUMo,1101.894,0.438,1,1
2026-09-09T12:19:07.952,59.123,1,1,4,LPo,732.135,0.095,1,0
2026-09-09T12:19:10.683,61.854,1,1,2,OPA_SUMo,1102.581,0.648,1,1
2026-09-09T12:19:10.797,61.968,1,1,3,SUMo,1101.799,0.4,1,1
2026-09-09T12:19:10.931,62.101,1,1,4,LPo,732.173,0.152,1,0
2026-09-09T12:19:13.683,64.854,1,1,2,OPA_SUMo,1102.485,0.476,1,1
2026-09-09T12:19:13.796,64.967,1,1,3,SUMo,1101.741,0.705,1,1
2026-09-09T12:19:13.930,65.101,1,1,4,LPo,732.135,0.152,1,0
2026-09-09T12:19:16.683,67.854,1,1,2,OPA_SUMo,1102.561,0.686,1,1
2026-09-09T12:19:16.798,67.969,1,1,3,SUMo,1101.76,0.82,1,1
2026-09-09T12:19:16.931,68.102,1,1,4,LPo,732.135,0.133,1,0
2026-09-09T12:19:19.681,70.852,1,1,2,OPA_SUMo,1102.447,0.82,1,1
2026-09-09T12:19:19.796,70.967,1,1,3,SUMo,1101.741,0.438,1,1
2026-09-09T12:19:19.909,71.08,1,1,4,LPo,732.154,0.133,1,0
2026-09-09T12:19:22.684,73.855,1,1,2,OPA_SUMo,1102.485,0.915,1,1
2026-09-09T12:19:22.797,73.968,1,1,3,SUMo,1101.741,0.724,1,1
2026-09-09T12:19:22.931,74.102,1,1,4,LPo,732.116,0.152,1,0
2026-09-09T12:19:25.682,76.853,1,1,2,OPA_SUMo,1102.39,0.667,1,1
2026-09-09T12:19:25.796,76.967,1,1,3,SUMo,1101.722,0.667,1,1
2026-09-09T12:19:25.931,77.102,1,1,4,LPo,732.212,0.095,1,0
