t_s,bloque,pgaout,idac0,idac1,idac2,idac3,ch,tap,media_banco_uv,pp_banco_uv,real_mv,valido,clavado
523.07,vigilancia,4,11,-30,-240,0,3,SUMo,747566,171,-5057.3,False,True
523.72,vigilancia,4,11,-30,-240,0,4,LPo,1117153,95,2303.3,False,True
527.37,vigilancia,4,11,-30,-240,0,0,PGAgain,1021518,2422,398.7,True,False
528.02,vigilancia,4,11,-30,-240,0,1,BPo,992565,3719,-177.9,True,False
528.67,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741729,171,-5173.5,False,True
529.32,vigilancia,4,11,-30,-240,0,3,SUMo,747604,209,-5056.5,False,True
529.98,vigilancia,4,11,-30,-240,0,4,LPo,1117153,114,2303.3,False,True
533.63,vigilancia,4,11,-30,-240,0,0,PGAgain,1021213,2422,392.6,True,False
537.37,vigilancia,4,11,-30,-240,0,1,BPo,993404,3833,-161.2,True,False
538.63,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741691,209,-5174.3,False,True
539.28,vigilancia,4,11,-30,-240,0,3,SUMo,747604,152,-5056.5,False,True
539.93,vigilancia,4,11,-30,-240,0,4,LPo,1117134,114,2302.9,False,True
543.59,vigilancia,4,11,-30,-240,0,0,PGAgain,1021556,3013,399.4,True,False
544.24,vigilancia,4,11,-30,-240,0,1,BPo,992794,3395,-173.4,True,False
544.89,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741672,209,-5174.7,False,True
545.53,vigilancia,4,11,-30,-240,0,3,SUMo,747566,190,-5057.3,False,True
546.18,vigilancia,4,11,-30,-240,0,4,LPo,1117153,95,2303.3,False,True
549.83,vigilancia,4,11,-30,-240,0,0,PGAgain,1021060,3070,389.6,True,False
550.48,vigilancia,4,11,-30,-240,0,1,BPo,992488,3471,-179.5,True,False
551.13,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741672,190,-5174.7,False,True
551.78,vigilancia,4,11,-30,-240,0,3,SUMo,747566,171,-5057.3,False,True
552.42,vigilancia,4,11,-30,-240,0,4,LPo,1117134,95,2302.9,False,True
556.07,vigilancia,4,11,-30,-240,0,0,PGAgain,1021823,3261,404.7,True,False
556.72,vigilancia,4,11,-30,-240,0,1,BPo,992374,4653,-181.8,True,False
557.37,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741710,190,-5173.9,False,True
558.01,vigilancia,4,11,-30,-240,0,3,SUMo,747566,209,-5057.3,False,True
558.66,vigilancia,4,11,-30,-240,0,4,LPo,1117134,114,2302.9,False,True
562.31,vigilancia,4,11,-30,-240,0,0,PGAgain,1021614,3566,400.6,True,False
562.96,vigilancia,4,11,-30,-240,0,1,BPo,992412,4901,-181.0,True,False
563.61,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741691,152,-5174.3,False,True
564.26,vigilancia,4,11,-30,-240,0,3,SUMo,747566,209,-5057.3,False,True
564.91,vigilancia,4,11,-30,-240,0,4,LPo,1117134,133,2302.9,False,True
568.56,vigilancia,4,11,-30,-240,0,0,PGAgain,1021709,3013,402.5,True,False
569.21,vigilancia,4,11,-30,-240,0,1,BPo,992431,3318,-180.6,True,False
569.86,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741710,190,-5173.9,False,True
570.51,vigilancia,4,11,-30,-240,0,3,SUMo,747585,209,-5056.9,False,True
571.16,vigilancia,4,11,-30,-240,0,4,LPo,1117115,95,2302.6,False,True
574.81,vigilancia,4,11,-30,-240,0,0,PGAgain,1021785,2803,404.0,True,False
575.46,vigilancia,4,11,-30,-240,0,1,BPo,992374,3585,-181.8,True,False
576.11,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741634,228,-5175.4,False,True
576.77,vigilancia,4,11,-30,-240,0,3,SUMo,747585,209,-5056.9,False,True
577.42,vigilancia,4,11,-30,-240,0,4,LPo,1117095,114,2302.2,False,True
581.07,vigilancia,4,11,-30,-240,0,0,PGAgain,1021747,4043,403.2,True,False
581.72,vigilancia,4,11,-30,-240,0,1,BPo,992355,7266,-182.1,True,False
582.37,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741596,247,-5176.2,False,True
583.01,vigilancia,4,11,-30,-240,0,3,SUMo,747585,171,-5056.9,False,True
583.66,vigilancia,4,11,-30,-240,0,4,LPo,1117134,114,2302.9,False,True
587.31,vigilancia,4,11,-30,-240,0,0,PGAgain,1021862,3299,405.5,True,False
587.96,vigilancia,4,11,-30,-240,0,1,BPo,992488,5073,-179.5,True,False
588.61,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741729,190,-5173.5,False,True
589.26,vigilancia,4,11,-30,-240,0,3,SUMo,747604,190,-5056.5,False,True
592.88,vigilancia,4,11,-30,-240,0,4,LPo,1117153,76,2303.3,False,True
596.53,vigilancia,4,11,-30,-240,0,0,PGAgain,1021232,3986,393.0,True,False
597.19,vigilancia,4,11,-30,-240,0,1,BPo,992050,5092,-188.2,True,False
597.83,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741672,190,-5174.7,False,True
598.48,vigilancia,4,11,-30,-240,0,3,SUMo,747585,190,-5056.9,False,True
599.11,vigilancia,4,11,-30,-240,0,4,LPo,1117115,114,2302.6,False,True
602.76,vigilancia,4,11,-30,-240,0,0,PGAgain,1021518,3948,398.7,True,False
606.38,vigilancia,4,11,-30,-240,0,1,BPo,992584,6866,-177.6,True,False
607.81,vigilancia,4,11,-30,-240,0,2,OPA_SUMo,741634,190,-5175.4,False,True
608.45,vigilancia,4,11,-30,-240,0,3,SUMo,747547,209,-5057.7,False,True
609.11,vigilancia,4,11,-30,-240,0,4,LPo,1117115,133,2302.6,False,True
