timestamp,elapsed_s,direction,idac1,channel,tap,mean_uv,error_uv,pp_uv
2026-09-08T14:11:50.061,68.905,aproximacion,-70,0,PGAgain,992298,-7702,2384
2026-09-08T14:11:50.061,68.905,aproximacion,-70,1,BPo,987396,-12604,2765
2026-09-08T14:11:50.061,68.905,aproximacion,-70,2,OPA_SUMo,1008377,8377,495
2026-09-08T14:11:50.061,68.905,aproximacion,-70,3,SUMo,1118812,118812,2231
2026-09-08T14:11:50.061,68.905,aproximacion,-70,4,LPo,742702,-257298,171
2026-09-08T14:12:11.980,90.823,aproximacion,-71,0,PGAgain,992107,-7893,1583
2026-09-08T14:12:11.980,90.823,aproximacion,-71,1,BPo,990314,-9686,2155
2026-09-08T14:12:11.980,90.823,aproximacion,-71,2,OPA_SUMo,997962,-2038,438
2026-09-08T14:12:11.980,90.823,aproximacion,-71,3,SUMo,948715,-51285,20389
2026-09-08T14:12:11.980,90.823,aproximacion,-71,4,LPo,1120624,120624,76
2026-09-08T14:12:24.898,103.742,hold,-71,0,PGAgain,992088,-7912,1258
2026-09-08T14:12:24.898,103.742,hold,-71,1,BPo,990962,-9038,3814
2026-09-08T14:12:24.898,103.742,hold,-71,2,OPA_SUMo,996074,-3926,610
2026-09-08T14:12:24.898,103.742,hold,-71,3,SUMo,881080,-118920,23097
2026-09-08T14:12:24.898,103.742,hold,-71,4,LPo,1120605,120605,133
2026-09-08T14:12:37.811,116.655,hold,-71,0,PGAgain,992088,-7912,1525
2026-09-08T14:12:37.811,116.655,hold,-71,1,BPo,991287,-8713,2136
2026-09-08T14:12:37.811,116.655,hold,-71,2,OPA_SUMo,995140,-4860,267
2026-09-08T14:12:37.811,116.655,hold,-71,3,SUMo,836143,-163857,17871
2026-09-08T14:12:37.811,116.655,hold,-71,4,LPo,1120624,120624,76
2026-09-08T14:12:50.731,129.574,hold,-71,0,PGAgain,992221,-7779,1850
2026-09-08T14:12:50.731,129.574,hold,-71,1,BPo,991649,-8351,3299
2026-09-08T14:12:50.731,129.574,hold,-71,2,OPA_SUMo,994415,-5585,495
2026-09-08T14:12:50.731,129.574,hold,-71,3,SUMo,802116,-197884,26168
2026-09-08T14:12:50.731,129.574,hold,-71,4,LPo,1120605,120605,133
2026-09-08T14:13:03.646,142.489,hold,-71,0,PGAgain,992507,-7493,1659
2026-09-08T14:13:03.646,142.489,hold,-71,1,BPo,991821,-8179,7076
2026-09-08T14:13:03.646,142.489,hold,-71,2,OPA_SUMo,994243,-5757,534
2026-09-08T14:13:03.646,142.489,hold,-71,3,SUMo,790195,-209805,26817
2026-09-08T14:13:03.646,142.489,hold,-71,4,LPo,1120605,120605,95
2026-09-08T14:13:16.567,155.411,hold,-71,0,PGAgain,993003,-6997,2231
2026-09-08T14:13:16.567,155.411,hold,-71,1,BPo,992164,-7836,3337
2026-09-08T14:13:16.567,155.411,hold,-71,2,OPA_SUMo,993766,-6234,667
2026-09-08T14:13:16.567,155.411,hold,-71,3,SUMo,769901,-230099,23097
2026-09-08T14:13:16.567,155.411,hold,-71,4,LPo,1120605,120605,114
2026-09-08T14:13:29.507,168.351,hold,-71,0,PGAgain,992870,-7130,2517
2026-09-08T14:13:29.507,168.351,hold,-71,1,BPo,992450,-7550,2975
2026-09-08T14:13:29.507,168.351,hold,-71,2,OPA_SUMo,993652,-6348,629
2026-09-08T14:13:29.507,168.351,hold,-71,3,SUMo,766906,-233094,22125
2026-09-08T14:13:29.507,168.351,hold,-71,4,LPo,1120586,120586,133
