timestamp,elapsed_s,cycle,index,idac3,channel,tap,bank_uv,physical_v,pp_bank_uv,adc_ok
2026-09-10T08:42:17.738,89.242,1,13,80,4,LPo,1106090,4.49506,95,1
2026-09-10T08:42:21.380,92.884,1,14,64,2,OPA_SUMo,933322,1.05426,1182,1
2026-09-10T08:42:21.967,93.471,1,14,64,3,SUMo,934562,1.07896,1182,1
2026-09-10T08:42:22.573,94.077,1,14,64,4,LPo,1106090,4.49506,114,1
2026-09-10T08:42:26.213,97.718,1,15,48,2,OPA_SUMo,934696,1.08163,1277,1
2026-09-10T08:42:26.798,98.302,1,15,48,3,SUMo,935649,1.1006,1220,1
2026-09-10T08:42:27.405,98.909,1,15,48,4,LPo,1106090,4.49506,95,1
2026-09-10T08:42:31.047,102.551,1,16,32,2,OPA_SUMo,935745,1.10252,1430,1
2026-09-10T08:42:31.632,103.136,1,16,32,3,SUMo,936775,1.12303,1258,1
2026-09-10T08:42:32.218,103.722,1,16,32,4,LPo,1106090,4.49506,152,1
2026-09-10T08:42:35.880,107.384,1,17,16,2,OPA_SUMo,936565,1.11885,1392,1
2026-09-10T08:42:36.465,107.969,1,17,16,3,SUMo,937709,1.14163,1144,1
2026-09-10T08:42:37.071,108.575,1,17,16,4,LPo,1106109,4.49544,133,1
2026-09-10T08:42:40.731,112.235,1,18,0,2,OPA_SUMo,937252,1.13253,1487,1
2026-09-10T08:42:41.318,112.822,1,18,0,3,SUMo,938529,1.15796,1602,1
2026-09-10T08:42:41.919,113.424,1,18,0,4,LPo,1106090,4.49506,114,1
2026-09-10T08:42:45.560,117.064,1,19,-16,2,OPA_SUMo,937938,1.14619,1354,1
2026-09-10T08:42:46.161,117.665,1,19,-16,3,SUMo,939044,1.16822,1430,1
2026-09-10T08:42:46.742,118.247,1,19,-16,4,LPo,1106090,4.49506,114,1
2026-09-10T08:42:50.384,121.889,1,20,-32,2,OPA_SUMo,938510,1.15758,1029,1
2026-09-10T08:42:50.969,122.473,1,20,-32,3,SUMo,939273,1.17278,972,1
2026-09-10T08:42:51.556,123.06,1,20,-32,4,LPo,1087951,4.13381,3814,1
2026-09-10T08:42:55.198,126.702,1,21,-48,2,OPA_SUMo,935764,1.1029,896,1
2026-09-10T08:42:55.800,127.304,1,21,-48,3,SUMo,934944,1.08656,1277,1
2026-09-10T08:42:56.407,127.911,1,21,-48,4,LPo,730991,-2.9753,152,1
2026-09-10T08:43:00.046,131.55,1,22,-64,2,OPA_SUMo,931262,1.01323,1010,1
2026-09-10T08:43:00.649,132.153,1,22,-64,3,SUMo,930881,1.00565,934,1
2026-09-10T08:43:01.234,132.738,1,22,-64,4,LPo,730934,-2.97644,152,1
2026-09-10T08:43:04.874,136.378,1,23,-96,2,OPA_SUMo,927333,0.93499,1182,1
2026-09-10T08:43:05.461,136.965,1,23,-96,3,SUMo,927124,0.93082,1335,1
2026-09-10T08:43:06.067,137.571,1,23,-96,4,LPo,730953,-2.97606,114,1
2026-09-10T08:43:09.709,141.213,1,24,-128,2,OPA_SUMo,923919,0.86699,1220,1
2026-09-10T08:43:10.296,141.8,1,24,-128,3,SUMo,923614,0.86092,1354,1
2026-09-10T08:43:10.903,142.407,1,24,-128,4,LPo,730972,-2.97568,152,1
