elapsed_s,phase,stage,code,channel,mean_bank_uv,error_bank_uv,error_real_mv,pp_bank_uv,valid
52.32431019999967,semilla x1 verificación,0,19,0,1000843,-657,-13.0846149,1792,True
52.97819769999978,semilla x1 verificación,1,157,1,987472,-14028,-279.37743960000006,2803,True
53.63200319999987,semilla x1 verificación,2,254,2,980339,-21161,-421.4361277,534,True
54.28626970000005,semilla x1 verificación,3,83,3,979671,-21829,-434.73981530000003,591,True
54.941274099999646,semilla x1 verificación,3,83,4,1106224,104724,2085.6517668,114,True
59.036835699999756,semilla x2 verificación,0,19,0,1024265,22765,453.38091049999997,2040,True
59.68713409999964,semilla x2 verificación,1,157,1,975914,-25586,-509.56310020000006,4119,True
60.33950989999994,semilla x2 verificación,2,254,2,971355,-30145,-600.3587765000001,743,True
60.99318339999991,semilla x2 verificación,3,83,3,933532,-67968,-1353.6302976000002,4119,True
61.64777989999993,semilla x2 verificación,3,83,4,1115055,113555,2261.5273135,400,True
115.91004649999968,semilla x1 verificación,0,19,0,1000843,-657,-13.0846149,2212,True
116.55836499999987,semilla x1 verificación,1,157,1,990791,-10709,-213.2772313,3509,True
117.2070703999998,semilla x1 verificación,2,254,2,970039,-31461,-626.5678377,591,True
117.86243599999989,semilla x1 verificación,3,83,3,969600,-31900,-635.3108300000001,648,True
118.51192129999981,semilla x1 verificación,3,83,4,1106185,104685,2084.8750545000003,114,True
122.60631639999974,semilla x2 verificación,0,19,0,1039237,37737,751.5587709,2384,True
123.26035809999985,semilla x2 verificación,1,157,1,968723,-32777,-652.7768989,5664,True
123.91371260000005,semilla x2 verificación,2,254,2,959358,-42142,-839.2874294000001,1335,True
124.56826769999998,semilla x2 verificación,3,83,3,868244,-133256,-2653.8865192,4310,False
125.22243379999964,semilla x2 verificación,3,83,4,1120433,118933,2368.6339481,362,True
181.09843599999977,semilla x1 verificación,0,19,0,1000766,-734,-14.618123800000001,2059,True
182.203892,semilla x1 verificación,1,157,1,992527,-8973,-178.7035761,2899,True
182.85761019999973,semilla x1 verificación,2,254,2,962505,-38995,-776.6127215,629,True
183.51269109999976,semilla x1 verificación,3,83,3,962333,-39167,-780.0382219,667,True
184.16842019999967,semilla x1 verificación,3,83,4,1106185,104685,2084.8750545000003,114,True
188.26674549999962,semilla x2 verificación,0,19,0,1051769,50269,1001.1423233,2021,True
188.92022799999995,semilla x2 verificación,1,157,1,960083,-41417,-824.8485469000001,7286,True
189.57567549999976,semilla x2 verificación,2,254,2,943737,-57763,-1150.3905791,1926,True
190.22995479999963,semilla x2 verificación,3,83,3,816802,-184698,-3678.3899586,5073,False
190.86472609999964,semilla x2 verificación,3,83,4,1124362,122862,2446.8827334000002,457,False
243.17637109999987,semilla x1 verificación,0,19,0,1000728,-772,-15.3749204,2670,True
243.83080989999962,semilla x1 verificación,1,159,1,992336,-9164,-182.50747479999998,3242,True
244.48389869999983,semilla x1 verificación,2,254,2,962257,-39243,-781.5518151,534,True
245.13911800000005,semilla x1 verificación,3,83,3,961952,-39548,-787.6261036000001,553,True
245.7940423,semilla x1 verificación,3,83,4,1106147,104647,2084.1182579,114,True
