t_s,pasada,idac0,idac1,idac2,fase,posicion,asentamiento_incompleto,ch,tap,media_banco_uv,pp_banco_uv,ok,valido,clavado,real_mv_vs_vref
455.12,1,24,-128,-72,abba,A1,False,2,OPA_SUMo,996028.0,263.0,True,True,True,-108.97871039999961
455.48,1,24,-128,-72,abba,A1,False,3,SUMo,998025.0,261.0,True,True,True,-69.20705750000046
455.84,1,24,-128,-72,abba,A1,False,4,LPo,875000.0,257.0,True,False,True,-2519.3360500000003
457.7,1,24,-128,-56,abba,B1,False,0,PGAgain,1002315.0,262.0,True,True,True,16.23129550000109
458.06,1,24,-128,-56,abba,B1,False,1,BPo,991909.0,258.0,True,True,True,-191.01147870000017
458.42,1,24,-128,-56,abba,B1,False,2,OPA_SUMo,1007897.0,245.0,True,True,True,127.40073290000096
458.78,1,24,-128,-56,abba,B1,False,3,SUMo,1009852.0,246.0,True,True,True,166.33592639999952
459.14,1,24,-128,-56,abba,B1,False,4,LPo,875006.0,291.0,True,False,True,-2519.2165558000006
461.0,1,24,-128,-56,abba,B2,False,0,PGAgain,1002280.0,261.0,True,True,True,15.534245999999458
461.36,1,24,-128,-56,abba,B2,False,1,BPo,991960.0,255.0,True,True,True,-189.9957779999993
461.72,1,24,-128,-56,abba,B2,False,2,OPA_SUMo,1007855.0,255.0,True,True,True,126.56427350000037
462.08,1,24,-128,-56,abba,B2,False,3,SUMo,1009929.0,257.0,True,True,True,167.86943529999948
462.44,1,24,-128,-56,abba,B2,False,4,LPo,875000.0,268.0,True,False,True,-2519.3360500000003
464.3,1,24,-128,-72,abba,A2,False,0,PGAgain,1002339.0,261.0,True,True,True,16.709272300001107
464.66,1,24,-128,-72,abba,A2,False,1,BPo,992005.0,269.0,True,True,True,-189.0995715000001
465.02,1,24,-128,-72,abba,A2,False,2,OPA_SUMo,995963.0,276.0,True,True,True,-110.2732309000007
465.38,1,24,-128,-72,abba,A2,False,3,SUMo,998038.0,271.0,True,True,True,-68.94815339999978
465.74,1,24,-128,-72,abba,A2,False,4,LPo,875010.0,276.0,True,False,True,-2519.1368930000003
467.6,1,24,-128,-68,abba,A1,False,0,PGAgain,1002301.0,258.0,True,True,True,15.952475700000889
467.96,1,24,-128,-68,abba,A1,False,1,BPo,991926.0,272.0,True,True,True,-190.67291179999913
468.32,1,24,-128,-68,abba,A1,False,2,OPA_SUMo,998958.0,267.0,True,True,True,-50.6257094000006
468.68,1,24,-128,-68,abba,A1,False,3,SUMo,1000975.0,248.0,True,True,True,-10.455742499999548
469.04,1,24,-128,-68,abba,A1,False,4,LPo,875000.0,272.0,True,False,True,-2519.3360500000003
470.9,1,24,-128,-60,abba,B1,False,0,PGAgain,1002307.0,249.0,True,True,True,16.071969900000326
471.26,1,24,-128,-60,abba,B1,False,1,BPo,991999.0,291.0,True,True,True,-189.21906569999953
471.62,1,24,-128,-60,abba,B1,False,2,OPA_SUMo,1004837.0,271.0,True,True,True,66.45869089999978
471.98,1,24,-128,-60,abba,B1,False,3,SUMo,1006857.0,283.0,True,True,True,106.68840489999943
472.34,1,24,-128,-60,abba,B1,False,4,LPo,875032.0,256.0,True,False,True,-2518.6987475999995
474.2,1,24,-128,-60,abba,B2,False,0,PGAgain,1002252.0,273.0,True,True,True,14.976606399999058
474.56,1,24,-128,-60,abba,B2,False,1,BPo,991977.0,259.0,True,True,True,-189.6572111000005
474.92,1,24,-128,-60,abba,B2,False,2,OPA_SUMo,1004890.0,261.0,True,True,True,67.51422299999973
475.28,1,24,-128,-60,abba,B2,False,3,SUMo,1006910.0,249.0,True,True,True,107.74393699999938
475.64,1,24,-128,-60,abba,B2,False,4,LPo,875001.0,246.0,True,False,True,-2519.3161343000006
477.5,1,24,-128,-68,abba,A2,False,0,PGAgain,1002338.0,269.0,True,True,True,16.689356599999314
477.86,1,24,-128,-68,abba,A2,False,1,BPo,991925.0,279.0,True,True,True,-190.6928275000009
478.22,1,24,-128,-68,abba,A2,False,2,OPA_SUMo,999060.0,262.0,True,True,True,-48.59430800000109
478.58,1,24,-128,-68,abba,A2,False,3,SUMo,1000965.0,247.0,True,True,True,-10.654899499999367
478.94,1,24,-128,-68,abba,A2,False,4,LPo,875000.0,248.0,True,False,True,-2519.3360500000003
480.8,1,24,-128,-66,abba,A1,False,0,PGAgain,1002259.0,285.0,True,True,True,15.116016300000291
481.16,1,24,-128,-66,abba,A1,False,1,BPo,991995.0,276.0,True,True,True,-189.29872849999992
481.52,1,24,-128,-66,abba,A1,False,2,OPA_SUMo,1000501.0,267.0,True,True,True,-19.89578430000047
481.88,1,24,-128,-66,abba,A1,False,3,SUMo,1002391.0,250.0,True,True,True,17.744888699999258
482.24,1,24,-128,-66,abba,A1,False,4,LPo,875051.0,263.0,True,False,True,-2518.320349299999
484.1,1,24,-128,-62,abba,B1,False,0,PGAgain,1002336.0,272.0,True,True,True,16.649525200000255
484.46,1,24,-128,-62,abba,B1,False,1,BPo,991942.0,255.0,True,True,True,-190.35426059999986
484.82,1,24,-128,-62,abba,B1,False,2,OPA_SUMo,1003458.0,244.0,True,True,True,38.9949405999994
485.18,1,24,-128,-62,abba,B1,False,3,SUMo,1005471.0,271.0,True,True,True,79.08524470000008
485.54,1,24,-128,-62,abba,B1,False,4,LPo,875000.0,261.0,True,False,True,-2519.3360500000003
487.4,1,24,-128,-62,abba,B2,False,0,PGAgain,1002303.0,251.0,True,True,True,15.992307099999946
487.76,1,24,-128,-62,abba,B2,False,1,BPo,991963.0,278.0,True,True,True,-189.9360309000007
488.12,1,24,-128,-62,abba,B2,False,2,OPA_SUMo,1003393.0,269.0,True,True,True,37.700420100000585
488.48,1,24,-128,-62,abba,B2,False,3,SUMo,1005473.0,275.0,True,True,True,79.12507609999913
488.84,1,24,-128,-62,abba,B2,False,4,LPo,875000.0,267.0,True,False,True,-2519.3360500000003
490.7,1,24,-128,-66,abba,A2,False,0,PGAgain,1002306.0,253.0,True,True,True,16.052054200000796
491.06,1,24,-128,-66,abba,A2,False,1,BPo,991957.0,267.0,True,True,True,-190.05552510000012
491.42,1,24,-128,-66,abba,A2,False,2,OPA_SUMo,1000484.0,244.0,True,True,True,-20.23435119999926
491.78,1,24,-128,-66,abba,A2,False,3,SUMo,1002530.0,290.0,True,True,True,20.513170999999456
492.14,1,24,-128,-66,abba,A2,False,4,LPo,875003.0,260.0,True,False,True,-2519.2763028999993
556.82,1,24,-64,0,referencia,,False,0,PGAgain,1002244.0,302.0,True,True,False,14.817280800000562
557.18,1,24,-64,0,referencia,,False,1,BPo,997748.0,259.0,True,True,True,-74.72370639999906
557.54,1,24,-64,0,referencia,,False,2,OPA_SUMo,1026451.0,260.0,True,True,True,496.91663070000044
557.9,1,24,-64,0,referencia,,False,3,SUMo,1028454.0,259.0,True,True,True,536.807777799999
558.26,1,24,-64,0,referencia,,False,4,LPo,875000.0,250.0,True,False,True,-2519.3360500000003
560.12,1,24,-64,-255,malla,,False,0,PGAgain,1002299.0,255.0,True,True,True,15.912644299999567
560.48,1,24,-64,-255,malla,,False,1,BPo,997717.0,274.0,True,True,True,-75.34109310000031
560.84,1,24,-64,-255,malla,,False,2,OPA_SUMo,875000.0,252.0,True,False,True,-2519.3360500000003
561.2,1,24,-64,-255,malla,,False,3,SUMo,875000.0,279.0,True,False,True,-2519.3360500000003
561.56,1,24,-64,-255,malla,,False,4,LPo,875018.0,275.0,True,False,True,-2518.9775673999998
563.42,1,24,-64,-128,malla,,False,0,PGAgain,1002317.0,255.0,True,True,True,16.271126900000144
563.78,1,24,-64,-128,malla,,False,1,BPo,997722.0,256.0,True,True,True,-75.2415146000004
564.14,1,24,-64,-128,malla,,False,2,OPA_SUMo,931597.0,267.0,True,True,True,-1392.1671771000006
564.5,1,24,-64,-128,malla,,False,3,SUMo,933619.0,273.0,True,True,True,-1351.8976316999995
564.86,1,24,-64,-128,malla,,False,4,LPo,875000.0,267.0,True,False,True,-2519.3360500000003
566.72,1,24,-64,-64,malla,,False,0,PGAgain,1002296.0,275.0,True,True,True,15.85289720000098
567.08,1,24,-64,-64,malla,,False,1,BPo,997800.0,265.0,True,True,True,-73.68809000000091
567.44,1,24,-64,-64,malla,,False,2,OPA_SUMo,978997.0,251.0,True,True,True,-448.1629971000009
567.8,1,24,-64,-64,malla,,False,3,SUMo,981011.0,257.0,True,True,True,-408.0527773000007
568.16,1,24,-64,-64,malla,,False,4,LPo,875021.0,278.0,True,False,True,-2518.917820300001
570.02,1,24,-64,0,malla,,False,0,PGAgain,1002221.0,296.0,True,True,True,14.359219700000073
570.38,1,24,-64,0,malla,,False,1,BPo,997736.0,261.0,True,True,True,-74.96269480000021
570.74,1,24,-64,0,malla,,False,2,OPA_SUMo,1026526.0,278.0,True,True,True,498.41030820000134
571.1,1,24,-64,0,malla,,False,3,SUMo,1028456.0,261.0,True,True,True,536.8476091999981
571.46,1,24,-64,0,malla,,False,4,LPo,875057.0,257.0,True,False,True,-2518.2008551
573.32,1,24,-64,64,malla,,False,0,PGAgain,1002282.0,270.0,True,True,True,15.57407740000078
573.68,1,24,-64,64,malla,,False,1,BPo,997764.0,247.0,True,True,True,-74.40505519999981
574.04,1,24,-64,64,malla,,False,2,OPA_SUMo,1073895.0,265.0,True,True,True,1441.7971014999998
574.4,1,24,-64,64,malla,,False,3,SUMo,1075960.0,261.0,True,True,True,1482.9230220000009
574.76,1,24,-64,64,malla,,False,4,LPo,875039.0,250.0,True,False,True,-2518.5593377000005
576.62,1,24,-64,128,malla,,False,0,PGAgain,1002225.0,289.0,True,True,True,14.438882500000453
576.98,1,24,-64,128,malla,,False,1,BPo,997768.0,284.0,True,True,True,-74.32539239999943
577.34,1,24,-64,128,malla,,False,2,OPA_SUMo,1121368.0,251.0,True,True,True,2387.255127599999
577.7,1,24,-64,128,malla,,False,3,SUMo,1123300.0,286.0,True,False,True,2425.7322599999993
578.06,1,24,-64,128,malla,,False,4,LPo,875000.0,256.0,True,False,True,-2519.3360500000003
579.92,1,24,-64,255,malla,,False,0,PGAgain,1002290.0,268.0,True,True,True,15.733402999999276
580.28,1,24,-64,255,malla,,False,1,BPo,997724.0,269.0,True,True,True,-75.20168319999908
580.64,1,24,-64,255,malla,,False,2,OPA_SUMo,1128000.0,266.0,True,False,True,2519.3360500000003
581.0,1,24,-64,255,malla,,False,3,SUMo,1128000.0,291.0,True,False,True,2519.3360500000003
581.36,1,24,-64,255,malla,,False,4,LPo,875000.0,270.0,True,False,True,-2519.3360500000003
583.22,1,24,-64,-72,abba,A1,False,0,PGAgain,1002297.0,326.0,True,True,False,15.872812900000508
583.58,1,24,-64,-72,abba,A1,False,1,BPo,997738.0,256.0,True,True,True,-74.92286339999887
583.94,1,24,-64,-72,abba,A1,False,2,OPA_SUMo,973195.0,289.0,True,True,True,-563.713888499999
584.3,1,24,-64,-72,abba,A1,False,3,SUMo,975234.0,257.0,True,True,True,-523.1057761999992
584.66,1,24,-64,-72,abba,A1,False,4,LPo,875000.0,249.0,True,False,True,-2519.3360500000003
586.52,1,24,-64,-56,abba,B1,False,0,PGAgain,1002319.0,280.0,True,True,True,16.310958299999204
586.88,1,24,-64,-56,abba,B1,False,1,BPo,997724.0,270.0,True,True,True,-75.20168319999908
587.24,1,24,-64,-56,abba,B1,False,2,OPA_SUMo,985002.0,274.0,True,True,True,-328.56921860000097
587.6,1,24,-64,-56,abba,B1,False,3,SUMo,987063.0,290.0,True,True,True,-287.52296090000027
587.96,1,24,-64,-56,abba,B1,False,4,LPo,875000.0,296.0,True,False,True,-2519.3360500000003
589.82,1,24,-64,-56,abba,B2,False,0,PGAgain,1002301.0,269.0,True,True,True,15.952475700000889
590.18,1,24,-64,-56,abba,B2,False,1,BPo,997743.0,279.0,True,True,True,-74.82328489999897
590.54,1,24,-64,-56,abba,B2,False,2,OPA_SUMo,985023.0,251.0,True,True,True,-328.1509888999995
590.9,1,24,-64,-56,abba,B2,False,3,SUMo,987019.0,286.0,True,True,True,-288.3992516999999
591.26,1,24,-64,-56,abba,B2,False,4,LPo,875001.0,288.0,True,False,True,-2519.3161343000006
593.12,1,24,-64,-72,abba,A2,False,0,PGAgain,1002311.0,275.0,True,True,True,16.151632700000707
593.48,1,24,-64,-72,abba,A2,False,1,BPo,997687.0,294.0,True,True,True,-75.93856409999977
593.84,1,24,-64,-72,abba,A2,False,2,OPA_SUMo,973163.0,253.0,True,True,True,-564.3511908999998
594.2,1,24,-64,-72,abba,A2,False,3,SUMo,975190.0,280.0,True,True,True,-523.9820669999989
594.56,1,24,-64,-72,abba,A2,False,4,LPo,875000.0,259.0,True,False,True,-2519.3360500000003
596.42,1,24,-64,-68,abba,A1,False,0,PGAgain,1002208.0,279.0,True,True,True,14.100315599999403
596.78,1,24,-64,-68,abba,A1,False,1,BPo,997705.0,248.0,True,True,True,-75.5800814999992
597.14,1,24,-64,-68,abba,A1,False,2,OPA_SUMo,976149.0,247.0,True,True,True,-504.8829107
597.5,1,24,-64,-68,abba,A1,False,3,SUMo,978125.0,257.0,True,True,True,-465.5294875
597.86,1,24,-64,-68,abba,A1,False,4,LPo,875011.0,280.0,True,False,True,-2519.1169773000006
599.72,1,24,-64,-60,abba,B1,False,0,PGAgain,1002219.0,260.0,True,True,True,14.319388300001014
600.08,1,24,-64,-60,abba,B1,False,1,BPo,997666.0,251.0,True,True,True,-76.35679379999894
600.44,1,24,-64,-60,abba,B1,False,2,OPA_SUMo,982083.0,265.0,True,True,True,-386.7031469000006
600.8,1,24,-64,-60,abba,B1,False,3,SUMo,984069.0,257.0,True,True,True,-347.1505667000008
601.16,1,24,-64,-60,abba,B1,False,4,LPo,875010.0,263.0,True,False,True,-2519.1368930000003
603.02,1,24,-64,-60,abba,B2,False,0,PGAgain,1002198.0,252.0,True,True,True,13.901158599999585
603.38,1,24,-64,-60,abba,B2,False,1,BPo,997749.0,257.0,True,True,True,-74.70379069999953
603.74,1,24,-64,-60,abba,B2,False,2,OPA_SUMo,982082.0,253.0,True,True,True,-386.72306260000016
604.1,1,24,-64,-60,abba,B2,False,3,SUMo,984087.0,284.0,True,True,True,-346.79208410000024
604.46,1,24,-64,-60,abba,B2,False,4,LPo,875000.0,247.0,True,False,True,-2519.3360500000003
606.32,1,24,-64,-68,abba,A2,False,0,PGAgain,1002359.0,251.0,True,True,True,17.107586300000744
606.68,1,24,-64,-68,abba,A2,False,1,BPo,997692.0,256.0,True,True,True,-75.83898559999986
607.04,1,24,-64,-68,abba,A2,False,2,OPA_SUMo,976192.0,252.0,True,True,True,-504.0265355999999
607.4,1,24,-64,-68,abba,A2,False,3,SUMo,978189.0,298.0,True,True,True,-464.25488270000073
607.76,1,24,-64,-68,abba,A2,False,4,LPo,875023.0,265.0,True,False,True,-2518.8779888999998
609.62,1,24,-64,-66,abba,A1,False,0,PGAgain,1002276.0,267.0,True,True,True,15.454583199999076
609.98,1,24,-64,-66,abba,A1,False,1,BPo,997802.0,259.0,True,True,True,-73.6482585999996
610.34,1,24,-64,-66,abba,A1,False,2,OPA_SUMo,977679.0,274.0,True,True,True,-474.41188970000053
610.7,1,24,-64,-66,abba,A1,False,3,SUMo,979661.0,281.0,True,True,True,-434.9389723000011
611.06,1,24,-64,-66,abba,A1,False,4,LPo,875024.0,251.0,True,False,True,-2518.8580732
612.92,1,24,-64,-62,abba,B1,False,0,PGAgain,1002277.0,285.0,True,True,True,15.47449890000087
613.28,1,24,-64,-62,abba,B1,False,1,BPo,997714.0,290.0,True,True,True,-75.4008401999989
613.64,1,24,-64,-62,abba,B1,False,2,OPA_SUMo,980604.0,252.0,True,True,True,-416.15846719999917
614.0,1,24,-64,-62,abba,B1,False,3,SUMo,982613.0,272.0,True,True,True,-376.1478258999989
614.36,1,24,-64,-62,abba,B1,False,4,LPo,875049.0,250.0,True,False,True,-2518.3601807000005
616.22,1,24,-64,-62,abba,B2,False,0,PGAgain,1002253.0,246.0,True,True,True,14.996522100000853
616.58,1,24,-64,-62,abba,B2,False,1,BPo,997780.0,269.0,True,True,True,-74.08640400000054
616.94,1,24,-64,-62,abba,B2,False,2,OPA_SUMo,980613.0,277.0,True,True,True,-415.9792258999989
617.3,1,24,-64,-62,abba,B2,False,3,SUMo,982756.0,252.0,True,True,True,-373.2998808000006
617.66,1,24,-64,-62,abba,B2,False,4,LPo,875044.0,277.0,True,False,True,-2518.4597592000005
619.52,1,24,-64,-66,abba,A2,False,0,PGAgain,1002238.0,281.0,True,True,True,14.697786600001123
619.88,1,24,-64,-66,abba,A2,False,1,BPo,997772.0,251.0,True,True,True,-74.24572959999904
620.24,1,24,-64,-66,abba,A2,False,2,OPA_SUMo,977731.0,255.0,True,True,True,-473.37627330000015
620.6,1,24,-64,-66,abba,A2,False,3,SUMo,979698.0,277.0,True,True,True,-434.2020914000004
620.96,1,24,-64,-66,abba,A2,False,4,LPo,875052.0,304.0,True,False,False,-2518.3004336
685.64,1,24,0,0,referencia,,False,0,PGAgain,1002232.0,261.0,True,True,True,14.578292399999421
686.0,1,24,0,0,referencia,,False,1,BPo,1003436.0,271.0,True,True,True,38.55679520000071
686.36,1,24,0,0,referencia,,False,2,OPA_SUMo,1003627.0,248.0,True,True,True,42.36069389999906
686.72,1,24,0,0,referencia,,False,3,SUMo,1005650.0,267.0,True,True,True,82.65015499999956
687.08,1,24,0,0,referencia,,False,4,LPo,875000.0,264.0,True,False,True,-2519.3360500000003
688.94,1,24,0,-255,malla,,False,0,PGAgain,1002338.0,260.0,True,True,True,16.689356599999314
689.3,1,24,0,-255,malla,,False,1,BPo,1003470.0,253.0,True,True,True,39.23392900000054
689.66,1,24,0,-255,malla,,False,2,OPA_SUMo,875000.0,259.0,True,False,True,-2519.3360500000003
690.02,1,24,0,-255,malla,,False,3,SUMo,875000.0,272.0,True,False,True,-2519.3360500000003
690.38,1,24,0,-255,malla,,False,4,LPo,875000.0,275.0,True,False,True,-2519.3360500000003
692.24,1,24,0,-128,malla,,False,0,PGAgain,1002242.0,275.0,True,True,True,14.77744939999924
692.6,1,24,0,-128,malla,,False,1,BPo,1003491.0,254.0,True,True,True,39.65215869999971
692.96,1,24,0,-128,malla,,False,2,OPA_SUMo,908836.0,256.0,True,True,True,-1845.4684247999999
693.32,1,24,0,-128,malla,,False,3,SUMo,910893.0,259.0,True,True,True,-1804.5018298999996
693.68,1,24,0,-128,malla,,False,4,LPo,875030.0,278.0,True,False,True,-2518.7385790000008
695.54,1,24,0,-64,malla,,False,0,PGAgain,1002166.0,254.0,True,True,True,13.263856200001069
695.9,1,24,0,-64,malla,,False,1,BPo,1003497.0,288.0,True,True,True,39.771652899999154
696.26,1,24,0,-64,malla,,False,2,OPA_SUMo,956262.0,287.0,True,True,True,-900.9464366000012
696.62,1,24,0,-64,malla,,False,3,SUMo,958339.0,258.0,True,True,True,-859.5815276999989
696.98,1,24,0,-64,malla,,False,4,LPo,875000.0,257.0,True,False,True,-2519.3360500000003
698.84,1,24,0,0,malla,,False,0,PGAgain,1002228.0,267.0,True,True,True,14.49862959999904
699.2,1,24,0,0,malla,,False,1,BPo,1003493.0,279.0,True,True,True,39.691990100001036
699.56,1,24,0,0,malla,,False,2,OPA_SUMo,1003705.0,284.0,True,True,True,43.91411850000082
699.92,1,24,0,0,malla,,False,3,SUMo,1005702.0,273.0,True,True,True,83.68577139999996
700.28,1,24,0,0,malla,,False,4,LPo,875000.0,277.0,True,False,True,-2519.3360500000003
702.14,1,24,0,64,malla,,False,0,PGAgain,1002208.0,263.0,True,True,True,14.100315599999403
702.5,1,24,0,64,malla,,False,1,BPo,1003567.0,250.0,True,True,True,41.165751900000146
702.86,1,24,0,64,malla,,False,2,OPA_SUMo,1051196.0,255.0,True,True,True,989.7306271999984
703.22,1,24,0,64,malla,,False,3,SUMo,1053185.0,262.0,True,True,True,1029.342954499999
703.58,1,24,0,64,malla,,False,4,LPo,875004.0,266.0,True,False,True,-2519.2563871999996
705.44,1,24,0,128,malla,,False,0,PGAgain,1002216.0,274.0,True,True,True,14.259641200000164
705.8,1,24,0,128,malla,,False,1,BPo,1003455.0,260.0,True,True,True,38.935193500000814
706.16,1,24,0,128,malla,,False,2,OPA_SUMo,1098652.0,290.0,True,True,True,1934.850086400001
706.52,1,24,0,128,malla,,False,3,SUMo,1100594.0,253.0,True,True,True,1973.5263758000012
706.88,1,24,0,128,malla,,False,4,LPo,875082.0,279.0,True,False,True,-2517.7029626000003
708.74,1,24,0,255,malla,,False,0,PGAgain,1002270.0,245.0,True,True,True,15.33508899999964
709.1,1,24,0,255,malla,,False,1,BPo,1003485.0,261.0,True,True,True,39.53266450000027
709.46,1,24,0,255,malla,,False,2,OPA_SUMo,1128000.0,259.0,True,False,True,2519.3360500000003
709.82,1,24,0,255,malla,,False,3,SUMo,1128000.0,268.0,True,False,True,2519.3360500000003
710.18,1,24,0,255,malla,,False,4,LPo,875000.0,264.0,True,False,True,-2519.3360500000003
712.04,1,24,0,-8,abba,A1,False,0,PGAgain,1002186.0,249.0,True,True,True,13.662170200000707
712.4,1,24,0,-8,abba,A1,False,1,BPo,1003507.0,254.0,True,True,True,39.97080989999897
712.76,1,24,0,-8,abba,A1,False,2,OPA_SUMo,997846.0,278.0,True,True,True,-72.77196779999993
713.12,1,24,0,-8,abba,A1,False,3,SUMo,999887.0,257.0,True,True,True,-32.12402410000112
713.48,1,24,0,-8,abba,A1,False,4,LPo,875000.0,252.0,True,False,True,-2519.3360500000003
715.34,1,24,0,8,abba,B1,False,0,PGAgain,1002197.0,259.0,True,True,True,13.881242900000055
715.7,1,24,0,8,abba,B1,False,1,BPo,1003486.0,267.0,True,True,True,39.5525801999998
716.06,1,24,0,8,abba,B1,False,2,OPA_SUMo,1009744.0,264.0,True,True,True,164.18503080000056
716.42,1,24,0,8,abba,B1,False,3,SUMo,1011701.0,269.0,True,True,True,203.16005570000044
716.78,1,24,0,8,abba,B1,False,4,LPo,875035.0,262.0,True,False,True,-2518.6390005000007
718.64,1,24,0,8,abba,B2,False,0,PGAgain,1002231.0,264.0,True,True,True,14.558376699999892
719.0,1,24,0,8,abba,B2,False,1,BPo,1003509.0,250.0,True,True,True,40.010641300000295
719.36,1,24,0,8,abba,B2,False,2,OPA_SUMo,1009722.0,268.0,True,True,True,163.7468853999996
719.72,1,24,0,8,abba,B2,False,3,SUMo,1011728.0,246.0,True,True,True,203.69777959999905
720.08,1,24,0,8,abba,B2,False,4,LPo,875000.0,280.0,True,False,True,-2519.3360500000003
721.94,1,24,0,-8,abba,A2,False,0,PGAgain,1002198.0,263.0,True,True,True,13.901158599999585
722.3,1,24,0,-8,abba,A2,False,1,BPo,1003476.0,258.0,True,True,True,39.35342319999999
722.66,1,24,0,-8,abba,A2,False,2,OPA_SUMo,997854.0,245.0,True,True,True,-72.61264219999917
723.02,1,24,0,-8,abba,A2,False,3,SUMo,999870.0,272.0,True,True,True,-32.46259099999991
723.38,1,24,0,-8,abba,A2,False,4,LPo,875000.0,279.0,True,False,True,-2519.3360500000003
725.24,1,24,0,-4,abba,A1,False,0,PGAgain,1002219.0,250.0,True,True,True,14.319388300001014
725.6,1,24,0,-4,abba,A1,False,1,BPo,1003469.0,275.0,True,True,True,39.214013300001014
725.96,1,24,0,-4,abba,A1,False,2,OPA_SUMo,1000857.0,255.0,True,True,True,-12.80579510000058
726.32,1,24,0,-4,abba,A1,False,3,SUMo,1002819.0,290.0,True,True,True,26.268808299999204
726.68,1,24,0,-4,abba,A1,False,4,LPo,875000.0,268.0,True,False,True,-2519.3360500000003
728.54,1,24,0,4,abba,B1,False,0,PGAgain,1002289.0,254.0,True,True,True,15.713487299999747
728.9,1,24,0,4,abba,B1,False,1,BPo,1003483.0,261.0,True,True,True,39.492833099998954
729.26,1,24,0,4,abba,B1,False,2,OPA_SUMo,1006796.0,244.0,True,True,True,105.47354720000098
729.62,1,24,0,4,abba,B1,False,3,SUMo,1008804.0,266.0,True,True,True,145.4642727999995
729.98,1,24,0,4,abba,B1,False,4,LPo,875000.0,272.0,True,False,True,-2519.3360500000003
731.84,1,24,0,4,abba,B2,False,0,PGAgain,1002224.0,260.0,True,True,True,14.418966800000925
732.2,1,24,0,4,abba,B2,False,1,BPo,1003522.0,267.0,True,True,True,40.269545400000965
732.56,1,24,0,4,abba,B2,False,2,OPA_SUMo,1006802.0,261.0,True,True,True,105.59304140000042
732.92,1,24,0,4,abba,B2,False,3,SUMo,1008777.0,250.0,True,True,True,144.92654890000088
733.28,1,24,0,4,abba,B2,False,4,LPo,875057.0,290.0,True,False,True,-2518.2008551
735.14,1,24,0,-4,abba,A2,False,0,PGAgain,1002270.0,257.0,True,True,True,15.33508899999964
735.5,1,24,0,-4,abba,A2,False,1,BPo,1003502.0,250.0,True,True,True,39.87123139999906
735.86,1,24,0,-4,abba,A2,False,2,OPA_SUMo,1000924.0,245.0,True,True,True,-11.471443200000435
736.22,1,24,0,-4,abba,A2,False,3,SUMo,1002925.0,269.0,True,True,True,28.379872499999095
736.58,1,24,0,-4,abba,A2,False,4,LPo,875000.0,251.0,True,False,True,-2519.3360500000003
738.44,1,24,0,-2,abba,A1,False,0,PGAgain,1002254.0,248.0,True,True,True,15.01643780000038
738.8,1,24,0,-2,abba,A1,False,1,BPo,1003514.0,273.0,True,True,True,40.1102198000002
739.16,1,24,0,-2,abba,A1,False,2,OPA_SUMo,1002356.0,284.0,True,True,True,17.047839199999892
739.52,1,24,0,-2,abba,A1,False,3,SUMo,1004340.0,257.0,True,True,True,56.560588000000635
739.88,1,24,0,-2,abba,A1,False,4,LPo,875000.0,243.0,True,False,True,-2519.3360500000003
741.74,1,24,0,2,abba,B1,False,0,PGAgain,1002249.0,248.0,True,True,True,14.916859300000471
742.1,1,24,0,2,abba,B1,False,1,BPo,1003540.0,286.0,True,True,True,40.628027999999276
742.46,1,24,0,2,abba,B1,False,2,OPA_SUMo,1005388.0,272.0,True,True,True,77.43224160000068
742.82,1,24,0,2,abba,B1,False,3,SUMo,1007337.0,256.0,True,True,True,116.24794089999979
743.18,1,24,0,2,abba,B1,False,4,LPo,875002.0,247.0,True,False,True,-2519.296218600001
745.04,1,24,0,2,abba,B2,False,0,PGAgain,1002254.0,265.0,True,True,True,15.01643780000038
745.4,1,24,0,2,abba,B2,False,1,BPo,1003487.0,265.0,True,True,True,39.57249589999933
745.76,1,24,0,2,abba,B2,False,2,OPA_SUMo,1005335.0,272.0,True,True,True,76.37670950000073
746.12,1,24,0,2,abba,B2,False,3,SUMo,1007344.0,259.0,True,True,True,116.38735080000102
746.48,1,24,0,2,abba,B2,False,4,LPo,875000.0,266.0,True,False,True,-2519.3360500000003
748.34,1,24,0,-2,abba,A2,False,0,PGAgain,1002212.0,262.0,True,True,True,14.179978399999783
748.7,1,24,0,-2,abba,A2,False,1,BPo,1003511.0,270.0,True,True,True,40.05047269999935
749.06,1,24,0,-2,abba,A2,False,2,OPA_SUMo,1002423.0,251.0,True,True,True,18.382191100000036
749.42,1,24,0,-2,abba,A2,False,3,SUMo,1004409.0,250.0,True,True,True,57.93477129999984
749.78,1,24,0,-2,abba,A2,False,4,LPo,875000.0,299.0,True,False,True,-2519.3360500000003
814.46,1,24,64,0,referencia,,False,0,PGAgain,1002165.0,264.0,True,True,True,13.243940499999276
814.82,1,24,64,0,referencia,,False,1,BPo,1009279.0,272.0,True,True,True,154.92423029999995
815.18,1,24,64,0,referencia,,False,2,OPA_SUMo,980992.0,288.0,True,True,True,-408.43117560000076
815.54,1,24,64,0,referencia,,False,3,SUMo,982988.0,247.0,True,True,True,-368.6794383999989
815.9,1,24,64,0,referencia,,False,4,LPo,875000.0,280.0,True,False,True,-2519.3360500000003
817.76,1,24,64,-255,malla,,False,0,PGAgain,1002221.0,267.0,True,True,True,14.359219700000073
818.12,1,24,64,-255,malla,,False,1,BPo,1009248.0,266.0,True,True,True,154.30684360000095
