t_s,pasada,idac0,idac1,idac2,fase,ch,tap,media_banco_uv,pp_banco_uv,ok,valido,clavado,real_mv_vs_vref
218.58,1,12,-255,-132,fino,4,LPo,875000.0,260.0,True,False,True,-2519.3360500000003
220.44,1,12,-255,-130,fino,0,PGAgain,1001548.0,280.0,True,True,True,0.9559536000000363
220.8,1,12,-255,-130,fino,1,BPo,980482.0,242.0,True,True,True,-418.5881826000006
221.16,1,12,-255,-130,fino,2,OPA_SUMo,1004678.0,275.0,True,True,True,63.29209459999995
221.52,1,12,-255,-130,fino,3,SUMo,1006595.0,262.0,True,True,True,101.47049150000055
221.88,1,12,-255,-130,fino,4,LPo,875000.0,266.0,True,False,True,-2519.3360500000003
223.74,1,12,-255,-128,fino,0,PGAgain,1001619.0,248.0,True,True,True,2.369968300000562
224.1,1,12,-255,-128,fino,1,BPo,980479.0,250.0,True,True,True,-418.64792969999917
224.46,1,12,-255,-128,fino,2,OPA_SUMo,1006123.0,286.0,True,True,True,92.07028110000094
224.82,1,12,-255,-128,fino,3,SUMo,1008054.0,256.0,True,True,True,130.52749779999948
225.18,1,12,-255,-128,fino,4,LPo,875001.0,267.0,True,False,True,-2519.3161343000006
227.04,1,12,-255,-126,fino,0,PGAgain,1001522.0,310.0,True,True,False,0.43814540000096003
227.4,1,12,-255,-126,fino,1,BPo,980478.0,271.0,True,True,True,-418.667845400001
227.76,1,12,-255,-126,fino,2,OPA_SUMo,1007594.0,250.0,True,True,True,121.36627580000102
228.12,1,12,-255,-126,fino,3,SUMo,1009587.0,250.0,True,True,True,161.05826589999978
228.48,1,12,-255,-126,fino,4,LPo,875000.0,264.0,True,False,True,-2519.3360500000003
230.34,1,12,-255,-124,fino,0,PGAgain,1001564.0,288.0,True,True,True,1.2746047999992935
230.7,1,12,-255,-124,fino,1,BPo,980517.0,260.0,True,True,True,-417.89113309999897
231.06,1,12,-255,-124,fino,2,OPA_SUMo,1009059.0,271.0,True,True,True,150.5427762999994
231.42,1,12,-255,-124,fino,3,SUMo,1010966.0,279.0,True,True,True,188.52201620000017
231.78,1,12,-255,-124,fino,4,LPo,875000.0,272.0,True,False,True,-2519.3360500000003
233.64,1,12,-255,-120,fino,0,PGAgain,1001577.0,249.0,True,True,True,1.5335088999999638
234.0,1,12,-255,-120,fino,1,BPo,980594.0,263.0,True,True,True,-416.357624199999
234.36,1,12,-255,-120,fino,2,OPA_SUMo,1012040.0,271.0,True,True,True,209.91147799999928
234.72,1,12,-255,-120,fino,3,SUMo,1014026.0,264.0,True,True,True,249.4640581999991
235.08,1,12,-255,-120,fino,4,LPo,875034.0,277.0,True,False,True,-2518.6589162000005
325.44,1,12,-192,0,referencia,0,PGAgain,1001532.0,280.0,True,True,True,0.6373024000007789
325.8,1,12,-192,0,referencia,1,BPo,986202.0,265.0,True,True,True,-304.67037860000005
326.16,1,12,-192,0,referencia,2,OPA_SUMo,1078122.0,267.0,True,True,True,1525.9807654000015
326.52,1,12,-192,0,referencia,3,SUMo,1080139.0,260.0,True,True,True,1566.150732299998
326.88,1,12,-192,0,referencia,4,LPo,875034.0,257.0,True,False,True,-2518.6589162000005
328.74,1,12,-192,-255,malla,0,PGAgain,1001489.0,242.0,True,True,True,-0.21907269999934795
329.1,1,12,-192,-255,malla,1,BPo,986153.0,244.0,True,True,True,-305.6462478999996
329.46,1,12,-192,-255,malla,2,OPA_SUMo,889116.0,293.0,True,True,True,-2238.2060288000002
329.82,1,12,-192,-255,malla,3,SUMo,891169.0,252.0,True,True,True,-2197.3190967000005
330.18,1,12,-192,-255,malla,4,LPo,875045.0,255.0,True,False,True,-2518.4398435000007
332.04,1,12,-192,-128,malla,0,PGAgain,1001540.0,243.0,True,True,True,0.7966279999992755
332.4,1,12,-192,-128,malla,1,BPo,986129.0,245.0,True,True,True,-306.1242246999996
332.76,1,12,-192,-128,malla,2,OPA_SUMo,983205.0,261.0,True,True,True,-364.3577314999992
333.12,1,12,-192,-128,malla,3,SUMo,985235.0,269.0,True,True,True,-323.92886049999976
333.48,1,12,-192,-128,malla,4,LPo,875000.0,264.0,True,False,True,-2519.3360500000003
335.34,1,12,-192,-64,malla,0,PGAgain,1001566.0,266.0,True,True,True,1.314436200000616
335.7,1,12,-192,-64,malla,1,BPo,986202.0,293.0,True,True,True,-304.67037860000005
336.06,1,12,-192,-64,malla,2,OPA_SUMo,1030658.0,265.0,True,True,True,580.701980599998
336.42,1,12,-192,-64,malla,3,SUMo,1032641.0,257.0,True,True,True,620.1948137000015
336.78,1,12,-192,-64,malla,4,LPo,875061.0,249.0,True,False,True,-2518.1211922999996
338.64,1,12,-192,0,malla,0,PGAgain,1001618.0,261.0,True,True,True,2.3500526000010327
339.0,1,12,-192,0,malla,1,BPo,986226.0,248.0,True,True,True,-304.1924018
339.36,1,12,-192,0,malla,2,OPA_SUMo,1078165.0,263.0,True,True,True,1526.8371404999994
339.72,1,12,-192,0,malla,3,SUMo,1080059.0,254.0,True,True,True,1564.5574762999995
340.08,1,12,-192,0,malla,4,LPo,875000.0,252.0,True,False,True,-2519.3360500000003
341.94,1,12,-192,64,malla,0,PGAgain,1001626.0,249.0,True,True,True,2.5093781999995293
342.3,1,12,-192,64,malla,1,BPo,986168.0,274.0,True,True,True,-305.3475123999999
342.66,1,12,-192,64,malla,2,OPA_SUMo,1125628.0,272.0,True,False,True,2472.0960095999985
343.02,1,12,-192,64,malla,3,SUMo,1127561.0,263.0,True,False,True,2510.5930576999986
343.38,1,12,-192,64,malla,4,LPo,875000.0,246.0,True,False,True,-2519.3360500000003
345.24,1,12,-192,128,malla,0,PGAgain,1001579.0,269.0,True,True,True,1.573340299999022
345.6,1,12,-192,128,malla,1,BPo,986142.0,266.0,True,True,True,-305.86532059999894
345.96,1,12,-192,128,malla,2,OPA_SUMo,1128000.0,271.0,True,False,True,2519.3360500000003
346.32,1,12,-192,128,malla,3,SUMo,1128000.0,259.0,True,False,True,2519.3360500000003
346.68,1,12,-192,128,malla,4,LPo,875039.0,263.0,True,False,True,-2518.5593377000005
348.54,1,12,-192,255,malla,0,PGAgain,1001594.0,260.0,True,True,True,1.8720758000010145
348.9,1,12,-192,255,malla,1,BPo,986241.0,253.0,True,True,True,-303.8936663000003
349.26,1,12,-192,255,malla,2,OPA_SUMo,1128000.0,242.0,True,False,True,2519.3360500000003
349.62,1,12,-192,255,malla,3,SUMo,1128000.0,273.0,True,False,True,2519.3360500000003
349.98,1,12,-192,255,malla,4,LPo,875000.0,262.0,True,False,True,-2519.3360500000003
351.84,1,12,-192,-136,fino,0,PGAgain,1001633.0,256.0,True,True,True,2.6487881000007607
352.2,1,12,-192,-136,fino,1,BPo,986235.0,249.0,True,True,True,-304.01316049999974
352.56,1,12,-192,-136,fino,2,OPA_SUMo,977338.0,258.0,True,True,True,-481.2031434000007
352.92,1,12,-192,-136,fino,3,SUMo,979316.0,258.0,True,True,True,-441.8098887999994
353.28,1,12,-192,-136,fino,4,LPo,875002.0,262.0,True,False,True,-2519.296218600001
355.14,1,12,-192,-132,fino,0,PGAgain,1001575.0,262.0,True,True,True,1.4936775000009057
355.5,1,12,-192,-132,fino,1,BPo,986240.0,253.0,True,True,True,-303.91358199999985
355.86,1,12,-192,-132,fino,2,OPA_SUMo,980264.0,253.0,True,True,True,-422.9298051999998
356.22,1,12,-192,-132,fino,3,SUMo,982305.0,261.0,True,True,True,-382.281861500001
356.58,1,12,-192,-132,fino,4,LPo,875026.0,259.0,True,False,True,-2518.818241800001
358.44,1,12,-192,-130,fino,0,PGAgain,1001603.0,265.0,True,True,True,2.05131709999904
358.8,1,12,-192,-130,fino,1,BPo,986223.0,282.0,True,True,True,-304.25214890000086
359.16,1,12,-192,-130,fino,2,OPA_SUMo,981754.0,271.0,True,True,True,-393.2554121999996
359.52,1,12,-192,-130,fino,3,SUMo,983826.0,269.0,True,True,True,-351.9900817999996
359.88,1,12,-192,-130,fino,4,LPo,875057.0,252.0,True,False,True,-2518.2008551
361.74,1,12,-192,-128,fino,0,PGAgain,1001553.0,260.0,True,True,True,1.0555320999999458
362.1,1,12,-192,-128,fino,1,BPo,986206.0,263.0,True,True,True,-304.59071579999966
362.46,1,12,-192,-128,fino,2,OPA_SUMo,983257.0,247.0,True,True,True,-363.32211510000104
362.82,1,12,-192,-128,fino,3,SUMo,985281.0,257.0,True,True,True,-323.01273830000105
363.18,1,12,-192,-128,fino,4,LPo,875007.0,252.0,True,False,True,-2519.1966401000013
365.04,1,12,-192,-126,fino,0,PGAgain,1001577.0,266.0,True,True,True,1.5335088999999638
365.4,1,12,-192,-126,fino,1,BPo,986203.0,277.0,True,True,True,-304.65046290000055
365.76,1,12,-192,-126,fino,2,OPA_SUMo,984749.0,260.0,True,True,True,-333.60789069999953
366.12,1,12,-192,-126,fino,3,SUMo,986773.0,257.0,True,True,True,-293.29851389999953
366.48,1,12,-192,-126,fino,4,LPo,875000.0,244.0,True,False,True,-2519.3360500000003
368.34,1,12,-192,-124,fino,0,PGAgain,1001582.0,259.0,True,True,True,1.6330873999998734
368.7,1,12,-192,-124,fino,1,BPo,986215.0,255.0,True,True,True,-304.4114744999994
369.06,1,12,-192,-124,fino,2,OPA_SUMo,986179.0,262.0,True,True,True,-305.12843970000057
369.42,1,12,-192,-124,fino,3,SUMo,988197.0,264.0,True,True,True,-264.93855709999997
369.78,1,12,-192,-124,fino,4,LPo,875000.0,259.0,True,False,True,-2519.3360500000003
371.64,1,12,-192,-120,fino,0,PGAgain,1001550.0,259.0,True,True,True,0.9957849999990944
372.0,1,12,-192,-120,fino,1,BPo,986177.0,254.0,True,True,True,-305.1682710999996
372.36,1,12,-192,-120,fino,2,OPA_SUMo,989170.0,248.0,True,True,True,-245.56058100000084
372.72,1,12,-192,-120,fino,3,SUMo,991169.0,262.0,True,True,True,-205.74909670000036
373.08,1,12,-192,-120,fino,4,LPo,875058.0,269.0,True,False,True,-2518.1809394
463.44,1,12,-128,0,referencia,0,PGAgain,1001597.0,254.0,True,True,True,1.9318228999996017
463.8,1,12,-128,0,referencia,1,BPo,991979.0,278.0,True,True,True,-189.6173796999992
464.16,1,12,-128,0,referencia,2,OPA_SUMo,1055101.0,277.0,True,True,True,1067.5014357000023
464.52,1,12,-128,0,referencia,3,SUMo,1057018.0,242.0,True,True,True,1105.6798326000007
464.88,1,12,-128,0,referencia,4,LPo,875008.0,272.0,True,False,True,-2519.1767243999993
466.74,1,12,-128,-255,malla,0,PGAgain,1001485.0,281.0,True,True,True,-0.2987354999997283
467.1,1,12,-128,-255,malla,1,BPo,991983.0,277.0,True,True,True,-189.53771690000107
467.46,1,12,-128,-255,malla,2,OPA_SUMo,875000.0,265.0,True,False,True,-2519.3360500000003
467.82,1,12,-128,-255,malla,3,SUMo,875000.0,254.0,True,False,True,-2519.3360500000003
468.18,1,12,-128,-255,malla,4,LPo,875031.0,256.0,True,False,True,-2518.718663300001
470.04,1,12,-128,-128,malla,0,PGAgain,1001531.0,274.0,True,True,True,0.6173866999989857
470.4,1,12,-128,-128,malla,1,BPo,991966.0,274.0,True,True,True,-189.87628379999984
470.76,1,12,-128,-128,malla,2,OPA_SUMo,960234.0,264.0,True,True,True,-821.8412761999994
471.12,1,12,-128,-128,malla,3,SUMo,962289.0,245.0,True,True,True,-780.9145127000003
471.48,1,12,-128,-128,malla,4,LPo,875000.0,271.0,True,False,True,-2519.3360500000003
473.34,1,12,-128,-64,malla,0,PGAgain,1001598.0,272.0,True,True,True,1.9517385999991306
473.7,1,12,-128,-64,malla,1,BPo,991974.0,263.0,True,True,True,-189.71695819999908
474.06,1,12,-128,-64,malla,2,OPA_SUMo,1007696.0,284.0,True,True,True,123.39767720000053
474.42,1,12,-128,-64,malla,3,SUMo,1009655.0,251.0,True,True,True,162.41253349999945
474.78,1,12,-128,-64,malla,4,LPo,875000.0,312.0,True,False,False,-2519.3360500000003
476.64,1,12,-128,0,malla,0,PGAgain,1001466.0,262.0,True,True,True,-0.677133799999837
477.0,1,12,-128,0,malla,1,BPo,991943.0,284.0,True,True,True,-190.33434490000033
477.36,1,12,-128,0,malla,2,OPA_SUMo,1055094.0,280.0,True,True,True,1067.362025800001
477.72,1,12,-128,0,malla,3,SUMo,1057107.0,250.0,True,True,True,1107.4523298999995
478.08,1,12,-128,0,malla,4,LPo,875004.0,253.0,True,False,True,-2519.2563871999996
479.94,1,12,-128,64,malla,0,PGAgain,1001607.0,283.0,True,True,True,2.1309798999994203
480.3,1,12,-128,64,malla,1,BPo,991899.0,259.0,True,True,True,-191.21063569999998
480.66,1,12,-128,64,malla,2,OPA_SUMo,1102584.0,253.0,True,True,True,2013.1586188000012
481.02,1,12,-128,64,malla,3,SUMo,1104519.0,262.0,True,True,True,2051.6954983
481.38,1,12,-128,64,malla,4,LPo,875025.0,286.0,True,False,True,-2518.8381575000008
483.24,1,12,-128,128,malla,0,PGAgain,1001564.0,263.0,True,True,True,1.2746047999992935
483.6,1,12,-128,128,malla,1,BPo,991948.0,287.0,True,True,True,-190.23476640000044
483.96,1,12,-128,128,malla,2,OPA_SUMo,1128000.0,275.0,True,False,True,2519.3360500000003
484.32,1,12,-128,128,malla,3,SUMo,1128000.0,282.0,True,False,True,2519.3360500000003
484.68,1,12,-128,128,malla,4,LPo,875007.0,272.0,True,False,True,-2519.1966401000013
486.54,1,12,-128,255,malla,0,PGAgain,1001521.0,309.0,True,True,False,0.4182296999991668
486.9,1,12,-128,255,malla,1,BPo,991952.0,259.0,True,True,True,-190.15510360000005
487.26,1,12,-128,255,malla,2,OPA_SUMo,1128000.0,272.0,True,False,True,2519.3360500000003
487.62,1,12,-128,255,malla,3,SUMo,1128000.0,288.0,True,False,True,2519.3360500000003
487.98,1,12,-128,255,malla,4,LPo,875016.0,255.0,True,False,True,-2519.017398800001
489.84,1,12,-128,-72,fino,0,PGAgain,1001564.0,246.0,True,True,True,1.2746047999992935
490.2,1,12,-128,-72,fino,1,BPo,991971.0,244.0,True,True,True,-189.77670529999995
490.56,1,12,-128,-72,fino,2,OPA_SUMo,1001761.0,281.0,True,True,True,5.197997699999348
490.92,1,12,-128,-72,fino,3,SUMo,1003766.0,262.0,True,True,True,45.12897619999926
491.28,1,12,-128,-72,fino,4,LPo,875000.0,259.0,True,False,True,-2519.3360500000003
493.14,1,12,-128,-68,fino,0,PGAgain,1001558.0,250.0,True,True,True,1.1551105999998552
493.5,1,12,-128,-68,fino,1,BPo,992011.0,259.0,True,True,True,-188.98007730000066
493.86,1,12,-128,-68,fino,2,OPA_SUMo,1004783.0,267.0,True,True,True,65.38324310000031
494.22,1,12,-128,-68,fino,3,SUMo,1006774.0,243.0,True,True,True,105.03540180000002
494.58,1,12,-128,-68,fino,4,LPo,875000.0,275.0,True,False,True,-2519.3360500000003
496.44,1,12,-128,-66,fino,0,PGAgain,1001619.0,259.0,True,True,True,2.369968300000562
496.8,1,12,-128,-66,fino,1,BPo,991945.0,273.0,True,True,True,-190.29451349999903
497.16,1,12,-128,-66,fino,2,OPA_SUMo,1006183.0,279.0,True,True,True,93.26522309999986
497.52,1,12,-128,-66,fino,3,SUMo,1008235.0,255.0,True,True,True,134.13223950000028
497.88,1,12,-128,-66,fino,4,LPo,875000.0,276.0,True,False,True,-2519.3360500000003
499.74,1,12,-128,-64,fino,0,PGAgain,1001568.0,269.0,True,True,True,1.354267599999674
500.1,1,12,-128,-64,fino,1,BPo,991902.0,253.0,True,True,True,-191.15088859999915
500.46,1,12,-128,-64,fino,2,OPA_SUMo,1007744.0,257.0,True,True,True,124.35363080000057
500.82,1,12,-128,-64,fino,3,SUMo,1009711.0,281.0,True,True,True,163.52781270000025
501.18,1,12,-128,-64,fino,4,LPo,875011.0,289.0,True,False,True,-2519.1169773000006
503.04,1,12,-128,-62,fino,0,PGAgain,1001545.0,257.0,True,True,True,0.896206499999185
503.4,1,12,-128,-62,fino,1,BPo,991919.0,288.0,True,True,True,-190.81232170000035
503.76,1,12,-128,-62,fino,2,OPA_SUMo,1009226.0,246.0,True,True,True,153.86869819999998
504.12,1,12,-128,-62,fino,3,SUMo,1011216.0,244.0,True,True,True,193.50094120000017
504.48,1,12,-128,-62,fino,4,LPo,875000.0,270.0,True,False,True,-2519.3360500000003
506.34,1,12,-128,-60,fino,0,PGAgain,1001566.0,262.0,True,True,True,1.314436200000616
506.7,1,12,-128,-60,fino,1,BPo,991956.0,249.0,True,True,True,-190.07544079999965
507.06,1,12,-128,-60,fino,2,OPA_SUMo,1010642.0,266.0,True,True,True,182.06932940000107
507.42,1,12,-128,-60,fino,3,SUMo,1012714.0,258.0,True,True,True,223.3346598000011
507.78,1,12,-128,-60,fino,4,LPo,875000.0,277.0,True,False,True,-2519.3360500000003
509.64,1,12,-128,-56,fino,0,PGAgain,1001504.0,251.0,True,True,True,0.07966280000038038
510.0,1,12,-128,-56,fino,1,BPo,992026.0,261.0,True,True,True,-188.68134180000092
510.36,1,12,-128,-56,fino,2,OPA_SUMo,1013669.0,284.0,True,True,True,242.35415329999967
510.72,1,12,-128,-56,fino,3,SUMo,1015712.0,262.0,True,True,True,283.0419283999998
511.08,1,12,-128,-56,fino,4,LPo,875056.0,272.0,True,False,True,-2518.220770799999
601.44,1,12,-64,0,referencia,0,PGAgain,1001551.0,254.0,True,True,True,1.0157007000008875
601.8,1,12,-64,0,referencia,1,BPo,997735.0,261.0,True,True,True,-74.98261049999974
602.16,1,12,-64,0,referencia,2,OPA_SUMo,1032259.0,253.0,True,True,True,612.5870163000003
602.52,1,12,-64,0,referencia,3,SUMo,1034291.0,300.0,True,True,False,653.0557186999988
602.88,1,12,-64,0,referencia,4,LPo,875009.0,256.0,True,False,True,-2519.1568087
604.74,1,12,-64,-255,malla,0,PGAgain,1001508.0,256.0,True,True,True,0.15932560000076076
605.1,1,12,-64,-255,malla,1,BPo,997747.0,245.0,True,True,True,-74.74362210000085
605.46,1,12,-64,-255,malla,2,OPA_SUMo,875000.0,277.0,True,False,True,-2519.3360500000003
605.82,1,12,-64,-255,malla,3,SUMo,875000.0,280.0,True,False,True,-2519.3360500000003
606.18,1,12,-64,-255,malla,4,LPo,875002.0,260.0,True,False,True,-2519.296218600001
608.04,1,12,-64,-128,malla,0,PGAgain,1001513.0,288.0,True,True,True,0.2589041000006702
608.4,1,12,-64,-128,malla,1,BPo,997791.0,267.0,True,True,True,-73.86733129999894
608.76,1,12,-64,-128,malla,2,OPA_SUMo,937397.0,241.0,True,True,True,-1276.6561170999992
609.12,1,12,-64,-128,malla,3,SUMo,939476.0,288.0,True,True,True,-1235.2513768000001
609.48,1,12,-64,-128,malla,4,LPo,875000.0,264.0,True,False,True,-2519.3360500000003
611.34,1,12,-64,-64,malla,0,PGAgain,1001547.0,279.0,True,True,True,0.9360379000005072
611.7,1,12,-64,-64,malla,1,BPo,997736.0,255.0,True,True,True,-74.96269480000021
612.06,1,12,-64,-64,malla,2,OPA_SUMo,984773.0,279.0,True,True,True,-333.1299138999995
612.42,1,12,-64,-64,malla,3,SUMo,986879.0,245.0,True,True,True,-291.18744969999966
612.78,1,12,-64,-64,malla,4,LPo,875000.0,270.0,True,False,True,-2519.3360500000003
614.64,1,12,-64,0,malla,0,PGAgain,1001512.0,269.0,True,True,True,0.238988399998877
615.0,1,12,-64,0,malla,1,BPo,997723.0,245.0,True,True,True,-75.22159890000087
615.36,1,12,-64,0,malla,2,OPA_SUMo,1032283.0,270.0,True,True,True,613.0649930999981
615.72,1,12,-64,0,malla,3,SUMo,1034313.0,263.0,True,True,True,653.493864100002
616.08,1,12,-64,0,malla,4,LPo,875008.0,252.0,True,False,True,-2519.1767243999993
617.94,1,12,-64,64,malla,0,PGAgain,1001519.0,259.0,True,True,True,0.3783983000001087
618.3,1,12,-64,64,malla,1,BPo,997753.0,256.0,True,True,True,-74.62412789999915
618.66,1,12,-64,64,malla,2,OPA_SUMo,1079787.0,271.0,True,True,True,1559.1404059000008
619.02,1,12,-64,64,malla,3,SUMo,1081751.0,264.0,True,True,True,1598.2548406999997
619.38,1,12,-64,64,malla,4,LPo,875000.0,272.0,True,False,True,-2519.3360500000003
621.24,1,12,-64,128,malla,0,PGAgain,1001524.0,256.0,True,True,True,0.47797680000001813
621.6,1,12,-64,128,malla,1,BPo,997743.0,275.0,True,True,True,-74.82328489999897
621.96,1,12,-64,128,malla,2,OPA_SUMo,1127185.0,252.0,True,False,True,2503.104754499999
622.32,1,12,-64,128,malla,3,SUMo,1128000.0,245.0,True,False,True,2519.3360500000003
622.68,1,12,-64,128,malla,4,LPo,875036.0,274.0,True,False,True,-2518.619084800001
624.54,1,12,-64,255,malla,0,PGAgain,1001438.0,252.0,True,True,True,-1.2347734000002355
624.9,1,12,-64,255,malla,1,BPo,997752.0,261.0,True,True,True,-74.64404360000094
625.26,1,12,-64,255,malla,2,OPA_SUMo,1128000.0,261.0,True,False,True,2519.3360500000003
625.62,1,12,-64,255,malla,3,SUMo,1128000.0,248.0,True,False,True,2519.3360500000003
625.98,1,12,-64,255,malla,4,LPo,875036.0,290.0,True,False,True,-2518.619084800001
627.84,1,12,-64,-72,fino,0,PGAgain,1001567.0,311.0,True,True,False,1.334351900000145
628.2,1,12,-64,-72,fino,1,BPo,997689.0,283.0,True,True,True,-75.8987327000007
628.56,1,12,-64,-72,fino,2,OPA_SUMo,978982.0,260.0,True,True,True,-448.46173260000063
628.92,1,12,-64,-72,fino,3,SUMo,981003.0,278.0,True,True,True,-408.2121028999992
629.28,1,12,-64,-72,fino,4,LPo,875010.0,274.0,True,False,True,-2519.1368930000003
631.14,1,12,-64,-68,fino,0,PGAgain,1001532.0,282.0,True,True,True,0.6373024000007789
631.5,1,12,-64,-68,fino,1,BPo,997678.0,301.0,True,True,False,-76.11780540000005
631.86,1,12,-64,-68,fino,2,OPA_SUMo,981951.0,262.0,True,True,True,-389.33201929999956
632.22,1,12,-64,-68,fino,3,SUMo,983992.0,274.0,True,True,True,-348.68407560000077
632.58,1,12,-64,-68,fino,4,LPo,875013.0,251.0,True,False,True,-2519.0771458999993
634.44,1,12,-64,-66,fino,0,PGAgain,1001526.0,277.0,True,True,True,0.5178081999990762
634.8,1,12,-64,-66,fino,1,BPo,997742.0,280.0,True,True,True,-74.84320060000077
635.16,1,12,-64,-66,fino,2,OPA_SUMo,983454.0,285.0,True,True,True,-359.398722200001
635.52,1,12,-64,-66,fino,3,SUMo,985449.0,255.0,True,True,True,-319.6669007000009
635.88,1,12,-64,-66,fino,4,LPo,875000.0,253.0,True,False,True,-2519.3360500000003
637.74,1,12,-64,-64,fino,0,PGAgain,1001575.0,246.0,True,True,True,1.4936775000009057
638.1,1,12,-64,-64,fino,1,BPo,997709.0,260.0,True,True,True,-75.50041870000108
638.46,1,12,-64,-64,fino,2,OPA_SUMo,984866.0,247.0,True,True,True,-331.2777538000003
638.82,1,12,-64,-64,fino,3,SUMo,986933.0,262.0,True,True,True,-290.11200190000017
