t_s,pasada,idac0,idac1,idac2,fase,ch,tap,media_banco_uv,pp_banco_uv,ok,valido,clavado,real_mv_vs_vref
640.1,1,12,-64,-64,fino,0,PGAgain,1001501.0,260.0,True,True,True,0.01991569999952906
640.46,1,12,-64,-64,fino,1,BPo,997669.0,247.0,True,True,True,-76.29704670000035
640.82,1,12,-64,-64,fino,2,OPA_SUMo,984938.0,262.0,True,True,True,-329.84382340000025
641.18,1,12,-64,-64,fino,3,SUMo,986940.0,271.0,True,True,True,-289.97259199999894
641.54,1,12,-64,-64,fino,4,LPo,875000.0,263.0,True,False,True,-2519.3360500000003
643.4,1,12,-64,-62,fino,0,PGAgain,1001564.0,282.0,True,True,True,1.2746047999992935
643.76,1,12,-64,-62,fino,1,BPo,997697.0,268.0,True,True,True,-75.73940709999995
644.12,1,12,-64,-62,fino,2,OPA_SUMo,986492.0,277.0,True,True,True,-298.8948256000008
644.48,1,12,-64,-62,fino,3,SUMo,988392.0,246.0,True,True,True,-261.05499559999896
644.84,1,12,-64,-62,fino,4,LPo,875016.0,258.0,True,False,True,-2519.017398800001
646.7,1,12,-64,-60,fino,0,PGAgain,1001466.0,251.0,True,True,True,-0.677133799999837
647.06,1,12,-64,-60,fino,1,BPo,997706.0,290.0,True,True,True,-75.56016579999967
647.42,1,12,-64,-60,fino,2,OPA_SUMo,987942.0,260.0,True,True,True,-270.01706059999987
647.78,1,12,-64,-60,fino,3,SUMo,989956.0,254.0,True,True,True,-229.90684079999966
648.14,1,12,-64,-60,fino,4,LPo,875000.0,289.0,True,False,True,-2519.3360500000003
650.0,1,12,-64,-56,fino,0,PGAgain,1001518.0,291.0,True,True,True,0.35848260000057963
650.36,1,12,-64,-56,fino,1,BPo,997708.0,260.0,True,True,True,-75.5203344000006
650.72,1,12,-64,-56,fino,2,OPA_SUMo,990883.0,307.0,True,True,False,-211.44498689999926
651.08,1,12,-64,-56,fino,3,SUMo,992851.0,282.0,True,True,True,-172.25088930000004
651.44,1,12,-64,-56,fino,4,LPo,875000.0,290.0,True,False,True,-2519.3360500000003
741.8,1,12,0,0,referencia,0,PGAgain,1001467.0,256.0,True,True,True,-0.657218100000308
742.16,1,12,0,0,referencia,1,BPo,1003512.0,255.0,True,True,True,40.070388399998876
742.52,1,12,0,0,referencia,2,OPA_SUMo,1009590.0,277.0,True,True,True,161.11801300000064
742.88,1,12,0,0,referencia,3,SUMo,1011583.0,263.0,True,True,True,200.81000309999942
743.24,1,12,0,0,referencia,4,LPo,875000.0,251.0,True,False,True,-2519.3360500000003
745.1,1,12,0,-255,malla,0,PGAgain,1001513.0,263.0,True,True,True,0.2589041000006702
745.46,1,12,0,-255,malla,1,BPo,1003532.0,253.0,True,True,True,40.46870240000078
745.82,1,12,0,-255,malla,2,OPA_SUMo,875000.0,265.0,True,False,True,-2519.3360500000003
746.18,1,12,0,-255,malla,3,SUMo,875000.0,257.0,True,False,True,-2519.3360500000003
746.54,1,12,0,-255,malla,4,LPo,875000.0,251.0,True,False,True,-2519.3360500000003
748.4,1,12,0,-128,malla,0,PGAgain,1001464.0,290.0,True,True,True,-0.7169651999988952
748.76,1,12,0,-128,malla,1,BPo,1003494.0,267.0,True,True,True,39.711905800000565
749.12,1,12,0,-128,malla,2,OPA_SUMo,914773.0,263.0,True,True,True,-1727.2289138999995
749.48,1,12,0,-128,malla,3,SUMo,916771.0,261.0,True,True,True,-1687.437345300001
749.84,1,12,0,-128,malla,4,LPo,875000.0,257.0,True,False,True,-2519.3360500000003
751.7,1,12,0,-64,malla,0,PGAgain,1001496.0,262.0,True,True,True,-0.07966280000038038
752.06,1,12,0,-64,malla,1,BPo,1003441.0,258.0,True,True,True,38.65637370000062
752.42,1,12,0,-64,malla,2,OPA_SUMo,962222.0,245.0,True,True,True,-782.2488646000004
752.78,1,12,0,-64,malla,3,SUMo,964178.0,246.0,True,True,True,-743.2937554000001
753.14,1,12,0,-64,malla,4,LPo,875006.0,291.0,True,False,True,-2519.2165558000006
755.0,1,12,0,0,malla,0,PGAgain,1001460.0,261.0,True,True,True,-0.7966279999992755
755.36,1,12,0,0,malla,1,BPo,1003493.0,255.0,True,True,True,39.691990100001036
755.72,1,12,0,0,malla,2,OPA_SUMo,1009618.0,255.0,True,True,True,161.67565260000103
756.08,1,12,0,0,malla,3,SUMo,1011693.0,257.0,True,True,True,203.00073009999969
756.44,1,12,0,0,malla,4,LPo,875000.0,268.0,True,False,True,-2519.3360500000003
758.3,1,12,0,64,malla,0,PGAgain,1001519.0,261.0,True,True,True,0.3783983000001087
758.66,1,12,0,64,malla,1,BPo,1003537.0,269.0,True,True,True,40.56828090000069
759.02,1,12,0,64,malla,2,OPA_SUMo,1057022.0,276.0,True,True,True,1105.7594953999987
759.38,1,12,0,64,malla,3,SUMo,1059098.0,271.0,True,True,True,1147.1044885999993
759.74,1,12,0,64,malla,4,LPo,875010.0,276.0,True,False,True,-2519.1368930000003
761.6,1,12,0,128,malla,0,PGAgain,1001481.0,258.0,True,True,True,-0.3783983000001087
761.96,1,12,0,128,malla,1,BPo,1003458.0,272.0,True,True,True,38.9949405999994
762.32,1,12,0,128,malla,2,OPA_SUMo,1104491.0,267.0,True,True,True,2051.1378587
762.68,1,12,0,128,malla,3,SUMo,1106508.0,248.0,True,True,True,2091.307825600001
763.04,1,12,0,128,malla,4,LPo,875000.0,272.0,True,False,True,-2519.3360500000003
764.9,1,12,0,255,malla,0,PGAgain,1001485.0,249.0,True,True,True,-0.2987354999997283
765.26,1,12,0,255,malla,1,BPo,1003531.0,291.0,True,True,True,40.44878669999899
765.62,1,12,0,255,malla,2,OPA_SUMo,1128000.0,271.0,True,False,True,2519.3360500000003
765.98,1,12,0,255,malla,3,SUMo,1128000.0,283.0,True,False,True,2519.3360500000003
766.34,1,12,0,255,malla,4,LPo,875032.0,256.0,True,False,True,-2518.6987475999995
768.2,1,12,0,-8,fino,0,PGAgain,1001429.0,273.0,True,True,True,-1.4140147000005254
768.56,1,12,0,-8,fino,1,BPo,1003509.0,259.0,True,True,True,40.010641300000295
768.92,1,12,0,-8,fino,2,OPA_SUMo,1003713.0,261.0,True,True,True,44.073444099999314
769.28,1,12,0,-8,fino,3,SUMo,1005734.0,249.0,True,True,True,84.32307380000074
769.64,1,12,0,-8,fino,4,LPo,875001.0,246.0,True,False,True,-2519.3161343000006
771.5,1,12,0,-4,fino,0,PGAgain,1001515.0,269.0,True,True,True,0.2987354999997283
771.86,1,12,0,-4,fino,1,BPo,1003458.0,279.0,True,True,True,38.9949405999994
772.22,1,12,0,-4,fino,2,OPA_SUMo,1006783.0,262.0,True,True,True,105.21464310000032
772.58,1,12,0,-4,fino,3,SUMo,1008688.0,247.0,True,True,True,143.15405159999978
772.94,1,12,0,-4,fino,4,LPo,875000.0,248.0,True,False,True,-2519.3360500000003
774.8,1,12,0,-2,fino,0,PGAgain,1001435.0,285.0,True,True,True,-1.2945205000010869
775.16,1,12,0,-2,fino,1,BPo,1003528.0,276.0,True,True,True,40.3890396000004
775.52,1,12,0,-2,fino,2,OPA_SUMo,1008229.0,267.0,True,True,True,134.01274530000083
775.88,1,12,0,-2,fino,3,SUMo,1010120.0,250.0,True,True,True,171.6733340000001
776.24,1,12,0,-2,fino,4,LPo,875051.0,263.0,True,False,True,-2518.320349299999
778.1,1,12,0,0,fino,0,PGAgain,1001511.0,272.0,True,True,True,0.21907269999934795
778.46,1,12,0,0,fino,1,BPo,1003475.0,255.0,True,True,True,39.33350750000046
778.82,1,12,0,0,fino,2,OPA_SUMo,1009709.0,244.0,True,True,True,163.48798129999895
779.18,1,12,0,0,fino,3,SUMo,1011723.0,271.0,True,True,True,203.59820109999913
779.54,1,12,0,0,fino,4,LPo,875000.0,261.0,True,False,True,-2519.3360500000003
781.4,1,12,0,2,fino,0,PGAgain,1001477.0,251.0,True,True,True,-0.4580611000004891
781.76,1,12,0,2,fino,1,BPo,1003496.0,278.0,True,True,True,39.751737199999624
782.12,1,12,0,2,fino,2,OPA_SUMo,1011132.0,269.0,True,True,True,191.82802239999899
782.48,1,12,0,2,fino,3,SUMo,1013213.0,275.0,True,True,True,233.27259409999934
782.84,1,12,0,2,fino,4,LPo,875000.0,267.0,True,False,True,-2519.3360500000003
784.7,1,12,0,4,fino,0,PGAgain,1001480.0,253.0,True,True,True,-0.39831399999963774
785.06,1,12,0,4,fino,1,BPo,1003490.0,267.0,True,True,True,39.63224300000018
785.42,1,12,0,4,fino,2,OPA_SUMo,1012675.0,244.0,True,True,True,222.5579474999991
785.78,1,12,0,4,fino,3,SUMo,1014721.0,290.0,True,True,True,263.30546970000006
786.14,1,12,0,4,fino,4,LPo,875003.0,260.0,True,False,True,-2519.2763028999993
788.0,1,12,0,8,fino,0,PGAgain,1001442.0,262.0,True,True,True,-1.1551105999998552
788.36,1,12,0,8,fino,1,BPo,1003488.0,259.0,True,True,True,39.59241160000113
788.72,1,12,0,8,fino,2,OPA_SUMo,1015651.0,282.0,True,True,True,281.82707069999907
789.08,1,12,0,8,fino,3,SUMo,1017650.0,264.0,True,True,True,321.63855499999954
789.44,1,12,0,8,fino,4,LPo,875000.0,277.0,True,False,True,-2519.3360500000003
879.8,1,12,64,0,referencia,0,PGAgain,1001375.0,255.0,True,True,True,-2.4894625
880.16,1,12,64,0,referencia,1,BPo,1009303.0,270.0,True,True,True,155.40220709999994
880.52,1,12,64,0,referencia,2,OPA_SUMo,986968.0,279.0,True,True,True,-289.4149524000008
880.88,1,12,64,0,referencia,3,SUMo,988906.0,252.0,True,True,True,-250.81832580000102
881.24,1,12,64,0,referencia,4,LPo,875000.0,251.0,True,False,True,-2519.3360500000003
883.1,1,12,64,-255,malla,0,PGAgain,1001447.0,243.0,True,True,True,-1.0555320999999458
883.46,1,12,64,-255,malla,1,BPo,1009207.0,262.0,True,True,True,153.49029989999988
883.82,1,12,64,-255,malla,2,OPA_SUMo,875000.0,302.0,True,False,False,-2519.3360500000003
884.18,1,12,64,-255,malla,3,SUMo,875000.0,259.0,True,False,True,-2519.3360500000003
884.54,1,12,64,-255,malla,4,LPo,875005.0,260.0,True,False,True,-2519.2364715000003
886.4,1,12,64,-128,malla,0,PGAgain,1001444.0,259.0,True,True,True,-1.115279200000797
886.76,1,12,64,-128,malla,1,BPo,1009236.0,250.0,True,True,True,154.0678551999998
887.12,1,12,64,-128,malla,2,OPA_SUMo,892077.0,255.0,True,True,True,-2179.2356411
887.48,1,12,64,-128,malla,3,SUMo,894046.0,274.0,True,True,True,-2140.0216277999994
887.84,1,12,64,-128,malla,4,LPo,875000.0,252.0,True,False,True,-2519.3360500000003
889.7,1,12,64,-64,malla,0,PGAgain,1001402.0,279.0,True,True,True,-1.9517385999991306
890.06,1,12,64,-64,malla,1,BPo,1009284.0,275.0,True,True,True,155.02380879999984
890.42,1,12,64,-64,malla,2,OPA_SUMo,939536.0,255.0,True,True,True,-1234.0564348000012
890.78,1,12,64,-64,malla,3,SUMo,941491.0,256.0,True,True,True,-1195.1212413000003
891.14,1,12,64,-64,malla,4,LPo,875000.0,267.0,True,False,True,-2519.3360500000003
893.0,1,12,64,0,malla,0,PGAgain,1001457.0,273.0,True,True,True,-0.8563751000001268
893.36,1,12,64,0,malla,1,BPo,1009240.0,267.0,True,True,True,154.1475180000002
893.72,1,12,64,0,malla,2,OPA_SUMo,986955.0,275.0,True,True,True,-289.6738564999992
894.08,1,12,64,0,malla,3,SUMo,989009.0,265.0,True,True,True,-248.76700869999974
894.44,1,12,64,0,malla,4,LPo,875000.0,251.0,True,False,True,-2519.3360500000003
896.3,1,12,64,64,malla,0,PGAgain,1001410.0,257.0,True,True,True,-1.792413000000634
896.66,1,12,64,64,malla,1,BPo,1009287.0,278.0,True,True,True,155.0835559000007
897.02,1,12,64,64,malla,2,OPA_SUMo,1034321.0,296.0,True,True,True,653.6531896999983
897.38,1,12,64,64,malla,3,SUMo,1036384.0,261.0,True,True,True,694.7392788000003
897.74,1,12,64,64,malla,4,LPo,875053.0,278.0,True,False,True,-2518.2805179
899.6,1,12,64,128,malla,0,PGAgain,1001415.0,261.0,True,True,True,-1.6928345000007246
899.96,1,12,64,128,malla,1,BPo,1009323.0,257.0,True,True,True,155.8005210999996
900.32,1,12,64,128,malla,2,OPA_SUMo,1081823.0,270.0,True,True,True,1599.688771100002
900.68,1,12,64,128,malla,3,SUMo,1083852.0,247.0,True,True,True,1640.0977264000019
901.04,1,12,64,128,malla,4,LPo,875000.0,265.0,True,False,True,-2519.3360500000003
902.9,1,12,64,255,malla,0,PGAgain,1001479.0,261.0,True,True,True,-0.4182296999991668
903.26,1,12,64,255,malla,1,BPo,1009305.0,250.0,True,True,True,155.442038499999
903.62,1,12,64,255,malla,2,OPA_SUMo,1128000.0,289.0,True,False,True,2519.3360500000003
903.98,1,12,64,255,malla,3,SUMo,1128000.0,284.0,True,False,True,2519.3360500000003
904.34,1,12,64,255,malla,4,LPo,875018.0,251.0,True,False,True,-2518.9775673999998
906.2,1,12,64,-8,fino,0,PGAgain,1001380.0,286.0,True,True,True,-2.3898840000000905
906.56,1,12,64,-8,fino,1,BPo,1009258.0,256.0,True,True,True,154.50600060000076
906.92,1,12,64,-8,fino,2,OPA_SUMo,981056.0,268.0,True,True,True,-407.1565707999992
907.28,1,12,64,-8,fino,3,SUMo,983035.0,269.0,True,True,True,-367.74340050000063
907.64,1,12,64,-8,fino,4,LPo,875014.0,266.0,True,False,True,-2519.0572302
909.5,1,12,64,-4,fino,0,PGAgain,1001426.0,291.0,True,True,True,-1.4737617999991126
909.86,1,12,64,-4,fino,1,BPo,1009238.0,270.0,True,True,True,154.10768660000113
910.22,1,12,64,-4,fino,2,OPA_SUMo,984036.0,326.0,True,True,False,-347.8077848000011
910.58,1,12,64,-4,fino,3,SUMo,986022.0,256.0,True,True,True,-308.25520459999905
910.94,1,12,64,-4,fino,4,LPo,875053.0,289.0,True,False,True,-2518.2805179
912.8,1,12,64,-2,fino,0,PGAgain,1001521.0,257.0,True,True,True,0.4182296999991668
913.16,1,12,64,-2,fino,1,BPo,1009263.0,249.0,True,True,True,154.60557910000068
913.52,1,12,64,-2,fino,2,OPA_SUMo,985549.0,280.0,True,True,True,-317.6753307000005
913.88,1,12,64,-2,fino,3,SUMo,987498.0,270.0,True,True,True,-278.85963139999905
914.24,1,12,64,-2,fino,4,LPo,875000.0,274.0,True,False,True,-2519.3360500000003
916.1,1,12,64,0,fino,0,PGAgain,1001484.0,290.0,True,True,True,-0.3186511999992574
916.46,1,12,64,0,fino,1,BPo,1009238.0,296.0,True,True,True,154.10768660000113
916.82,1,12,64,0,fino,2,OPA_SUMo,987022.0,269.0,True,True,True,-288.33950459999903
917.18,1,12,64,0,fino,3,SUMo,989007.0,279.0,True,True,True,-248.80684010000104
917.54,1,12,64,0,fino,4,LPo,875009.0,251.0,True,False,True,-2519.1568087
919.4,1,12,64,2,fino,0,PGAgain,1001432.0,286.0,True,True,True,-1.354267599999674
919.76,1,12,64,2,fino,1,BPo,1009267.0,288.0,True,True,True,154.68524190000105
920.12,1,12,64,2,fino,2,OPA_SUMo,988522.0,275.0,True,True,True,-258.46595459999907
920.48,1,12,64,2,fino,3,SUMo,990440.0,294.0,True,True,True,-220.26764199999892
920.84,1,12,64,2,fino,4,LPo,875000.0,253.0,True,False,True,-2519.3360500000003
922.7,1,12,64,4,fino,0,PGAgain,1001451.0,280.0,True,True,True,-0.9758692999995653
923.06,1,12,64,4,fino,1,BPo,1009262.0,259.0,True,True,True,154.58566339999888
923.42,1,12,64,4,fino,2,OPA_SUMo,989910.0,279.0,True,True,True,-230.82296300000064
923.78,1,12,64,4,fino,3,SUMo,991948.0,248.0,True,True,True,-190.23476640000044
924.14,1,12,64,4,fino,4,LPo,875013.0,247.0,True,False,True,-2519.0771458999993
926.0,1,12,64,8,fino,0,PGAgain,1001414.0,257.0,True,True,True,-1.7127502000002537
926.36,1,12,64,8,fino,1,BPo,1009277.0,280.0,True,True,True,154.8843989000009
926.72,1,12,64,8,fino,2,OPA_SUMo,992894.0,260.0,True,True,True,-171.3945141999999
927.08,1,12,64,8,fino,3,SUMo,994881.0,251.0,True,True,True,-131.82201830000056
927.44,1,12,64,8,fino,4,LPo,875011.0,265.0,True,False,True,-2519.1169773000006
1017.8,1,12,128,0,referencia,0,PGAgain,1001401.0,257.0,True,True,True,-1.971654300000924
1018.16,1,12,128,0,referencia,1,BPo,1015043.0,263.0,True,True,True,269.71832510000013
1018.52,1,12,128,0,referencia,2,OPA_SUMo,964043.0,252.0,True,True,True,-745.9823749
1018.88,1,12,128,0,referencia,3,SUMo,966133.0,257.0,True,True,True,-704.3585618999992
1019.24,1,12,128,0,referencia,4,LPo,875002.0,253.0,True,False,True,-2519.296218600001
1021.1,1,12,128,-255,malla,0,PGAgain,1001410.0,284.0,True,True,True,-1.792413000000634
1021.46,1,12,128,-255,malla,1,BPo,1015007.0,247.0,True,True,True,269.001359899999
1021.82,1,12,128,-255,malla,2,OPA_SUMo,875000.0,251.0,True,False,True,-2519.3360500000003
1022.18,1,12,128,-255,malla,3,SUMo,875000.0,256.0,True,False,True,-2519.3360500000003
1022.54,1,12,128,-255,malla,4,LPo,875033.0,252.0,True,False,True,-2518.6788318999998
1024.4,1,12,128,-128,malla,0,PGAgain,1001432.0,298.0,True,True,True,-1.354267599999674
1024.76,1,12,128,-128,malla,1,BPo,1015056.0,265.0,True,True,True,269.9772292000008
1025.12,1,12,128,-128,malla,2,OPA_SUMo,875000.0,267.0,True,False,True,-2519.3360500000003
1025.48,1,12,128,-128,malla,3,SUMo,875000.0,259.0,True,False,True,-2519.3360500000003
1025.84,1,12,128,-128,malla,4,LPo,875030.0,274.0,True,False,True,-2518.7385790000008
1027.7,1,12,128,-64,malla,0,PGAgain,1001414.0,281.0,True,True,True,-1.7127502000002537
1028.06,1,12,128,-64,malla,1,BPo,1015057.0,251.0,True,True,True,269.99714490000036
1028.42,1,12,128,-64,malla,2,OPA_SUMo,916705.0,285.0,True,True,True,-1688.7517814999992
1028.78,1,12,128,-64,malla,3,SUMo,918679.0,290.0,True,True,True,-1649.4381897000005
1029.14,1,12,128,-64,malla,4,LPo,875000.0,252.0,True,False,True,-2519.3360500000003
1031.0,1,12,128,0,malla,0,PGAgain,1001393.0,272.0,True,True,True,-2.1309798999994203
1031.36,1,12,128,0,malla,1,BPo,1015082.0,250.0,True,True,True,270.4950373999999
1031.72,1,12,128,0,malla,2,OPA_SUMo,964118.0,246.0,True,True,True,-744.488697399999
1032.08,1,12,128,0,malla,3,SUMo,966180.0,269.0,True,True,True,-703.4225240000011
1032.44,1,12,128,0,malla,4,LPo,875000.0,277.0,True,False,True,-2519.3360500000003
1034.3,1,12,128,64,malla,0,PGAgain,1001527.0,252.0,True,True,True,0.5377239000008694
1034.66,1,12,128,64,malla,1,BPo,1015077.0,277.0,True,True,True,270.3954589
1035.02,1,12,128,64,malla,2,OPA_SUMo,1011540.0,281.0,True,True,True,199.9536279999993
1035.38,1,12,128,64,malla,3,SUMo,1013608.0,251.0,True,True,True,241.13929559999897
1035.74,1,12,128,64,malla,4,LPo,875057.0,255.0,True,False,True,-2518.2008551
1037.6,1,12,128,128,malla,0,PGAgain,1001425.0,277.0,True,True,True,-1.4936775000009057
1037.96,1,12,128,128,malla,1,BPo,1015085.0,304.0,True,True,False,270.5547845000007
1038.32,1,12,128,128,malla,2,OPA_SUMo,1058993.0,273.0,True,True,True,1145.013340099999
1038.68,1,12,128,128,malla,3,SUMo,1061024.0,250.0,True,True,True,1185.4621267999978
1039.04,1,12,128,128,malla,4,LPo,875059.0,262.0,True,False,True,-2518.161023700001
1040.9,1,12,128,255,malla,0,PGAgain,1001407.0,255.0,True,True,True,-1.8521600999992212
1041.26,1,12,128,255,malla,1,BPo,1015040.0,257.0,True,True,True,269.6585779999993
1041.62,1,12,128,255,malla,2,OPA_SUMo,1128000.0,290.0,True,False,True,2519.3360500000003
1041.98,1,12,128,255,malla,3,SUMo,1128000.0,268.0,True,False,True,2519.3360500000003
1042.34,1,12,128,255,malla,4,LPo,875020.0,259.0,True,False,True,-2518.9377360000003
1044.2,1,12,128,56,fino,0,PGAgain,1001444.0,268.0,True,True,True,-1.115279200000797
1044.56,1,12,128,56,fino,1,BPo,1015013.0,266.0,True,True,True,269.12085410000066
1044.92,1,12,128,56,fino,2,OPA_SUMo,1005616.0,273.0,True,True,True,81.97302119999972
1045.28,1,12,128,56,fino,3,SUMo,1007678.0,291.0,True,True,True,123.03919459999996
1045.64,1,12,128,56,fino,4,LPo,875000.0,261.0,True,False,True,-2519.3360500000003
1047.5,1,12,128,60,fino,0,PGAgain,1001335.0,271.0,True,True,True,-3.2860904999992755
1047.86,1,12,128,60,fino,1,BPo,1014962.0,248.0,True,True,True,268.1051533999998
1048.22,1,12,128,60,fino,2,OPA_SUMo,1008569.0,267.0,True,True,True,140.78408329999922
1048.58,1,12,128,60,fino,3,SUMo,1010607.0,264.0,True,True,True,181.37227989999943
1048.94,1,12,128,60,fino,4,LPo,875095.0,260.0,True,False,True,-2517.4440584999998
1050.8,1,12,128,62,fino,0,PGAgain,1001369.0,253.0,True,True,True,-2.6089566999994385
1051.16,1,12,128,62,fino,1,BPo,1014997.0,259.0,True,True,True,268.80220289999914
1051.52,1,12,128,62,fino,2,OPA_SUMo,1010092.0,272.0,True,True,True,171.1156943999997
1051.88,1,12,128,62,fino,3,SUMo,1012045.0,275.0,True,True,True,210.0110564999992
1052.24,1,12,128,62,fino,4,LPo,875000.0,275.0,True,False,True,-2519.3360500000003
1054.1,1,12,128,64,fino,0,PGAgain,1001390.0,254.0,True,True,True,-2.1907270000002717
1054.46,1,12,128,64,fino,1,BPo,1015016.0,256.0,True,True,True,269.1806011999993
1054.82,1,12,128,64,fino,2,OPA_SUMo,1011628.0,259.0,True,True,True,201.70620960000088
1055.18,1,12,128,64,fino,3,SUMo,1013619.0,278.0,True,True,True,241.35836830000056
1055.54,1,12,128,64,fino,4,LPo,875000.0,254.0,True,False,True,-2519.3360500000003
1057.4,1,12,128,66,fino,0,PGAgain,1001395.0,288.0,True,True,True,-2.0911485000003625
1057.76,1,12,128,66,fino,1,BPo,1015000.0,287.0,True,True,True,268.86195000000004
1058.12,1,12,128,66,fino,2,OPA_SUMo,1013118.0,258.0,True,True,True,231.38060260000105
1058.48,1,12,128,66,fino,3,SUMo,1015061.0,257.0,True,True,True,270.0768077000007
1058.84,1,12,128,66,fino,4,LPo,875000.0,267.0,True,False,True,-2519.3360500000003
1060.7,1,12,128,68,fino,0,PGAgain,1001391.0,279.0,True,True,True,-2.170811300000743
1061.06,1,12,128,68,fino,1,BPo,1015003.0,284.0,True,True,True,268.92169710000087
1061.42,1,12,128,68,fino,2,OPA_SUMo,1014525.0,273.0,True,True,True,259.40199249999955
1061.78,1,12,128,68,fino,3,SUMo,1016555.0,277.0,True,True,True,299.830863499999
1062.14,1,12,128,68,fino,4,LPo,875000.0,263.0,True,False,True,-2519.3360500000003
1064.0,1,12,128,72,fino,0,PGAgain,1001465.0,250.0,True,True,True,-0.697049499999366
1064.36,1,12,128,72,fino,1,BPo,1015052.0,255.0,True,True,True,269.8975664000004
1064.72,1,12,128,72,fino,2,OPA_SUMo,1017534.0,262.0,True,True,True,319.3283337999999
1065.08,1,12,128,72,fino,3,SUMo,1019531.0,266.0,True,True,True,359.099986699999
1065.44,1,12,128,72,fino,4,LPo,875000.0,274.0,True,False,True,-2519.3360500000003
1155.8,1,12,192,0,referencia,0,PGAgain,1001350.0,260.0,True,True,True,-2.9873549999995475
1156.16,1,12,192,0,referencia,1,BPo,1020833.0,290.0,True,True,True,385.0302280999994
1156.52,1,12,192,0,referencia,2,OPA_SUMo,941098.0,253.0,True,True,True,-1202.948111400001
1156.88,1,12,192,0,referencia,3,SUMo,943205.0,279.0,True,True,True,-1160.9857314999992
1157.24,1,12,192,0,referencia,4,LPo,875034.0,245.0,True,False,True,-2518.6589162000005
1159.1,1,12,192,-255,malla,0,PGAgain,1001380.0,261.0,True,True,True,-2.3898840000000905
1159.46,1,12,192,-255,malla,1,BPo,1020784.0,259.0,True,True,True,384.0543587999999
1159.82,1,12,192,-255,malla,2,OPA_SUMo,875000.0,268.0,True,False,True,-2519.3360500000003
1160.18,1,12,192,-255,malla,3,SUMo,875000.0,264.0,True,False,True,-2519.3360500000003
1160.54,1,12,192,-255,malla,4,LPo,875000.0,249.0,True,False,True,-2519.3360500000003
1162.4,1,12,192,-128,malla,0,PGAgain,1001403.0,254.0,True,True,True,-1.9318228999996017
1162.76,1,12,192,-128,malla,1,BPo,1020801.0,278.0,True,True,True,384.3929257000009
1163.12,1,12,192,-128,malla,2,OPA_SUMo,875000.0,257.0,True,False,True,-2519.3360500000003
1163.48,1,12,192,-128,malla,3,SUMo,875000.0,252.0,True,False,True,-2519.3360500000003
1163.84,1,12,192,-128,malla,4,LPo,875000.0,259.0,True,False,True,-2519.3360500000003
1165.7,1,12,192,-64,malla,0,PGAgain,1001381.0,267.0,True,True,True,-2.369968300000562
1166.06,1,12,192,-64,malla,1,BPo,1020832.0,264.0,True,True,True,385.0103123999999
1166.42,1,12,192,-64,malla,2,OPA_SUMo,893676.0,269.0,True,True,True,-2147.3904367999994
1166.78,1,12,192,-64,malla,3,SUMo,895723.0,262.0,True,True,True,-2106.6229989000008
1167.14,1,12,192,-64,malla,4,LPo,875000.0,264.0,True,False,True,-2519.3360500000003
1169.0,1,12,192,0,malla,0,PGAgain,1001404.0,250.0,True,True,True,-1.9119072000000725
1169.36,1,12,192,0,malla,1,BPo,1020800.0,268.0,True,True,True,384.3730099999991
1169.72,1,12,192,0,malla,2,OPA_SUMo,941124.0,246.0,True,True,True,-1202.4303031999996
1170.08,1,12,192,0,malla,3,SUMo,943052.0,280.0,True,True,True,-1164.0328335999995
1170.44,1,12,192,0,malla,4,LPo,875000.0,263.0,True,False,True,-2519.3360500000003
1172.3,1,12,192,64,malla,0,PGAgain,1001372.0,258.0,True,True,True,-2.5492096000008515
1172.66,1,12,192,64,malla,1,BPo,1020781.0,245.0,True,True,True,383.994611699999
1173.02,1,12,192,64,malla,2,OPA_SUMo,988544.0,272.0,True,True,True,-258.0278092000004
1173.38,1,12,192,64,malla,3,SUMo,990537.0,279.0,True,True,True,-218.33581909999933
1173.74,1,12,192,64,malla,4,LPo,875000.0,250.0,True,False,True,-2519.3360500000003
1175.6,1,12,192,128,malla,0,PGAgain,1001365.0,275.0,True,True,True,-2.688619499999819
1175.96,1,12,192,128,malla,1,BPo,1020810.0,255.0,True,True,True,384.57216699999896
1176.32,1,12,192,128,malla,2,OPA_SUMo,1035949.0,290.0,True,True,True,686.0759493000014
1176.68,1,12,192,128,malla,3,SUMo,1037966.0,268.0,True,True,True,726.245916199998
1177.04,1,12,192,128,malla,4,LPo,875060.0,254.0,True,False,True,-2518.141108000001
1178.9,1,12,192,255,malla,0,PGAgain,1001379.0,261.0,True,True,True,-2.4097996999996196
1179.26,1,12,192,255,malla,1,BPo,1020810.0,244.0,True,True,True,384.57216699999896
1179.62,1,12,192,255,malla,2,OPA_SUMo,1128000.0,266.0,True,False,True,2519.3360500000003
1179.98,1,12,192,255,malla,3,SUMo,1128000.0,272.0,True,False,True,2519.3360500000003
1180.34,1,12,192,255,malla,4,LPo,875000.0,260.0,True,False,True,-2519.3360500000003
1182.2,1,12,192,56,fino,0,PGAgain,1001418.0,267.0,True,True,True,-1.6330873999998734
1182.56,1,12,192,56,fino,1,BPo,1020806.0,261.0,True,True,True,384.49250420000084
1182.92,1,12,192,56,fino,2,OPA_SUMo,982594.0,250.0,True,True,True,-376.526224199999
1183.28,1,12,192,56,fino,3,SUMo,984670.0,290.0,True,True,True,-335.1812310000008
